,ts_code,name,enname,list_status,list_date,delist_date
893,002441.SZ,众业达,"Zhongyeda Electric Co.,Ltd.",L,20100706,
894,002442.SZ,龙星化工,"Longxing Chemical Stock Co.,Ltd",L,20100706,
895,002443.SZ,金洲管道,"Zhejiang Kingland Pipeline and Technologies Co.,Ltd.",L,20100706,
896,002444.SZ,巨星科技,"Hangzhou GreatStar Industrial Co.,Ltd",L,20100713,
897,002445.SZ,*ST中南,"Jiangyin Zhongnan Heavy Industries Co., Ltd",L,20100713,
898,002446.SZ,盛路通信,"Guangdong Shenglu Telecommunication Tech. Co., Ltd.",L,20100713,
899,002447.SZ,*ST晨鑫,"Dalian Morningstar Network Technology Co.,Ltd.",L,20100713,
900,002448.SZ,中原内配,ZYNP Corporation,L,20100716,
901,002449.SZ,国星光电,"Foshan Nationstar Optoelectronics Co.,Ltd",L,20100716,
902,002450.SZ,*ST康得,"Kangde Xin Composite Material Group Co.,Ltd.",L,20100716,
903,002451.SZ,摩恩电气,"Shanghai Morn Electric Equipment Co., Ltd",L,20100720,
904,002452.SZ,长高集团,"Changgao Electric Group Co.,Ltd",L,20100720,
905,002453.SZ,华软科技,"Great Chinasoft Technology Co.,Ltd",L,20100720,
906,002454.SZ,松芝股份,"Songz Automobile Air Conditioning Co.,Ltd.",L,20100720,
907,002455.SZ,百川股份,"Jiangsu Baichuan High-Tech New Materials Co., Ltd",L,20100803,
908,002456.SZ,欧菲光,"OFILM Group Co.,Ltd.",L,20100803,
909,002457.SZ,青龙管业,"Ningxia Qinglong Pipes Industry Group Co.,Ltd.",L,20100803,
910,002458.SZ,益生股份,"Shandong Yisheng Livestock & Poultry Breeding Co., Ltd.",L,20100810,
911,002459.SZ,晶澳科技,"JA Solar Technology Co., Ltd.",L,20100810,
912,002460.SZ,赣锋锂业,"Ganfeng Lithium Co., Ltd.",L,20100810,
913,002461.SZ,珠江啤酒,"Guangzhou Zhujiang Brewery Co., Ltd.",L,20100818,
914,002462.SZ,嘉事堂,"Cachet Pharmaceutical Co., Ltd",L,20100818,
915,002463.SZ,沪电股份,"Wus Printed Circuit (Kunshan) Co.,Ltd.",L,20100818,
916,002464.SZ,众应互联,"Whole Easy Internet Technology Co., Ltd.",L,20100831,
917,002465.SZ,海格通信,Guangzhou Haige Communications Group Incorporated Company,L,20100831,
918,002466.SZ,天齐锂业,Tianqi Lithium Corporation,L,20100831,
919,002467.SZ,二六三,Net263 Ltd.,L,20100908,
920,002468.SZ,申通快递,"STO Express Co.,Ltd.",L,20100908,
921,002469.SZ,三维工程,"Shandong Sunway Petrochemical Engineering Co.,Ltd.",L,20100908,
922,002470.SZ,*ST金正,"Kingenta Ecological Engineering Group Co., Ltd",L,20100908,
923,002471.SZ,中超控股,"Jiangsu Zhongchao Holding Co.,Ltd.",L,20100910,
924,002472.SZ,双环传动,"Zhejiang Shuanghuan Driveline Co.,Ltd",L,20100910,
925,002473.SZ,圣莱达,"Ningbo Sunlight Electrical Appliance Co., Ltd",L,20100910,
926,002474.SZ,榕基软件,"Fujian Rongji Software Co.,Ltd.",L,20100915,
927,002475.SZ,立讯精密,"Luxshare Precision Industry Co., Ltd.",L,20100915,
928,002476.SZ,宝莫股份,"Shandong Polymer Biochemicals Co., Ltd",L,20100915,
929,002478.SZ,常宝股份,"Jiangsu Changbao Steeltube Co.,Ltd.",L,20100921,
930,002479.SZ,富春环保,"Zhejiang Fuchunjiang Environmental Thermoelectric Co.,Ltd.",L,20100921,
931,002480.SZ,新筑股份,"Chengdu Xinzhu Road&Bridge Machinery Co.,Ltd",L,20100921,
932,002481.SZ,双塔食品,"Yantai Shuangta Food Co., Ltd.",L,20100921,
933,002482.SZ,广田集团,"Shenzhen Grandland Group Co.,Ltd.",L,20100929,
934,002483.SZ,润邦股份,"Jiangsu Rainbow Heavy Industries Co.,Ltd.",L,20100929,
935,002484.SZ,江海股份,"Nantong Jianghai Capacitor Co.,Ltd.",L,20100929,
936,002485.SZ,希努尔,"Sinoer Men's Wear Co.,Ltd.",L,20101015,
937,002486.SZ,嘉麟杰,"Shanghai Challenge Textile Co.,Ltd.",L,20101015,
938,002487.SZ,大金重工,Dajin Heavy Industry Corporation,L,20101015,
939,002488.SZ,金固股份,Zhejiang Jingu Company Limited,L,20101021,
940,002489.SZ,浙江永强,"Yotrio Group Co., Ltd.",L,20101021,
941,002490.SZ,山东墨龙,Shandong Molong Petroleum Machinery Company Limited,L,20101021,
942,002491.SZ,通鼎互联,"Tongding Interconnection Information Co.,Ltd.",L,20101021,
943,002492.SZ,恒基达鑫,"Zhuhai Winbase International Chemical Tank Terminal Co.,Ltd.",L,20101102,
944,002493.SZ,荣盛石化,"Rongsheng Petrochemical Co., Ltd.",L,20101102,
945,002494.SZ,华斯股份,Huasi Holding Company Limited,L,20101102,
946,002495.SZ,佳隆股份,"Guangdong Jialong Food Co.,Ltd.",L,20101102,
947,002496.SZ,*ST辉丰,"JIANGSU HUIFENG BIO AGRICULTURE CO., LTD.",L,20101109,
948,002497.SZ,雅化集团,"Sichuan Yahua Industrial Group Co.,Ltd.",L,20101109,
949,002498.SZ,汉缆股份,"Qingdao Hanhe Cable Co., Ltd.",L,20101109,
950,002499.SZ,*ST科林,"Kelin Environmental Protection Equipment,Inc.",L,20101109,
951,002500.SZ,山西证券,"Shanxi Securities Co.,Ltd.",L,20101115,
952,002501.SZ,*ST利源,"Jilin Liyuan Precision Manufacturing Co., Ltd.",L,20101117,
953,002502.SZ,*ST鼎龙,"Dinglong Culture Co.,Ltd.",L,20101117,
954,002503.SZ,搜于特,"SOUYUTE GROUP CO.,LTD.",L,20101117,
955,002504.SZ,弘高创意,"Beijing Honggao Creative Architectural Design Co.,Ltd.",L,20101118,
956,002505.SZ,大康农业,"Hunan Dakang International Food & Agriculture Co.,Ltd",L,20101118,
957,002506.SZ,协鑫集成,"GCL System Integration Technology Co., Ltd.",L,20101118,
958,002507.SZ,涪陵榨菜,"Chongqing Fuling Zhacai Group Co.,Ltd.",L,20101123,
959,002508.SZ,老板电器,"Hangzhou Robam Appliances Co.,Ltd.",L,20101123,
960,002509.SZ,天茂退,"TianGuang ZhongMao Co.,Ltd.",L,20101123,
961,002510.SZ,天汽模,"Tianjin Motor Dies Co.,Ltd.",L,20101125,
962,002511.SZ,中顺洁柔,"C&S Paper Co.,Ltd",L,20101125,
963,002512.SZ,达华智能,"Tatwah Smartech Co., Ltd",L,20101203,
964,002513.SZ,*ST蓝丰,"Jiangsu Lanfeng Bio-Chemical Co.,Ltd.",L,20101203,
965,002514.SZ,宝馨科技,"Suzhou Boamax Technologies Group Co.,Ltd.",L,20101203,
966,002515.SZ,金字火腿,"Jinzi Ham Co.,Ltd.",L,20101203,
967,002516.SZ,旷达科技,"Kuangda Technology Group Co., Ltd.",L,20101207,
968,002517.SZ,恺英网络,"Kingnet Network Co., Ltd.",L,20101207,
969,002518.SZ,科士达,"Shenzhen Kstar Science and Technology Co., Ltd.",L,20101207,
970,002519.SZ,银河电子,"Jiangsu Yinhe Electronics Co.,Ltd.",L,20101207,
971,002520.SZ,日发精机,"Zhejiang RIFA Precision Machinery Co.,Ltd.",L,20101210,
972,002521.SZ,齐峰新材,"Qifeng New Material Co.,Ltd",L,20101210,
973,002522.SZ,浙江众成,"Zhejiang Zhongcheng Packing Material Co., Ltd",L,20101210,
974,002523.SZ,天桥起重,"Zhuzhou Tianqiao Crane Co., Ltd.",L,20101210,
975,002524.SZ,光正集团,"Guangzheng Group Co.,Ltd.",L,20101217,
976,002526.SZ,山东矿机,"Shandong Mining Machinery Group Co., Ltd.",L,20101217,
977,002527.SZ,新时达,Shanghai STEP Electric Corporation,L,20101224,
978,002528.SZ,英飞拓,Shenzhen Infinova Limited,L,20101224,
979,002529.SZ,*ST海源,"Fujian Haiyuan Composites Technology Co.,Ltd.",L,20101224,
980,002530.SZ,金财互联,JC Finance & Tax Interconnect Holdings Ltd.,L,20101231,
981,002531.SZ,天顺风能,"Titan Wind Energy (Suzhou) Co., Ltd",L,20101231,
982,002532.SZ,新界泵业,"Shimge Pump Industry Group Co.,Ltd.",L,20101231,
983,002533.SZ,金杯电工,"Gold Cup Electric Apparatus Co.,Ltd.",L,20101231,
984,002534.SZ,杭锅股份,"Hangzhou Boiler Group Co.,Ltd.",L,20110110,
985,002535.SZ,*ST林重,"Linzhou Heavy Machinery Group Co., Ltd.",L,20110111,
986,002536.SZ,飞龙股份,"Feilong Auto Components Co.,Ltd",L,20110111,
987,002537.SZ,海联金汇,"Hyunion Holding Co.,Ltd",L,20110110,
988,002538.SZ,司尔特,"Anhui Sierte Fertilizer Industry Ltd.,Company",L,20110118,
989,002539.SZ,云图控股,"Chengdu Wintrue Holding Co., Ltd.",L,20110118,
990,002540.SZ,亚太科技,"Jiangsu Asia-Pacific Light Alloy Technology Co., Ltd.",L,20110118,
991,002541.SZ,鸿路钢构,"Anhui Honglu Steel Construction(Group) Co.,Ltd",L,20110118,
992,002542.SZ,中化岩土,"China Zhonghua Geotechnical Engineering Group Co., Ltd.",L,20110128,
993,002543.SZ,万和电气,"Guangdong Vanward New Electric Co.,Ltd",L,20110128,
994,002544.SZ,杰赛科技,"Gci Science & Technology Co., Ltd.",L,20110128,
995,002545.SZ,东方铁塔,"Qingdao East Steel Tower Stock Co.,Ltd",L,20110211,
996,002546.SZ,新联电子,"Nanjing Xinlian Electronics Co., Ltd",L,20110211,
997,002547.SZ,春兴精工,"Suzhou Chunxing Precision Mechanical Co.,Ltd.",L,20110218,
998,002548.SZ,金新农,"Shenzhen Kingsino Technology Co.,Ltd.",L,20110218,
999,002549.SZ,凯美特气,"Hunan Kaimeite Gases Co., Ltd.",L,20110218,
1000,002550.SZ,千红制药,"Changzhou Qianhong Biopharma Co.,Ltd",L,20110218,
1001,002551.SZ,尚荣医疗,"Shenzhen Glory Medical Co.,Ltd.",L,20110225,
1002,002552.SZ,宝鼎科技,"Baoding Technology Co.,Ltd.",L,20110225,
1003,002553.SZ,南方轴承,"Jiangsu Nanfang Bearing Co.,Ltd.",L,20110225,
1004,002554.SZ,惠博普,"China Oil HBP Science & Technology Co.,Ltd",L,20110225,
1005,002555.SZ,三七互娱,"Wuhu 37 Interactive Entertainment Network Technology Group Co.,Ltd.",L,20110302,
1006,002556.SZ,辉隆股份,"Anhui Huilong Agricultural Means of Production .Co.,Ltd.",L,20110302,
1007,002557.SZ,洽洽食品,"Chacha Food Company,Limited",L,20110302,
1008,002558.SZ,巨人网络,"Giant Network Group Co., Ltd.",L,20110302,
1009,002559.SZ,亚威股份,"Jiangsu Yawei Machine Tool Co.,Ltd.",L,20110303,
1010,002560.SZ,通达股份,"Henan Tong-Da Cable Co., Ltd.",L,20110303,
1011,002561.SZ,徐家汇,"Shanghai Xujiahui Commercial Co., Ltd.",L,20110303,
1012,002562.SZ,兄弟科技,"Brother Enterprises Holding Co.,Ltd.",L,20110310,
1013,002563.SZ,森马服饰,"Zhejiang Semir Garment Co., Ltd.",L,20110311,
1014,002564.SZ,天沃科技,"Suzhou Thvow Technology Co.,Ltd.",L,20110310,
1015,002565.SZ,顺灏股份,"Shanghai Shunho New Materials Technology Co.,Ltd.",L,20110318,
1016,002566.SZ,益盛药业,"Jilin Jian Yisheng Pharmaceutical Co.,Ltd.",L,20110318,
1017,002567.SZ,唐人神,"Tangrenshen Group Co., Ltd",L,20110325,
1018,002568.SZ,百润股份,"Shanghai Bairun Investment Holding Group Co., Ltd.",L,20110325,
1019,002569.SZ,ST步森,"Zhejiang Busen Garments Co.,Ltd.",L,20110412,
1020,002570.SZ,贝因美,"Beingmate Co.,Ltd",L,20110412,
1021,002571.SZ,德力股份,"Anhui Deli Housedhold Glass Co.,Ltd",L,20110412,
1022,002572.SZ,索菲亚,"Suofeiya Home Collection Co.,Ltd",L,20110412,
1023,002573.SZ,清新环境,"Beijing SPC Environment Protection Tech Co.,Ltd.",L,20110422,
1024,002574.SZ,明牌珠宝,"Zhejiang Ming Jewelry Co.,Ltd.",L,20110422,
1025,002575.SZ,*ST群兴,"Guangdong Qunxing Toys Joint-Stock Co.,Ltd",L,20110422,
1026,002576.SZ,通达动力,"Jiangsu Tongda Power Technology Co.,Ltd.",L,20110428,
1027,002577.SZ,雷柏科技,"Shenzhen Rapoo Technology Co.,Ltd.",L,20110428,
1028,002578.SZ,闽发铝业,"Fujian Minfa Aluminium Co.,Ltd",L,20110428,
1029,002579.SZ,中京电子,Huizhou China Eagle Electronic Technology Inc.,L,20110506,
1030,002580.SZ,圣阳股份,"Shandong Sacred Sun Power Sources Co.,Ltd.",L,20110506,
1031,002581.SZ,未名医药,"Shandong Sinobioway Biomedicine Co., Ltd.",L,20110520,
1032,002582.SZ,好想你,"Haoxiangni Health Food Co., Ltd.",L,20110520,
1033,002583.SZ,海能达,Hytera Communications Corporation Limited,L,20110527,
1034,002584.SZ,西陇科学,"Xilong Scientific Co.,Ltd",L,20110602,
1035,002585.SZ,双星新材,"Jiangsu Shuangxing Color Plastic New Materials Co.,Ltd.",L,20110602,
1036,002586.SZ,*ST围海,"Zhejiang Reclaim Construction Group Co., Ltd.",L,20110602,
1037,002587.SZ,奥拓电子,"Shenzhen Aoto Electronics Co., Ltd.",L,20110610,
1038,002588.SZ,史丹利,"STANLEY AGRICULTURE GROUP CO.,LTD.",L,20110610,
1039,002589.SZ,瑞康医药,"Realcan Pharmaceutical Group Co., Ltd.",L,20110610,
1040,002590.SZ,万安科技,"Zhejiang Vie Science & Technology Co.,Ltd.",L,20110610,
1041,002591.SZ,恒大高新,"Jiangxi Hengda Hi-Tech Co., Ltd.",L,20110621,
1042,002592.SZ,ST八菱,"Nanning Baling Technology Co.,Ltd.",L,20111111,
1043,002593.SZ,日上集团,"Xiamen Sunrise Group Co.,Ltd",L,20110628,
1044,002594.SZ,比亚迪,BYD Company Limited,L,20110630,
1045,002595.SZ,豪迈科技,"Himile Mechanical Science and Technology (Shandong) Co.,Ltd",L,20110628,
1046,002596.SZ,海南瑞泽,"Hainan Ruize New Building Material Co.,Ltd.",L,20110707,
1047,002597.SZ,金禾实业,"Anhui Jinhe Industrial Co.,Ltd.",L,20110707,
1048,002598.SZ,山东章鼓,"Shandong Zhangqiu Blower Co.,Ltd",L,20110707,
1049,002599.SZ,盛通股份,"Beijing Shengtong Printing Co.,Ltd",L,20110715,
1050,002600.SZ,领益智造,Lingyi Itech (Guangdong) Company,L,20110715,
1051,002601.SZ,龙蟒佰利,"Lomon Billions Group Co.,Ltd.",L,20110715,
1052,002602.SZ,世纪华通,"Zhejiang Century Huatong Group Co.,Ltd",L,20110728,
1053,002603.SZ,以岭药业,"Shijiazhuang Yiling Pharmaceutical Co., Ltd",L,20110728,
1054,002605.SZ,姚记科技,"Shanghai Yaoji Technology Co., Ltd.",L,20110805,
1055,002606.SZ,大连电瓷,"Dalian Insulator Group Co.,Ltd.",L,20110805,
1056,002607.SZ,中公教育,"Offcn Education Technology Co., Ltd.",L,20110810,
1057,002608.SZ,江苏国信,"Jiangsu Guoxin Corp., Ltd.",L,20110810,
1058,002609.SZ,捷顺科技,"Shenzhen Jieshun Science and Technology Industry Co., Ltd.",L,20110815,
1059,002610.SZ,爱康科技,"Jiangsu Akcome Science & Technology Co.,Ltd.",L,20110815,
1060,002611.SZ,东方精工,"Guangdong Dongfang Precision Science & Technology Co.,Ltd.",L,20110830,
1061,002612.SZ,朗姿股份,"Lancy Co., Ltd",L,20110830,
1062,002613.SZ,北玻股份,"Luoyang Northglass Technology Co.,Ltd",L,20110830,
1063,002614.SZ,奥佳华,"Xiamen Comfort Science&Technology Group Co., Ltd.",L,20110909,
1064,002615.SZ,哈尔斯,"Zhejiang Haers Vacuum Containers Co.,Ltd.",L,20110909,
1065,002616.SZ,长青集团,Guangdong Chant Group Inc.,L,20110920,
1066,002617.SZ,露笑科技,"Roshow Technology Co., Ltd.",L,20110920,
1067,002618.SZ,丹邦科技,"Shenzhen Danbond Technology Co.,Ltd.",L,20110920,
1068,002619.SZ,艾格拉斯,"Egls Co.,Ltd.",L,20110929,
1069,002620.SZ,瑞和股份,"Shenzhen Ruihe Construction Decoration Co., Ltd.",L,20110929,
1070,002621.SZ,美吉姆,"DALIAN MY GYM EDUCATION TECHNOLOGY CO.,LTD.",L,20110929,
1071,002622.SZ,融钰集团,"RONGYU GROUP CO.,LTD.",L,20111018,
1072,002623.SZ,亚玛顿,"Changzhou Almaden Co., Ltd.",L,20111013,
1073,002624.SZ,完美世界,"Perfect World Co., Ltd.",L,20111028,
1074,002625.SZ,光启技术,"Kuang-Chi Technologies Co., Ltd.",L,20111103,
1075,002626.SZ,金达威,Xiamen Kingdomway Group Company,L,20111028,
1076,002627.SZ,宜昌交运,"Hubei Yichang Transportation Group Co.,Ltd.",L,20111103,
1077,002628.SZ,成都路桥,"Chengdu Road & Bridge Engineering Co.,Ltd",L,20111103,
1078,002629.SZ,*ST仁智,"Zhejiang Renzhi Co.,Ltd.",L,20111103,
1079,002630.SZ,华西能源,"China Western Power Industrial Co., Ltd.",L,20111111,
1080,002631.SZ,德尔未来,"Der Future Science & Technology Holding Group Co., Ltd.",L,20111111,
1081,002632.SZ,道明光学,"Daoming Optics&Chemical Co.,Ltd",L,20111122,
1082,002633.SZ,申科股份,Shenke Slide Bearing Corporation,L,20111122,
1083,002634.SZ,棒杰股份,"Zhejiang Bangjie Holding Group Co.,Ltd",L,20111205,
1084,002635.SZ,安洁科技,"Suzhou Anjie Technology Co., Ltd.",L,20111125,
1085,002636.SZ,金安国纪,Goldenmax International Technology Ltd.,L,20111125,
1086,002637.SZ,赞宇科技,"Zanyu Technology Group Co., Ltd.",L,20111125,
1087,002638.SZ,*ST勤上,"Dongguan Kingsun Optoelectronic Co.,Ltd.",L,20111125,
1088,002639.SZ,雪人股份,"Fujian Snowman Co., Ltd",L,20111205,
1089,002640.SZ,跨境通,"Global Top E-Commerce Co.,Ltd.",L,20111208,
1090,002641.SZ,永高股份,"Yonggao Co., Ltd.",L,20111208,
1091,002642.SZ,荣之联,UEC Group Ltd.,L,20111220,
1092,002643.SZ,万润股份,"Valiant Co.,Ltd",L,20111220,
1093,002644.SZ,佛慈制药,"Lanzhou Foci Pharmaceutical Co., Ltd.",L,20111222,
1094,002645.SZ,华宏科技,"Jiangsu Huahong Technology Co., Ltd.",L,20111220,
1095,002646.SZ,青青稞酒,"Qinghai Huzhu Barley Wine Co.,Ltd.",L,20111222,
1096,002647.SZ,仁东控股,"Rendong Holdings Co., Ltd.",L,20111228,
1097,002648.SZ,卫星石化,"Zhejiang Satellite Petrochemical Co., Ltd.",L,20111228,
1098,002649.SZ,博彦科技,Beyondsoft Corporation,L,20120106,
1099,002650.SZ,ST加加,"Jiajia Food Group Co.,Ltd.",L,20120106,
1100,002651.SZ,利君股份,"Chengdu Leejun Industrial Co., Ltd.",L,20120106,
1101,002652.SZ,扬子新材,"Suzhou Yangtze New Materials Co.,Ltd.",L,20120119,
1102,002653.SZ,海思科,"Haisco Pharmaceutical Group Co., Ltd.",L,20120117,
1103,002654.SZ,万润科技,"Shenzhen Mason Technologies Co., Ltd.",L,20120217,
1104,002655.SZ,共达电声,"Gettop Acoustic Co., Ltd",L,20120217,
1105,002656.SZ,ST摩登,"Modern Avenue Group Co., Ltd.",L,20120228,
1106,002657.SZ,中科金财,"Sinodata Co., Ltd.",L,20120228,
1107,002658.SZ,雪迪龙,"Beijing SDL Technology Co.,Ltd",L,20120309,
1108,002659.SZ,凯文教育,"Beijing Kaiwen Education Technology Co., Ltd",L,20120309,
1109,002660.SZ,茂硕电源,"Moso Power Supply Technology Co., Ltd",L,20120316,
1110,002661.SZ,克明面业,"Kemen Noodle Manufacturing Co.,Ltd",L,20120316,
1111,002662.SZ,京威股份,"Beijing WKW Automotive Parts Co., Ltd.",L,20120309,
1112,002663.SZ,普邦股份,"Pubang Landscape Architecture Co.,Ltd",L,20120316,
1113,002664.SZ,长鹰信质,"Changying Xinzhi Technology Co.,Ltd.",L,20120316,
1114,002665.SZ,首航高科,"Shouhang High-Tech Energy Co., Ltd",L,20120327,
1115,002666.SZ,德联集团,"Guangdong Delian Group Co., Ltd",L,20120327,
1116,002667.SZ,鞍重股份,"Anshan Heavy Duty Mining Machinery Co., Ltd.",L,20120329,
1117,002668.SZ,奥马电器,"Guangdong Homa Appliances Co., Ltd.",L,20120416,
1118,002669.SZ,康达新材,"Shanghai Kangda New Materials Group Co., Ltd",L,20120416,
1119,002670.SZ,国盛金控,Guosheng Financial Holding Inc.,L,20120416,
1120,002671.SZ,龙泉股份,"Shandong Longquan Pipeline Engineering Co.,Ltd",L,20120426,
1121,002672.SZ,东江环保,Dongjiang Environmental Company Limited,L,20120426,
1122,002673.SZ,西部证券,"Western Securities Co., Ltd",L,20120503,
1123,002674.SZ,兴业科技,"Xingye Leather Technology Co.,Ltd.",L,20120507,
1124,002675.SZ,东诚药业,"Yantai Dongcheng Pharmaceutical Group Co.,Ltd",L,20120525,
1125,002676.SZ,顺威股份,"Guangdong Sunwill Precising Plastic Co.,Ltd.",L,20120525,
1126,002677.SZ,浙江美大,"Zhejiang Meida Industrial Co.,Ltd.",L,20120525,
1127,002678.SZ,珠江钢琴,"Guangzhou Pearl River Piano Group Co.,Ltd",L,20120530,
1128,002679.SZ,福建金森,"Fujian Jinsen Forestry Co., Ltd.",L,20120605,
1129,002681.SZ,*ST奋达,"Shenzhen Fenda Technology Co., Ltd.",L,20120605,
1130,002682.SZ,龙洲股份,"Longzhou Group Co.,Ltd.",L,20120612,
1131,002683.SZ,宏大爆破,"Guangdong Hongda Blasting Co.,Ltd",L,20120612,
1132,002684.SZ,*ST猛狮,"Guangdong Dynavolt Renewable Energy Technology Co.,Ltd.",L,20120612,
1133,002685.SZ,华东重机,"Wuxi Huadong Heavy Machinery Co., Ltd.",L,20120612,
1134,002686.SZ,亿利达,"Zhejiang Yilida Ventilator Co.,Ltd.",L,20120703,
1135,002687.SZ,乔治白,"Zhejiang Giuseppe Garment Co., Ltd",L,20120713,
1136,002688.SZ,金河生物,"Jinhe Biotechnology CO.,LTD.",L,20120713,
1137,002689.SZ,远大智能,"Shenyang Yuanda Intellectual Industry Group Co.,Ltd",L,20120717,
1138,002690.SZ,美亚光电,Hefei Meyer Optoelectronic Technology Inc.,L,20120731,
1139,002691.SZ,冀凯股份,"Jikai Equipment Manufacturing Co., Ltd.",L,20120731,
1140,002692.SZ,ST远程,"Yuan Cheng Cable Co.,Ltd.",L,20120808,
1141,002693.SZ,双成药业,"Hainan Shuangcheng Pharmaceuticals Co., Ltd.",L,20120808,
1142,002694.SZ,顾地科技,"Goody Science & Technology Co.,Ltd.",L,20120816,
1143,002695.SZ,煌上煌,"Jiangxi Huangshanghuang Group Food Co., Ltd.",L,20120905,
1144,002696.SZ,百洋股份,"Baiyang Investment Group,Inc.",L,20120905,
1145,002697.SZ,红旗连锁,"Chengdu Hongqi Chain Co., Ltd.",L,20120905,
1146,002698.SZ,博实股份,"Harbin Boshi Automation Co., Ltd.",L,20120911,
1147,002699.SZ,美盛文化,"Meisheng Cultural & Creative Corp., Ltd.",L,20120911,
1148,002700.SZ,ST浩源,"Xinjiang Haoyuan Natural Gas Co.,Ltd.",L,20120921,
1149,002701.SZ,奥瑞金,"ORG Technology Co.,Ltd.",L,20121011,
1150,002702.SZ,海欣食品,"Haixin Foods Co.,Ltd.",L,20121011,
1151,002703.SZ,浙江世宝,Zhejiang Shibao Company Limited,L,20121102,
1152,002705.SZ,新宝股份,"Guangdong Xinbao Electrical Appliances Holdings Co.,Ltd",L,20140121,
1153,002706.SZ,良信电器,"Shanghai Liangxin Electrical Co.,Ltd.",L,20140121,
1154,002707.SZ,众信旅游,"Utour Group Co., Ltd.",L,20140123,
1155,002708.SZ,光洋股份,Changzhou Nrb Corporation,L,20140121,
1156,002709.SZ,天赐材料,"Guangzhou Tinci Materials Technology Co., Ltd.",L,20140123,
1157,002711.SZ,*ST欧浦,"Europol Intelligent Network Co.,Ltd.",L,20140127,
1158,002712.SZ,思美传媒,"Simei Media Co.,Ltd",L,20140123,
1159,002713.SZ,东易日盛,"Dong Yi Ri Sheng Home Decoration Group Co.,Ltd.",L,20140219,
1160,002714.SZ,牧原股份,"Muyuan Foods Co.,Ltd.",L,20140128,
1161,002715.SZ,登云股份,"Huaiji Dengyun Auto-Parts (Holding) Co.,Ltd.",L,20140219,
1162,002716.SZ,*ST金贵,"Chenzhou City Jingui Silver Industry Co., Ltd",L,20140128,
1163,002717.SZ,岭南股份,"Lingnan Eco&Culture-Tourism Co., Ltd.",L,20140219,
1164,002718.SZ,友邦吊顶,"Zhejiang Youpon Integrated Ceiling Co., Ltd.",L,20140128,
1165,002719.SZ,*ST麦趣,"Maiquer Group Co.,Ltd",L,20140128,
1166,002721.SZ,金一文化,"Beijing Kingee Culture Development Co.,Ltd.",L,20140127,
1167,002722.SZ,金轮股份,"Geron Co., Ltd.",L,20140128,
1168,002723.SZ,金莱特,"Kennede Electronics MFG. Co., Ltd.",L,20140129,
1169,002724.SZ,海洋王,"Ocean'S King Lighting Science & Technology Co., Ltd.",L,20141104,
1170,002725.SZ,跃岭股份,"Zhejiang Yueling Co.,Ltd",L,20140129,
1171,002726.SZ,龙大肉食,"Shandong Longda Meat Foodstuff Co.,Ltd.",L,20140626,
1172,002727.SZ,一心堂,"Yixintang Pharmaceutical Co., Ltd.",L,20140702,
1173,002728.SZ,特一药业,"TEYI PHARMACEUTICAL GROUP CO.,LTD",L,20140731,
1174,002729.SZ,好利来,"Hollyland (China) Electronics Technology Corp.,Ltd.",L,20140912,
1175,002730.SZ,电光科技,"Dianguang Explosion-Proof Technology Co., Ltd.",L,20141009,
1176,002731.SZ,萃华珠宝,"Shenyang Cuihua Gold and Silver Jewelry Co., Ltd.",L,20141104,
1177,002732.SZ,燕塘乳业,"Guangdong Yantang Dairy Co.,Ltd.",L,20141205,
1178,002733.SZ,雄韬股份,"Shenzhen Center Power Tech Co.,Ltd.",L,20141203,
1179,002734.SZ,利民股份,"Limin Group Co., Ltd.",L,20150127,
1180,002735.SZ,王子新材,"Shenzhen Prince New Materials Co.,Ltd.",L,20141203,
1181,002736.SZ,国信证券,"Guosen Securities Co.,Ltd.",L,20141229,
1182,002737.SZ,葵花药业,"Sunflower Pharmaceutical Group Co.,Ltd",L,20141230,
1183,002738.SZ,中矿资源,"Sinomine Resource Group Co., Ltd.",L,20141230,
1184,002739.SZ,万达电影,"WANDA FILM HOLDING CO., LTD",L,20150122,
1185,002740.SZ,爱迪尔,"FUJIAN IDEAL JEWELLERY INDUSTRIAL CO.,LTD.",L,20150122,
1186,002741.SZ,光华科技,"Guangdong Guanghua Sci-Tech Co., Ltd",L,20150216,
1187,002742.SZ,三圣股份,"Chongqing Sansheng Industrial Co.,Ltd.",L,20150217,
1188,002743.SZ,富煌钢构,"Anhui Fuhuang Steel Structure Co.,Ltd.",L,20150217,
1189,002745.SZ,木林森,"MLS Co.,Ltd.",L,20150217,
1190,002746.SZ,仙坛股份,"Shandong Xiantan Co.,Ltd.",L,20150216,
1191,002747.SZ,埃斯顿,"Estun Automation Co.,Ltd",L,20150320,
1192,002748.SZ,世龙实业,"Jiangxi Selon Industrial Co., Ltd.",L,20150319,
1193,002749.SZ,国光股份,"Sichuan Guoguang Agrochemical Co., Ltd.",L,20150320,
1194,002750.SZ,龙津药业,"Kunming Longjin Pharmaceutical Co., Ltd.",L,20150324,
1195,002751.SZ,易尚展示,"Shenzhen ESUN Display Co., Ltd.",L,20150424,
1196,002752.SZ,昇兴股份,Sunrise Group Company Limited,L,20150422,
1197,002753.SZ,永东股份,"Shanxi Yongdong Chemistry Industry Co.,Ltd.",L,20150519,
1198,002755.SZ,奥赛康,"Beijing Aosaikang Pharmaceutical Co., Ltd.",L,20150515,
