code,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m
000001.XSHE,0.008870875218900355,0.005008320578803416,0.0036519874937411246,0.0020738829270609284,0.001496813693173156,0.0006719162373850703,0.00035098563908678924,0.00021576494624302744
000002.XSHE,0.006794637935187589,0.0022859508965294376,0.002723826875134933,0.0013105129587599892,0.0027968131334981062,0.0009804506051684684,0.0005441454263795689,0.0002776800273708365
000006.XSHE,0.030237088315240503,0.009371648761067925,0.011558984618772247,0.004069270869426607,0.02012216430398755,0.007020804128656956,0.0037252095329235488,0.0018190148849645202
000008.XSHE,0.02724354368030497,0.009317779719750358,0.002516926006481418,0.0024597364970785356,0.0005404691207172282,0.00022225520923228488,0.00011233706750339401,0.0002504024075879997
000009.XSHE,0.06057081643816666,0.02088846590872357,0.01524970672187248,0.00666520092500117,0.008028740866997586,0.002992562767020471,0.0016739628532839404,0.0008162432969040022
000012.XSHE,0.03304470920037013,0.01822826909557518,0.009018067519745267,0.0034916417552195347,0.003249445950437857,0.002163147606878228,0.0010882258528570228,0.0005305497943061981
000021.XSHE,0.01176951919682121,0.011437325245724292,0.006367332895367617,0.002666017615249127,0.0009363705693881449,0.0015316528659608992,0.0007967667615341778,0.00037619978812848215
000025.XSHE,0.07783879794982335,0.025403159910768244,0.018174083444513066,0.00800534347171539,0.005408587668210364,0.001891214150522957,0.001119063140829357,0.0005234310093696745
000027.XSHE,0.010225774551253546,0.003482881100735794,0.0020024491898977567,0.0009496563785304731,0.0006507371942237964,0.00023485802429973478,0.00012630229249082354,6.466540310394311e-05
000028.XSHE,0.006860902496858942,0.003152878683457199,0.0018636157502512909,0.0005927972305791111,0.0007234413730474335,0.000415678669547079,0.00021101873599281933,0.00010854989212527585
000031.XSHE,0.016119822577992927,0.005800056575620947,0.005426923524785096,0.00048293340333599715,0.003608578420524399,0.0013422209943405024,0.0008117666150460083,0.00039470905575397016
000039.XSHE,0.010846360282829934,0.0071871475656916815,0.003755103369773884,-0.0002135487651526584,0.005577749367276709,0.0024696857476819065,0.0012505380506894314,0.0005824246348028137
000049.XSHE,0.010249721555795658,0.010618469917054563,0.013378307650385,0.006360016316855204,0.004379146387767569,0.002384892335499884,0.0013758698821233271,0.0006741636396685173
000060.XSHE,0.029158528220100677,0.011229742890647798,0.005547853419657752,0.0012841158960315443,0.001800557339959899,0.0008091594857452827,0.0004039724400845957,0.00018274370605437333
000061.XSHE,0.0063435048723072445,0.005385299983016464,0.004831705322773073,0.0020531150653223004,0.0016336741940774647,0.00077060812035995,0.0004966419435200808,0.00022809307460132112
000062.XSHE,0.007980353398342098,0.0031652663090802817,0.0024317552327740824,0.0020056045873146685,0.0004923624489801616,0.00031732559569847517,0.00018636390150214249,0.00010241057344231715
000063.XSHE,0.0642302807266006,0.04408256103845034,0.03557788669061425,0.03171657517946882,-0.005788912120694564,0.0008154338243003228,0.000706312556283472,0.001067398534921627
000066.XSHE,0.0845139911809724,0.0361589861615848,0.016350552063735573,0.013437871993616906,0.022415310045950272,0.008461744385678094,0.004220090009489268,0.002134170885961232
000069.XSHE,0.006629647172526509,0.002890040706721482,0.002389840275873041,0.000600164959001634,0.0019554838530587695,0.0007326439168666388,0.00038957934537216845,0.00017894847530399287
000078.XSHE,0.11412518329598739,0.04156204084890445,0.01978277059274274,0.00807233851056021,0.00870202663373883,0.0033968120244744567,0.0016918282365944272,0.0007993871770620426
000089.XSHE,0.015811522665711192,0.005994389755692251,0.003662129109768461,0.0022022110554604365,0.0029455727022096203,0.001084605115885868,0.0005570183409768877,0.00028352169869393285
000090.XSHE,0.01779139724496141,0.008133325812240933,0.004215754560564879,0.00180110507003061,0.006601687119794417,0.002546531076728547,0.0012846981851884387,0.0006482045474724845
000100.XSHE,0.05393700434862416,0.029128452704621173,0.013972653591246135,0.006475579005290997,0.005067237894436555,0.002883741289272197,0.0014110699727434982,0.0007087707150566088
000156.XSHE,0.013117697232871645,0.0050221503403911705,0.0028613278063938587,0.0013001172863541528,-0.0006600262704758236,-0.00010259970475044664,-4.9606028129490015e-05,-4.775155896309769e-05
000157.XSHE,0.008818084838236085,0.00374814307944472,0.002028279987205919,0.001019260655226838,0.005742899571330946,0.0020368467344214812,0.001034575195336427,0.0005162292842501982
000158.XSHE,0.02877820553095272,0.009954170946926594,0.0060664055281212685,0.0025123416777855017,4.832284133883015e-06,6.59399539941215e-05,8.774790186563837e-05,-1.8615851198026628e-06
000166.XSHE,0.011134923412883161,0.00468380181220336,0.0027382833088255513,0.0013592647965603491,0.00011553557981696218,0.00014306203623855134,8.106434142134567e-05,4.072915078673232e-05
000333.XSHE,0.0043735709046174446,0.0038197411235017156,0.002799405298984712,0.0003534555293034852,0.0023080389365301613,0.0008948805679514568,0.000623364054971232,0.0002448323006296945
000338.XSHE,0.03425372945028636,0.01822285955008908,0.00956868498600852,0.006545189590452198,0.016781058922229242,0.0064305354445649875,0.0032347223795864896,0.0016358324596755542
000400.XSHE,0.017630877391916648,0.024811185625027796,0.016954312708802953,0.007740371482721543,0.0012311537492464219,0.0010936306524917275,0.0006536889568600439,0.0004086174496802923
000401.XSHE,0.07064342913772402,0.025450818609997098,0.02368178684229323,0.013661099854945607,0.020130694178191643,0.007332029671421336,0.0043161860638941075,0.002323098561275895
000402.XSHE,0.005107100892223193,0.002345473790405284,0.0013962025667643078,0.00021442645752357492,0.0014985905390173544,0.0005700386952297714,0.00029483015141526796,0.0001346938447508624
000408.XSHE,0.023547713337074522,0.007851493020639323,0.004966999246738024,0.002636148570569264,0.00499726226032781,0.001743521790876326,0.0009273087650342743,0.0004969908069001221
000413.XSHE,0.06300518105694021,0.038189098703567036,0.021421758513459666,0.009271559650869355,0.005810050706004781,0.005062180324924069,0.0026419140826214596,0.0012735113934526977
000415.XSHE,0.04110436519986688,0.013373333442166143,0.00810984332222135,0.0013613516662855818,0.0011427066277279448,0.0004895546209663029,0.0002604043418581818,2.7502475181241813e-05
