code,wgt_return_1m,wgt_return_3m,wgt_return_6m,wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,exp_wgt_return_12m
000001.XSHE,0.01774521112955506,0.023280716855320675,0.016982034168519504,0.014474459538375426,0.01576414906040972,0.005688602277916336,0.0030174638217780997,0.0018627957363980092
000002.XSHE,0.044434549420738934,0.029703030055236446,0.02326926200388241,0.015723081100249985,0.020109543681277438,0.007039513672478777,0.0035807812963225163,0.0020117318107617916
000006.XSHE,0.20483566228758532,0.13292540837208575,0.068601982679549,0.041165987906951126,0.06830690358001919,0.024773237638266124,0.012486260471197537,0.006504640972415234
000009.XSHE,0.027984470300331243,0.04144882974639345,0.03571669614030463,0.032453328542981844,0.004246687699267353,0.002584900604054883,0.0020254649708972626,0.001478699702060903
000012.XSHE,0.049018890081559574,0.09889014511169839,0.051614915054491776,0.027115212909252652,0.010507578204967729,0.01189740572713451,0.0051529462894842806,0.002453685234519535
000021.XSHE,0.06768845374522493,0.054771172003581725,0.034330365889130854,0.021591443226908962,0.009029049820105448,0.003651381643417111,0.001876251159364042,0.001038860695570322
000027.XSHE,0.17387796526209767,0.09411657309862692,0.054141685753070865,0.03804723321463231,0.0493441405755614,0.01780237195438231,0.008958321717627596,0.005045725120684213
000028.XSHE,0.01830892184760315,0.022790123082045623,0.013419265171854648,0.007656017801594061,0.0038466373212486956,0.0018815618437115942,0.0009894870209113036,0.0005026467642648627
000030.XSHE,0.07843186316401914,0.0754469974893469,0.04371386319900347,0.024332054725058526,0.031668138722660846,0.012605893938277601,0.006368495988383214,0.0031950712780628296
000031.XSHE,0.18538474405427463,0.10624138498908224,0.07342460357499667,0.062161624655485574,0.13052749757789026,0.04463257491570562,0.022549307062591305,0.01217239949334854
000039.XSHE,0.07469547995533303,0.04834415705415155,0.02516440015806652,0.020468378490215516,0.03391466447171608,0.011832909762620598,0.005882537077604417,0.0033252237616073635
000049.XSHE,0.1986071219586228,0.07379088266389808,0.05007354887103433,0.02375024043153159,-0.008686126630056249,-0.002581537679666663,-0.0006309702382791469,-0.00033050173529404074
000050.XSHE,0.08351640231857593,0.05092084351527259,0.03761594919126828,0.05415020866782759,0.0170200151421848,0.0059794910213357534,0.0036615449885144384,0.0022953586642382394
000060.XSHE,0.14278285366501475,0.09517161081697038,0.05691501429236042,0.04296683833427922,0.03804722476460341,0.014562340926181614,0.007594107730466778,0.004389825482071466
000061.XSHE,0.04170679526167157,0.04602353918513064,0.03211406726164431,0.019794794751851353,0.008912800295665272,0.00584208296743617,0.003167734251252334,0.0016519267839779472
000062.XSHE,0.15254478215060052,0.15254478215060052,0.0635177534727992,0.02979571707695663,0.07723626278915148,0.07723626278915148,0.015330010761659081,0.0060315925234726555
000063.XSHE,0.018105185443239604,0.05038063276732056,0.03939260845763096,0.023803273665021288,-0.0019959712513254713,0.0017748868206301038,0.0010951293345062437,0.0007568869247494377
000066.XSHE,0.07833708619778974,0.07430813542477323,0.06672552316247485,0.04427952111950603,0.002036051870875638,0.0028325957111888164,0.0027526904899895037,0.0016162156061848437
000069.XSHE,0.09388745155138718,0.08161633349844341,0.08040916652886265,0.04444099759622422,0.02060469952977161,0.008402569794278163,0.005845294854226967,0.002987307322243389
000078.XSHE,0.18614102000199412,0.25282536606253525,0.12375535978460869,0.0675364097927626,-1.9707420343115233e-06,0.005460255124013342,0.002822442643916424,0.0015459294838925512
000088.XSHE,0.025161421460521464,0.026660330037458328,0.01586702099085553,0.02267888299912494,0.017895692242697485,0.0063177216938630765,0.003224561856213525,0.002380887525973747
