code,leverage,sharpe_ratio_20,ROC20,VOL20,liquidity,BIAS20,residual_volatility,MFI14,earnings_yield,momentum,ATR,MTM,MACD,RSI,PSY,CYR
000001.XSHE,0.685283,-1.563575,-9.848485,1.2815,0.145921,-3.589079,0.029609,37.803985,1.447071,-0.356574,0.22642857142857142,-0.7299999999999995,0.08427343776906193,47.2106832076472,50.0,-0.11450316413395001
000002.XSHE,0.486387,-0.635071,-2.341137,0.7545,-0.011049,1.37129,0.241482,64.511157,0.619272,-1.088578,0.8685714285714283,-6.16,-0.06251660077830046,47.00260319226129,58.333333333333336,-0.20900896352903375
000005.XSHE,-0.9177,-1.724898,-15.694165,1.129,0.055756,-5.225062,-0.058862,34.529326,-1.671028,-0.089836,0.4814285714285713,-2.6799999999999997,-0.2541011879539503,28.386995359446622,41.66666666666667,-0.8232105686627023
000006.XSHE,2.341107,-1.27467,-12.21865,1.3865,-0.233654,-1.833873,0.380009,51.734277,1.447071,-0.5056,0.3685714285714285,-1.7800000000000002,-0.168510477514215,39.2217220123517,33.33333333333333,-0.37021199558572304
000009.XSHE,0.8083,-1.678599,-19.422151,2.412,0.691134,-4.599012,0.216009,29.646356,-0.371957,0.145857,1.4342857142857144,0.4299999999999997,-0.043316192361349204,49.76012714268374,41.66666666666667,0.024138688033370492
000012.XSHE,-0.682083,-1.247282,-7.900943,2.449,1.245549,2.044816,0.588282,49.300391,0.207226,0.661893,0.24857142857142842,-0.6100000000000003,0.06563118016192993,38.190204309327704,50.0,-0.34610863109717505
000021.XSHE,-1.055809,0.144247,-1.630435,1.16,-0.291137,5.755186,0.256509,56.728885,-1.252163,0.598308,1.057142857142857,-5.379999999999999,0.3976815839301282,62.56306552009284,58.333333333333336,0.5641873677864062
000024.XSHE,0.188319,-0.896372,-6.78733,2.9705,1.349312,1.673165,1.488171,61.780679,1.377861,-1.127134,0.5578571428571427,-1.0599999999999987,-0.06142497951861439,51.95909687784492,41.66666666666667,-0.07241269420030783
000027.XSHE,-0.108703,-2.684292,-17.657046,0.961,0.104687,-5.586918,-1.078015,30.833761,0.784945,-0.115425,0.47000000000000025,-1.3200000000000003,-0.10984237004687442,36.63305022471269,41.66666666666667,-0.3310289078119033
000028.XSHE,-0.538591,-1.287605,-8.829114,0.515,-1.838926,-3.833637,1.401006,26.879717,-1.368101,0.896592,0.3049999999999999,-0.3700000000000001,0.23312625674277632,60.160470571641255,50.0,0.33260106891579433
000029.XSHE,-0.033214,-1.471693,-17.546848,0.846,-0.89411,-6.770683,0.822055,23.091973,-2.557832,-0.070675,0.4742857142857145,-1.1999999999999993,0.2116552585833288,53.33908153238319,41.66666666666667,-0.05190406308722695
000031.XSHE,-0.096264,-1.088841,-7.785235,0.6885,-0.567569,0.570927,0.514327,56.633373,-1.298861,-0.865763,1.9907142857142854,-1.1999999999999957,0.10645798939793324,65.45791207469559,75.0,0.3377286209045982
000039.XSHE,0.260745,-1.687141,-6.30063,0.5105,-0.731333,-0.100763,-0.412595,55.895345,-0.77367,0.095659,0.3807142857142857,-1.7799999999999994,-0.0973261907711711,42.444806215729706,41.66666666666667,-0.44613856097170945
000040.XSHE,0.153872,-1.72499,-14.740369,1.024,-0.790025,-4.592315,0.010305,36.065336,-1.425031,-0.28238,0.27071428571428574,-1.04,-0.03428316414618637,42.23780237241015,41.66666666666667,-0.4420397877288762
000042.XSHE,1.325283,-1.337804,-16.59919,0.8885,-1.145956,-2.508282,0.725238,51.351833,1.447071,-0.452687,0.30357142857142844,-1.0599999999999996,-0.10230587462001994,32.318064695062645,41.66666666666667,-0.6519553586000759
000046.XSHE,1.341829,-0.227266,-1.216545,2.0205,0.700169,2.434717,1.431731,60.85954,-1.3709,-1.107528,0.22785714285714276,-0.34999999999999964,0.04447009621583725,49.029429784672644,58.333333333333336,-0.1314945558821834
000050.XSHE,2.341107,-1.18215,-12.032086,4.0815,1.008722,-7.186685,1.191714,59.330835,-1.700668,0.453765,0.1521428571428572,-0.6699999999999999,-0.04537609892419117,34.53761101104393,50.0,-0.33403280303487826
000059.XSHE,2.340312,-2.07113,-16.281139,0.715,-0.662654,-6.854739,-0.333676,37.087862,0.829525,0.229568,0.45428571428571407,-1.7399999999999993,-0.09066907696027038,42.627925159993666,33.33333333333333,-0.2725239603124763
000060.XSHE,-0.48481,-0.771895,-5.859873,2.3565,0.856336,6.315638,0.371927,77.082629,-0.031567,0.242334,0.7421428571428574,-2.0500000000000007,-0.1701015032777865,49.47445315277494,50.0,-0.20120304475795825
000061.XSHE,-0.575736,-0.090189,-2.192448,2.2345,0.947266,0.024913,0.463723,58.050962,-1.502834,0.415483,0.977857142857143,-3.419999999999998,0.0943378978179037,55.457680356320495,66.66666666666666,0.04654979391072178
000062.XSHE,-0.458616,-1.96104,-21.854305,2.3165,0.64718,-3.802481,-0.130801,29.183767,-1.361154,0.493791,0.2264285714285714,0.14999999999999947,0.1479316369704724,62.11433120308537,58.333333333333336,0.3922074388513108
000063.XSHE,-0.042974,-1.971084,-15.435869,0.6885,-0.779997,-0.92698,0.623026,58.232935,-0.597053,0.12719,0.502857142857143,-0.9399999999999995,0.06827640477453759,59.2041331771365,41.66666666666667,0.1999778061731794
000066.XSHE,-0.602593,-1.710551,-10.954774,0.9625,-0.476013,-2.326094,0.902503,36.486072,-0.56613,1.517994,0.75,-2.049999999999999,-0.1395079915064789,50.77229088182348,41.66666666666667,-0.21941629522156392
000069.XSHE,0.266038,1.05189,3.485839,2.373,1.091668,5.169932,1.253431,68.733266,0.000319,-1.070615,0.6449999999999998,-0.8399999999999999,0.01621222145518371,60.215601035721676,50.0,0.36355233122720154
000078.XSHE,-0.472338,-1.42646,-25.084746,2.1975,1.611378,-5.211237,1.975459,40.643478,-2.159081,0.871268,0.22642857142857123,-1.0,0.03982001568605498,50.515179625938856,41.66666666666667,-0.14490252783648794
000089.XSHE,-1.233602,-2.333253,-12.695925,1.0185,-0.138862,-3.197775,-1.41498,36.533876,-0.01522,-0.358971,0.4778571428571429,-1.9500000000000002,-0.08088421398143408,36.84073645432535,33.33333333333333,-0.5722625852813357
