code,leverage,sharpe_ratio_20,ROC20,VOL20,liquidity,BIAS20,residual_volatility,MFI14,earnings_yield,momentum,ATR,MTM,MACD,RSI,PSY,CYR
000001.XSHE,1.218449,11.81704,13.308688,1.5615,0.332651,5.254121,-0.393214,72.995202,1.16876,-0.886976,0.325,0.5599999999999996,0.05623083585741273,61.90710729705104,58.333333333333336,0.10324546513500454
000002.XSHE,0.720808,-1.16389,0.5997,0.685,-0.121934,-2.350287,-0.303214,49.73711,1.16876,-0.525992,0.1635714285714287,-0.3000000000000007,-0.0509721306332227,30.380916143777576,58.333333333333336,-0.7191716352885957
000005.XSHE,-0.877687,-1.450049,-2.63789,1.142,-0.763158,-2.626214,0.031193,55.658816,-2.083028,-0.55198,0.44285714285714295,-0.5099999999999998,-0.17337225225409392,35.81343195121616,50.0,-0.4098614354319463
000006.XSHE,0.535769,0.160898,2.105263,2.4695,0.728267,-3.012123,1.154414,60.101415,1.16876,-0.010227,0.9371428571428572,1.5300000000000011,0.5200354900766125,63.26933927559571,58.333333333333336,0.593415761279803
000009.XSHE,0.343476,-1.210478,-8.449396,3.3025,1.954588,-3.176707,2.635493,57.64861,-1.726514,1.455961,0.402857142857143,0.8199999999999994,-0.21363018134608835,33.68154828642208,41.66666666666667,-0.3596275592015252
000012.XSHE,-0.40979,-2.982954,-10.981818,1.8105,1.564649,-4.442189,0.491478,42.523377,-0.753497,1.287559,0.7514285714285711,-1.5299999999999976,-0.47130811182891214,23.464565614353354,41.66666666666667,-0.9388018153913769
000016.XSHE,-0.444809,-0.463168,-0.833333,3.5445,1.192355,-3.330626,-0.08773,74.286667,-1.790888,-0.780726,0.29000000000000004,-1.1899999999999995,-0.01849136392547085,43.301958064111474,50.0,-0.17882218922522508
000021.XSHE,-1.082677,-3.089343,-7.439614,0.6215,-0.942218,-4.027249,-0.143374,49.403381,-1.394529,-0.080951,0.19071428571428584,0.019999999999999574,-0.054770447615495266,50.983913208058375,41.66666666666667,-0.06364921502224341
000024.XSHE,0.887752,0.286796,5.975724,2.3485,1.398529,-1.484246,0.084402,52.615007,0.117604,-0.850167,0.3014285714285715,-0.4499999999999993,0.10372899630485197,36.41030956919121,75.0,-1.047448819260377
000027.XSHE,0.309904,4.652975,4.979253,0.4465,-1.517475,5.241265,-1.19804,87.548665,0.334412,-0.738867,0.28357142857142836,-1.6799999999999997,-0.2193309316175402,26.70227338150172,25.0,-0.6393269468067619
000028.XSHE,-0.351761,-0.047296,0.214056,0.783,-1.279854,1.314674,0.390608,71.629266,-1.08516,-0.306769,0.5785714285714286,-0.11999999999999922,-0.023509378656368596,46.48417756655174,58.333333333333336,-0.08569811710285036
000029.XSHE,0.442326,-1.267215,-2.681992,0.858,-1.396963,-3.623601,-0.663858,56.490337,-1.793413,-0.482732,0.46714285714285747,-0.07000000000000028,-0.17382220484141064,47.60708372561196,33.33333333333333,-0.13000384559026523
000031.XSHE,1.160308,-0.746442,-1.28,0.8945,-1.253149,-2.288384,-0.435274,49.737682,-1.142956,-1.075597,0.28571428571428564,0.33999999999999986,-0.08918319003831454,37.93218180827555,41.66666666666667,-0.4615958737320791
000039.XSHE,-0.140491,-1.140785,-5.789236,1.4545,0.547001,-3.028328,1.048033,55.082024,-0.312562,1.617518,0.7228571428571426,-0.9600000000000009,0.048082355508136915,44.65648987982005,33.33333333333333,-0.23343972123031076
000042.XSHE,0.92012,0.352585,4.133333,1.043,-1.109315,0.153886,-0.052654,56.537948,1.16876,-0.436892,0.22428571428571434,-0.5199999999999996,-0.044821256584338734,40.70290146760313,33.33333333333333,-0.25104392927048913
000046.XSHE,1.080473,5.601935,10.846561,0.498,-0.488638,5.197088,0.118432,75.508168,-1.845827,-0.987045,0.10285714285714288,-0.040000000000000036,-0.04228252709346038,34.20665058000297,41.66666666666667,-0.16410951190110046
000050.XSHE,2.080655,-2.601155,-15.195702,1.7005,1.143432,-10.652921,1.375104,43.678164,-1.379232,1.049402,0.4528571428571431,-1.8100000000000005,-0.12358308598755363,27.686016983294643,41.66666666666667,-0.6505304135036027
000060.XSHE,-0.323157,-1.358366,-2.09205,2.2295,0.993862,-5.891816,-0.12032,63.646927,-1.167627,0.239231,0.3242857142857141,-0.3699999999999992,-0.055349005060693734,46.32422377251322,50.0,-0.1222561401122646
000061.XSHE,-0.601723,4.589509,8.351893,2.853,0.896734,2.17905,0.20168,80.29773,-0.896082,-0.147268,1.0449999999999988,0.9400000000000048,0.2147847226091153,49.92153061530379,50.0,-0.009023741613556346
000062.XSHE,0.336859,-2.711965,-7.727273,1.445,0.284603,-6.478549,-0.198979,49.291399,-1.205016,-0.129247,0.2335714285714286,-0.16000000000000014,-0.03789903152517826,38.85193500533046,41.66666666666667,-0.20344097348068413
000063.XSHE,0.115798,-2.50387,-8.824963,0.6665,-0.31691,-2.390646,0.402755,44.241385,-0.685088,0.52006,0.3457142857142858,0.8100000000000005,0.27720867589593884,73.77391182090247,58.333333333333336,0.5547385772438185
000069.XSHE,0.974368,-0.855555,-3.076923,2.2975,1.309995,-1.519757,0.358893,42.9396,0.780694,0.071709,0.6178571428571428,-2.879999999999999,-0.11175482543263959,23.530022073826075,25.0,-0.7025512670875145
000078.XSHE,-0.418557,-1.021122,-4.338843,3.4105,1.141204,-5.875178,0.206807,66.261448,-2.355997,-0.150297,0.25071428571428556,-0.6699999999999999,-0.0395794792775499,30.777489635159473,50.0,-0.443415005018033
000088.XSHE,-1.322406,1.868019,2.764977,2.8045,0.633873,-1.999561,-0.411159,59.562064,-0.799414,-0.047038,0.11000000000000007,0.16000000000000014,0.03743074217078758,54.816239304153235,41.66666666666667,0.11688833106666685
000089.XSHE,-1.351655,0.4307,1.094891,1.6665,-0.148455,-1.633523,-1.516541,60.04447,0.252422,-0.664196,0.4142857142857143,0.2599999999999998,0.18241642704735722,59.853056597288756,75.0,0.13656755802373688
000090.XSHE,-0.81941,3.914481,7.08502,2.8495,0.648896,1.995565,0.42177,81.487363,-0.441731,0.035081,0.23642857142857127,-1.3600000000000003,-0.19230194259891228,16.86525472022251,25.0,-1.4635792795244407
000099.XSHE,-0.416508,-2.440104,-12.69962,1.87,1.395438,-4.129609,0.995432,42.423297,-1.782148,1.247988,0.7585714285714286,2.0699999999999985,-0.3288364293994095,40.91773870364589,50.0,-0.4383749240096879
000100.XSHE,0.475275,21.9465,24.468085,4.868,1.588314,14.20205,2.606631,73.929108,-1.785068,-0.033049,0.33499999999999996,-1.5700000000000003,0.015472925192863474,36.2920752582251,41.66666666666667,-0.283196426797816
000157.XSHE,-0.271811,-0.31404,-0.534188,1.773,1.226166,-5.692869,-0.070353,52.362085,0.100889,0.991174,0.2842857142857141,-0.47999999999999954,-0.04089973927024071,46.517281654528844,58.333333333333336,-0.18426548421573985
000158.XSHE,-0.862898,0.633288,2.242991,1.969,-0.332289,-4.795057,0.244265,52.985288,-1.155327,-0.667628,0.197142857142857,-0.1299999999999999,0.024706614402668477,43.19983251597183,50.0,-0.27675158581358383
000159.XSHE,-0.60106,-1.3802,-7.379612,5.067,1.744809,-7.312952,0.739673,69.502214,-1.085693,1.100251,0.23357142857142874,-1.580000000000001,-0.1558861246700033,22.996612064727337,25.0,-0.7501414860597744
000301.XSHE,-0.901288,0.682547,1.587302,1.6335,-0.40887,-1.89423,-0.667468,64.686348,-0.315764,-0.770765,0.17571428571428568,-0.6399999999999997,0.04913869382757524,39.50134827171666,33.33333333333333,-0.3146001274363597
000338.XSHE,-0.632106,-2.597079,-8.1,1.7245,1.589637,-4.010863,0.396452,42.00397,1.16876,1.37176,0.37785714285714306,-1.4100000000000001,-0.32093369231493046,18.311665752610455,25.0,-0.5963834156641368
000400.XSHE,-0.610096,-3.64733,-14.944356,1.5725,0.753876,-6.038697,0.543759,41.063722,-2.158311,0.885718,0.46285714285714236,0.3000000000000007,-0.3836087196082605,26.792657789745217,41.66666666666667,-0.5273588970579723
000401.XSHE,1.354178,-1.731734,-7.30136,1.0925,-0.194433,-4.737384,1.099402,34.227221,-0.038588,1.268273,0.24071428571428527,-0.7800000000000011,-0.09133738820513898,23.74184272911087,41.66666666666667,-0.4982304341752841
000402.XSHE,1.893104,5.81261,8.208955,1.8665,0.273743,2.736693,-0.66498,68.073643,0.823323,-0.836,0.43642857142857167,0.2400000000000002,0.1396133899458849,43.70445016740738,75.0,-0.859158020704287
000407.XSHE,-0.69206,-1.388139,-4.606241,3.494,0.728495,-5.37254,-0.32144,65.66265,0.275349,0.169316,0.2614285714285717,-0.8499999999999996,0.01022224313888695,34.96508779398321,50.0,-0.2642394103601009
000410.XSHE,0.345697,-2.926504,-11.243485,1.193,-0.033164,-4.502484,-0.442364,61.954095,-1.759433,0.108194,0.2507142857142859,0.2999999999999998,0.012200055626558626,53.28035277251245,58.333333333333336,-0.04943911844567106
000416.XSHE,-1.132099,18.759179,19.808743,1.8595,-0.67998,6.477266,1.030232,68.43516,-1.642734,-0.614087,0.3157142857142855,0.41000000000000014,0.058566889559669544,51.537143960206976,41.66666666666667,-0.10850558163436608
000417.XSHE,-0.67782,5.365742,8.188825,1.0645,-1.103174,8.381991,0.627204,80.50684,-0.757278,0.288813,0.12428571428571429,0.44999999999999996,0.10175420855023956,57.99459882603363,75.0,0.7086133881963663
000422.XSHE,2.080655,-0.430433,3.77095,4.5305,1.678734,1.805227,0.110061,66.518928,0.16121,0.251377,0.5042857142857142,-1.9100000000000001,-0.334554172238603,29.18069565010985,41.66666666666667,-0.7619898675460091
000423.XSHE,-1.235471,0.355052,1.329394,1.262,-0.028211,4.267204,1.265755,70.783376,-1.647984,0.437948,0.30857142857142855,0.5499999999999998,-0.0387432679068751,64.25011268228398,41.66666666666667,0.45800037846863706
000425.XSHE,-0.815059,-3.167655,-15.084388,2.8555,1.870156,-8.699104,0.452481,40.046887,1.16876,1.228622,0.42357142857142854,-0.8300000000000001,-0.007710984679197452,35.30941120892571,41.66666666666667,-0.282008033269987
000426.XSHE,-1.002506,11.365218,19.948849,5.664,1.929136,2.536073,2.299397,60.212732,-1.642644,1.291074,0.33999999999999997,-0.40999999999999837,-0.08062353536882971,34.20201320412628,50.0,-0.35307693153029396
000428.XSHE,1.169048,-1.725706,-4.515272,0.992,-0.821675,-3.88343,-0.513698,69.074424,-0.776253,-0.18414,0.052142857142857234,0.040000000000000036,-0.014893306354854516,35.868275806463124,50.0,-0.06297602884649534
000488.XSHE,0.963584,0.575016,1.488834,3.4615,1.508376,1.867995,-1.015729,77.542983,0.780654,-0.108427,0.13499999999999998,-0.1299999999999999,0.001890044348379985,34.411151366088674,41.66666666666667,-0.24880583461516226
000503.XSHE,-1.276844,-1.054487,-5.241265,4.2,1.804536,-3.703077,0.841679,62.119562,-1.852523,0.88981,1.3028571428571423,-0.5,-0.3600281908538457,37.125435371517604,33.33333333333333,-0.2173256768673415
000510.XSHE,-0.803243,-2.122283,-7.602339,2.3195,0.278951,-4.888033,0.396506,52.052617,-0.42413,-0.074204,0.31928571428571456,-0.8100000000000005,-0.09250926870395931,46.45701225041326,41.66666666666667,-0.43154481192801963
000511.XSHE,1.106314,1.072756,4.0,1.686,-0.611323,-0.72276,-0.789686,67.962115,-2.805011,-0.923809,0.6557142857142857,2.209999999999999,-0.08845810518986164,61.492378558491644,66.66666666666666,0.3273587226186425
000513.XSHE,-1.11139,-3.044165,-9.392971,0.5975,-1.377328,-3.537415,-0.062796,27.083075,-0.5078,-0.26096,0.0714285714285714,-0.04999999999999982,-0.038354164241375374,43.118443932034445,33.33333333333333,-0.31151349855478294
000514.XSHE,0.129148,-2.738995,-7.310345,0.6705,-1.152337,-5.498523,0.157669,34.057987,-1.797952,-0.956226,0.3321428571428572,-0.41999999999999993,-0.025377226345717787,30.363307391444504,50.0,-0.2528141530274475
000517.XSHE,0.884799,13.676472,13.385827,4.058,2.004225,5.979761,1.185111,69.916518,-3.687787,0.42712,0.17499999999999988,-0.33000000000000007,-0.12950217782396706,30.208099589477055,50.0,-0.350602000890321
000520.XSHE,2.080655,0.419175,0.917431,2.681,0.10639,-2.964008,0.224664,59.79627,-1.189939,-0.280818,0.6935714285714284,-2.870000000000001,-0.4321683729771955,20.399510018261623,33.33333333333333,-2.0033156547592523
000522.XSHE,-0.6975,-3.282217,-10.880262,1.694,0.999114,-5.191217,0.873193,56.451754,-1.221662,0.796515,0.11999999999999991,-0.29000000000000004,-0.058908477389285965,26.069320753345504,50.0,-0.8151456693802128
000525.XSHE,-0.355628,-2.588409,-10.107095,0.8605,-1.029905,-2.327273,0.530167,61.685639,-1.397759,-0.456825,0.2657142857142854,-0.5199999999999996,-0.06097837416214407,25.864251755584398,50.0,-0.6854896241376807
