code,leverage,sharpe_ratio_20,ROC20,VOL20,liquidity,BIAS20,residual_volatility,MFI14,earnings_yield,momentum,ATR,MTM,MACD,RSI,PSY,CYR
000001.XSHE,1.42962,0.308599,0.601202,0.3825,0.342863,0.762746,-0.454795,60.208118,1.420447,0.027114,0.22928571428571423,-0.3899999999999997,0.03141530155704553,35.530073588063736,50.0,-0.2870339719413084
000002.XSHE,0.805322,-2.086042,-9.090909,0.5155,0.592418,-4.326123,0.434385,50.823161,1.120209,1.086754,0.4471428571428571,0.7599999999999998,0.03310570770052765,42.35473602590149,66.66666666666666,-0.04654129092618309
000006.XSHE,-0.299152,-1.911074,-8.947368,0.573,-0.125724,-3.432877,0.557874,36.215505,1.420447,0.76419,0.45142857142857157,0.9800000000000004,0.3161586844284593,61.35247553012216,58.333333333333336,0.25582975771190064
000009.XSHE,0.695475,0.81887,7.158351,2.0145,1.284661,2.638687,1.302752,72.673583,-1.67792,-1.271589,0.13571428571428568,0.17999999999999972,0.06617856850265597,55.290591609264574,58.333333333333336,0.06219972681642538
000012.XSHE,-0.32988,-2.636129,-8.571429,0.6295,0.625142,-1.288332,-0.179856,54.614084,-0.451522,-0.588047,0.4192857142857142,0.40000000000000036,0.1274577132693917,44.59782923913046,41.66666666666667,-0.05925522842044062
000021.XSHE,-0.775985,0.787171,1.619433,0.215,-1.133179,1.455133,-0.869875,71.519089,-0.7917,-0.863245,0.15500000000000003,0.1299999999999999,0.008530599912876188,44.653866488839725,50.0,-0.10108376224633453
000024.XSHE,0.73702,-1.928571,-16.518987,1.607,1.35289,-6.040747,1.346817,52.058835,0.158765,1.438452,0.23214285714285715,-0.21999999999999975,0.1267323575904168,48.82306232382722,50.0,0.0045811865545308805
000028.XSHE,-0.29708,2.178192,4.569055,0.467,-0.121676,0.375453,1.092526,48.226278,-1.32231,0.982138,0.12785714285714272,-0.17999999999999972,0.05728030285008309,38.494123832995456,58.333333333333336,-0.13396061820439842
000029.XSHE,-0.543193,-1.335769,-3.418803,0.2265,-1.141359,-2.122131,-0.229885,50.725845,-1.242658,-0.317139,0.14928571428571433,-0.39999999999999947,0.004250282491641999,38.60054995664237,66.66666666666666,-0.271163307070188
000031.XSHE,1.8851,-2.161888,-8.510638,0.3425,-0.634234,-1.313273,-0.011521,47.528521,-0.628033,-0.09573,0.15071428571428577,0.20999999999999996,0.04090286692208111,50.71328611860781,50.0,0.008918554107184562
000039.XSHE,0.483922,-2.18357,-16.342412,0.1295,-0.293584,-10.917754,0.235762,41.496551,0.754552,-0.243927,0.13785714285714276,0.03000000000000025,0.02333035219699199,28.875593190430042,50.0,-0.26829400927350644
000042.XSHE,0.564507,-0.488365,-1.542112,0.3075,-0.828573,2.072188,0.560438,73.136379,-0.121477,0.668065,0.3057142857142856,0.6299999999999999,0.10942852868157754,52.87464656702527,66.66666666666666,0.09864945256876645
