code,leverage,sharpe_ratio_20,ROC20,VOL20,liquidity,BIAS20,residual_volatility,MFI14,earnings_yield,momentum,ATR,MTM,MACD,RSI,PSY,CYR
000001.XSHE,1.634499,-1.576345,-8.081518,1.008385,0.676777,-1.197266,0.21919,48.517998,1.564114,0.379502,0.2878571428571427,0.05000000000000071,0.028770382208250955,39.52894413387559,33.33333333333333,-0.15811963971560372
000002.XSHE,1.007388,-1.30042,-8.273381,0.561185,0.350234,-4.768372,1.918045,32.284683,1.17536,0.236954,0.4921428571428573,0.5899999999999999,0.18096365646959933,41.219590914521056,66.66666666666666,-0.32965467187567876
000008.XSHE,-1.413019,-1.711734,-3.881279,0.306835,-0.892869,0.339629,-0.154962,52.435884,-1.431091,-0.187313,0.48499999999999943,-0.26000000000000156,0.2363910896606709,65.46142579457668,50.0,0.039857446978630584
000009.XSHE,1.057019,-2.074807,-4.503311,0.65669,0.103834,-2.53464,-1.435644,24.315015,-1.232775,-0.47175,1.2335714285714283,-0.6499999999999986,-0.6151427407004961,39.90268897573475,41.66666666666667,-0.40552372887862065
000012.XSHE,-0.319417,-1.604209,-7.431551,2.73054,0.972014,-7.401369,-0.941551,28.096197,-0.192112,-0.188061,0.5464285714285714,-0.33000000000000007,-0.09244530767107775,25.06308839707708,33.33333333333333,-1.5938481479355615
000021.XSHE,0.17761,-0.526322,-1.632653,1.32891,0.192856,4.193688,-1.816497,76.045626,-1.206626,-0.095334,0.1092857142857143,0.040000000000000036,0.06539134476687997,66.75224240209124,50.0,0.1813494127049342
000025.XSHE,-1.304174,-1.751364,-4.661726,1.00999,0.484739,-0.537467,0.744421,38.642825,-1.336132,-0.588749,0.11928571428571429,0.03000000000000025,0.035213055622829,37.49819415276637,50.0,-0.1603443091213741
000027.XSHE,1.706082,-1.500167,-1.322314,0.11973,-1.967071,0.302419,-1.552246,49.165583,-0.122249,-0.34884,0.4264285714285712,-1.7999999999999972,0.06501341627412144,55.86356170741903,50.0,-0.07594784578562885
000028.XSHE,-0.806678,-2.080001,-7.66129,0.470945,-0.781951,-1.83723,-0.400517,39.585275,-0.183219,-0.370189,0.3614285714285712,-1.4299999999999997,-0.04690119043584917,29.666440550130417,50.0,-0.5820501389294797
000039.XSHE,1.509851,2.918154,6.824926,1.37055,0.867552,10.508544,-1.305272,74.890772,-0.567263,0.070846,0.28857142857142837,-0.1999999999999993,0.24241571470858037,62.83505361648183,50.0,0.28398076907945047
000049.XSHE,0.660042,-2.161402,-18.571714,1.78257,0.554444,-4.975848,-0.003954,40.110248,-0.542032,-0.084003,1.2214285714285726,-2.279999999999994,0.5138233750200096,55.664082987958075,41.66666666666667,0.025933978733139185
000050.XSHE,-0.738092,-2.466095,-17.804878,1.276525,0.980301,-9.56864,-0.775833,20.684084,-0.297178,0.092093,0.6500000000000004,-0.4299999999999997,0.37445513080616377,61.832826439731946,41.66666666666667,0.13866038973782135
000060.XSHE,-0.84073,1.243763,2.548726,0.96704,0.470323,-0.029231,-1.216288,37.31966,-0.326842,-0.335449,0.10000000000000002,0.03000000000000025,0.05189656895442475,60.91050660257395,50.0,0.0813375698740515
000061.XSHE,0.180481,0.212966,0.658762,0.12408,-2.053638,1.534986,-0.689902,55.388997,-2.442121,-0.666892,0.09999999999999984,-0.16999999999999993,-0.026560977108813333,23.65601340868395,25.0,-0.1164679148916159
000062.XSHE,-0.791285,-0.117603,0.0,0.418325,-0.614027,-1.911257,-0.637298,49.452306,-1.118676,-0.405791,0.21428571428571427,-0.4499999999999993,-0.10110208487566491,36.04049509216507,33.33333333333333,-0.10935648883830806
000063.XSHE,-0.40895,-1.328389,-10.939061,3.215705,1.961325,-0.798398,0.222137,56.779733,-1.518424,0.829553,2.217142857142856,-6.659999999999997,-0.09868583992658841,50.09014972942227,58.333333333333336,-0.057409946618425245
000066.XSHE,-0.755766,-0.70359,-1.84136,0.96014,0.277456,0.719424,-0.844069,63.488023,-0.472624,-0.756562,0.3271428571428573,0.6899999999999995,0.3662527010591001,80.271403694151,66.66666666666666,0.7112272919456375
000069.XSHE,1.407986,-2.334732,-10.495963,0.67024,0.054483,-6.251888,0.09265,20.39355,1.23211,-0.088969,0.3771428571428572,0.47000000000000064,0.19657004646813803,55.77340496523955,66.66666666666666,0.07844096624141095
000078.XSHE,-0.057114,0.371081,1.020408,0.88984,0.187487,0.883152,-0.52565,67.01659,-0.730147,-0.268852,0.19214285714285717,-0.8300000000000001,-0.13653505102723335,23.28717297068824,41.66666666666667,-0.5781913043945597
000089.XSHE,-1.587311,-3.010191,-5.156951,0.318755,-0.882,-1.605024,-1.381437,25.955767,-0.554525,-0.17031,0.11785714285714281,-0.04999999999999982,0.04104989569414347,61.28703326547126,33.33333333333333,-0.013463584459183497
000090.XSHE,1.251954,-0.790044,-1.553166,0.70199,0.090995,-0.072763,-1.298704,50.810927,1.257402,-0.232243,0.07000000000000013,-0.10000000000000053,0.06186062452999344,64.03346193553868,66.66666666666666,0.06570281914335396
000099.XSHE,0.070183,-1.740491,-5.60166,0.494475,-1.269509,-2.203117,-0.569329,43.559547,-1.957594,-0.48541,0.4664285714285715,-0.15000000000000036,0.1108301907664758,63.280647263806536,75.0,0.15502091384893557
000100.XSHE,1.680119,-2.263564,-16.375546,1.608455,1.069614,-2.457659,-0.521757,40.000098,0.557051,0.21482,0.25,-1.3200000000000003,-0.13659734450398997,8.134353213293895,16.666666666666664,-1.2803704151592266
000156.XSHE,-1.36342,-5.064156,-10.289634,0.36632,-1.153733,-7.242493,-1.3608,25.258671,0.066845,-0.528063,0.10928571428571418,-0.3799999999999999,0.057131985998637336,51.156448426146675,41.66666666666667,-0.10064713450695928
000157.XSHE,0.961141,-2.970347,-4.449649,0.391375,-0.48228,-1.04293,-1.709241,33.833234,-0.267916,-0.199086,1.0628571428571425,-4.109999999999999,-0.4210092463786819,42.18076370703212,41.66666666666667,-0.4204495868419311
000158.XSHE,-0.679725,-1.21848,-4.513889,0.867435,0.351516,-0.883042,-0.332567,53.485128,-0.182608,-0.4422,0.16785714285714295,-0.6699999999999999,-0.0011894669791900347,41.36521298024584,33.33333333333333,-0.12634059522843577
000166.XSHE,0.986243,-4.585381,-6.028369,0.331715,-0.397278,-3.001464,-1.341156,43.887315,-0.681251,-0.296134,0.22785714285714256,-0.1399999999999988,-0.0077474895478941985,40.92814794922665,50.0,-0.27239449332371324
000333.XSHE,0.010029,-0.990082,-3.852299,0.5912,0.54725,4.9033,0.061178,69.182296,-0.18763,0.566961,0.2657142857142856,0.11000000000000121,0.020014763625768317,59.667751241091615,41.66666666666667,0.1532321542096815
000338.XSHE,1.706082,-1.99561,-10.0,1.69691,1.211428,0.158983,-0.806673,29.368857,1.564114,0.434236,0.38642857142857145,-1.0899999999999999,-0.05190508936862884,56.09191306455875,50.0,-0.3108223288576961
000400.XSHE,-0.851651,-4.158105,-10.663984,0.42466,-0.543199,-4.836751,-1.505699,24.673231,1.315072,-0.368551,1.092857142857144,1.2399999999999984,-0.26090441152654753,57.974365628594235,58.333333333333336,0.17885581249725835
000402.XSHE,1.706082,-2.420935,-4.271123,0.42989,-0.319665,-3.784238,-0.295337,33.744522,1.564114,-0.17863,0.3342857142857145,-0.08999999999999986,0.0894861294503102,63.46395361176946,50.0,-0.041180761465209326
000413.XSHE,0.003118,-1.294544,-2.672148,1.155925,1.241204,0.557473,-0.566064,69.05101,-0.918503,-0.255531,0.20714285714285705,-0.7999999999999998,-0.02100088649358156,61.28644635675846,41.66666666666667,0.05324265135397965
000415.XSHE,1.706082,-2.435233,-7.479675,0.57698,-0.314214,-0.767353,-1.044587,51.198038,1.564114,-0.340347,0.16214285714285723,0.29999999999999893,0.07465475921712801,57.74746056731656,58.333333333333336,0.057701707832058524
000418.XSHE,-0.823873,2.655368,7.345576,0.515425,-0.348186,9.167155,0.733338,64.362225,-0.794442,0.440876,0.029285714285714297,-0.06000000000000005,-0.0045596361032223115,32.07103079489364,33.33333333333333,-0.1311703523854013
000423.XSHE,-1.548897,-3.26345,-6.101049,0.770505,0.454484,-1.039007,-0.140858,50.331086,-0.217686,-0.076899,0.11071428571428567,-0.7299999999999995,-0.036492405608063494,45.38932310526509,50.0,-0.5431878650299371
000425.XSHE,-0.435509,3.648372,6.806283,1.250655,0.288953,8.136761,-1.134006,69.448694,-0.578482,-0.170468,0.13642857142857143,-0.1399999999999988,-0.016642525998486216,25.72158967507498,16.666666666666664,-0.20033115359355813
000426.XSHE,-0.763229,0.589846,2.328042,1.78903,0.541575,-2.613425,-0.203489,67.232017,-0.266275,-0.119297,0.42071428571428576,-1.7100000000000009,-0.08291058785797394,42.14874095862133,58.333333333333336,-0.11234605691113897
000488.XSHE,1.324615,-0.679257,-2.450518,2.027515,1.387178,-2.220123,-0.626065,37.651979,1.564114,0.281238,0.5600000000000004,-0.5399999999999991,0.130032711609687,68.34249041000007,58.333333333333336,0.3185967657965527
000501.XSHE,-0.290299,-2.326574,-7.101281,0.735055,-0.165596,-1.323111,-0.97018,55.382892,1.564114,-0.118999,0.4399999999999999,0.7100000000000009,0.0104366060849857,52.41230843262973,41.66666666666667,-0.1030815744029745
000503.XSHE,-1.615332,530.994675,24.125116,1.661325,0.059297,17.426462,2.667807,67.149651,-2.490194,-0.513003,0.12071428571428587,0.11999999999999922,0.014107787368404175,71.74663325250232,50.0,0.32855038409889126
000513.XSHE,-1.344309,-0.987515,-4.330635,1.80655,0.880908,3.751046,-0.170342,63.985392,-0.826082,0.425194,0.30785714285714266,-0.3200000000000003,0.08515800231815285,48.905985798261085,41.66666666666667,-0.1444309054243642
000519.XSHE,-1.913541,18.97009,20.924574,3.483365,1.438064,12.832737,0.955547,70.289951,-1.838566,-0.868347,1.1799999999999995,1.1900000000000013,0.22983688649902057,60.5064711803847,50.0,0.22797239224365828
000528.XSHE,-0.467183,1.06804,1.996672,0.88421,0.01428,1.818786,-1.541359,54.318713,0.184348,-0.24336,0.19571428571428587,-0.13000000000000078,0.13559649121078315,55.49637285640282,58.333333333333336,0.002410774340555477
000536.XSHE,-1.229503,-3.169979,-7.566462,0.399635,-0.764651,-3.035504,-0.227731,47.698997,-1.424398,-0.574897,0.2192857142857143,-0.08000000000000007,-0.03181036998226283,41.67354326010291,25.0,-0.18912869218649098
000538.XSHE,-1.13048,-1.040955,-2.623622,0.37455,-0.229575,4.204066,-0.017782,69.490516,-1.217244,0.15779,0.2535714285714285,-0.4299999999999997,0.14598846602910576,52.23560660200746,58.333333333333336,-0.13883668101415392
000541.XSHE,-1.624284,-2.069467,-6.799531,1.789425,0.280362,-3.413923,-1.681636,18.02656,0.326633,-0.225681,0.08428571428571414,-0.16999999999999993,0.013885648975135834,54.52216076356304,33.33333333333333,-0.12887183719973994
000543.XSHE,0.548054,-3.058298,-2.70793,0.27226,-1.210503,-0.415759,-1.591373,37.35704,0.117901,-0.497612,0.10999999999999995,0.009999999999999787,0.07342542129793986,54.01297254727282,58.333333333333336,-0.01770197793170558
000552.XSHE,-1.312338,-0.519494,-0.588235,0.633595,-0.366775,-0.792486,-1.477157,45.806517,0.260646,-0.323227,0.08571428571428573,-0.3400000000000003,-0.006165313096977598,15.736495738420626,16.666666666666664,-0.3360356010003174
000559.XSHE,-0.748727,-3.167765,-13.220019,0.438545,-0.297384,-3.930587,-0.556822,35.04163,-0.926563,-0.247388,0.41071428571428586,-0.4800000000000004,0.044298844947542715,69.84002932497452,58.333333333333336,0.42746917734572953
000563.XSHE,-1.850159,-3.623291,-9.44206,0.43921,-0.365069,-2.731359,-0.803097,29.757662,-0.364603,-0.430505,0.22714285714285712,-0.5200000000000014,0.10369673333381912,41.742531972937265,41.66666666666667,-0.30081127905954297
000568.XSHE,-1.546908,-1.031588,-4.540824,0.873555,0.499574,5.978349,0.210589,66.161384,-1.236179,0.580576,0.24999999999999986,-0.41000000000000014,0.12925052736023868,44.87361524254154,58.333333333333336,-0.1417534069114934
