code,leverage,sharpe_ratio_20,ROC20,VOL20,liquidity,BIAS20,residual_volatility,MFI14,earnings_yield,momentum,ATR,MTM,MACD,RSI,PSY,CYR
000002.XSHE,0.366295,-0.945428,-10.283688,2.429,-0.909085,-3.729072,0.086914,50.687182,-0.351327,1.322794,0.5021428571428573,1.7199999999999998,-0.004531847557258772,69.48079109954658,58.333333333333336,1.1051341903388634
000006.XSHE,0.317435,-1.139175,-14.847162,4.87,0.637203,-3.703704,0.190079,48.197481,2.53095,0.472517,0.11285714285714285,0.7299999999999998,0.05544645831896655,85.21515750627697,58.333333333333336,2.066482102243161
000012.XSHE,-0.17834,4.800388,13.809524,2.6465,0.010969,1.767085,1.191584,50.356041,-0.159377,0.219881,0.16714285714285723,0.25,-0.027920836558398665,64.02968175971392,41.66666666666667,0.3617943356697184
000016.XSHE,-0.505387,6.099335,11.926606,3.117,-0.77564,3.040541,-1.600678,56.855357,-0.561991,-1.426653,0.04571428571428573,0.09000000000000008,-0.010646153231861896,62.61611232301579,41.66666666666667,0.25901289273795314
000021.XSHE,-0.969112,61.435924,36.05948,4.6385,-0.115386,9.662921,-0.357289,60.055649,-0.040197,-1.037981,0.3171428571428571,1.0900000000000003,-0.010656065861253616,66.02523937268798,58.333333333333336,0.31586579783204893
000024.XSHE,1.217106,-1.125772,-16.281139,2.509,-1.254372,-4.462155,0.705758,57.440153,-0.14916,0.750734,0.21500000000000005,0.6299999999999999,0.04679724864925855,75.24120493747017,58.333333333333336,1.3440785771760222
000027.XSHE,0.075541,4.668105,10.539216,3.64,-0.082201,6.948067,-1.421301,58.589407,1.242835,-0.930603,0.20428571428571424,0.54,-0.008225859065680186,63.65636128908878,58.333333333333336,0.41170891515456276
000028.XSHE,0.102305,2.578144,8.276644,3.7755,0.545143,3.815632,-0.074591,50.193047,-0.06929,-0.117581,0.17714285714285713,0.08999999999999986,-0.04065521599931313,56.76444701257534,66.66666666666666,0.1495084435811922
000029.XSHE,-0.318073,3.272531,10.416667,8.623,2.007681,4.70546,-0.293759,69.036455,0.041544,-1.13652,0.24,1.1700000000000004,0.02109738949115947,64.30067216275859,50.0,0.23965976570021752
000031.XSHE,-0.804981,23.109629,35.694051,6.7845,1.903871,20.170597,0.199657,64.844839,-0.131817,-0.229784,0.16714285714285732,0.5399999999999996,0.013362611792234386,73.16627914504012,66.66666666666666,0.8719158788033532
000032.XSHE,-0.583311,16.128513,21.515152,6.1815,0.512318,5.902549,-0.967529,70.685221,-0.771678,-1.684322,0.27714285714285725,0.08000000000000007,-0.13086393836581134,62.870054733732076,58.333333333333336,0.19710194935791403
000033.XSHE,-0.353102,71.477945,39.271255,12.082,2.024066,11.344878,0.223322,79.611857,-1.514972,-1.424087,0.18642857142857142,-0.40000000000000036,-0.05458653487264899,60.17684645108514,66.66666666666666,0.11887686749816329
000036.XSHE,2.852377,3.442213,9.812109,5.948,1.384587,3.727076,0.35805,62.310533,-0.847677,0.414155,1.3400000000000003,4.6,-0.511744518334138,54.152953559789964,41.66666666666667,0.18182023410584502
000037.XSHE,0.143396,6.819852,25.047801,4.899,0.008524,0.561236,0.132777,43.05679,-0.963386,-1.491647,0.2521428571428571,-0.1299999999999999,-0.08403479232101446,56.301380008068314,50.0,0.08360124428630211
000039.XSHE,-0.499321,0.185615,1.289491,2.8595,-0.157397,-1.631132,-0.528751,47.261848,0.479411,0.140178,0.1678571428571429,0.4400000000000004,-0.023815933561304015,72.826327337789,66.66666666666666,0.9438256284498348
000040.XSHE,0.46735,9.598258,15.360502,3.2285,-0.906864,4.456429,-0.553853,51.426719,0.294663,-0.98338,0.20857142857142857,0.5,-0.030454981177137408,69.20766366210486,66.66666666666666,0.3266658479699869
000042.XSHE,1.498919,-1.317097,-20.617284,5.693,0.799596,-3.590974,1.247834,40.102132,1.113162,1.045348,0.1935714285714285,0.45999999999999996,-0.008101215525341543,67.3789041784261,41.66666666666667,0.30861037180889284
000046.XSHE,0.771831,-1.178338,-19.874477,2.305,-0.657108,-0.75149,1.403868,43.808545,-0.390061,2.184067,0.285,0.5299999999999998,-0.07017911521914139,67.91401853959228,58.333333333333336,0.9092043275168216
