code,leverage,sharpe_ratio_20,ROC20,VOL20,liquidity,BIAS20,residual_volatility,MFI14,earnings_yield,momentum,ATR,MTM,MACD,RSI,PSY,CYR
000002.XSHE,1.03652,45.973993,32.778702,2.7335,-1.225671,20.982414,0.53774,76.002207,0.280495,0.067765,0.7321428571428569,2.58,0.06949181157659057,76.60339760794838,66.66666666666666,1.0600374193282747
000006.XSHE,0.736124,306.64159,64.830508,4.799,-0.110215,23.315898,0.71041,69.862912,0.356458,-0.658098,0.5521428571428569,3.16,0.15580280810884117,89.74183128561359,58.333333333333336,1.8189504849463578
000012.XSHE,-0.15339,-0.464304,-0.524476,4.481,-0.169352,-3.08295,-0.345191,46.589323,0.30325,-0.222534,0.10928571428571425,0.3799999999999999,0.03166845397243159,71.0306748397678,66.66666666666666,0.9333349158822557
000016.XSHE,0.142108,40.759651,28.804348,7.032,0.011615,9.849363,-1.144866,60.94305,-0.291182,-0.966401,0.4392857142857141,2.4799999999999995,0.08180201688004796,79.3846041578357,75.0,2.207272932787663
000021.XSHE,-1.131612,7.941654,15.148064,5.918,0.076049,3.788112,-1.024897,48.041296,0.071747,-0.872618,0.7457142857142854,1.9100000000000001,-0.2685889898084759,53.958236694311914,58.333333333333336,0.08712226102034482
000024.XSHE,1.633109,92.514536,38.985869,1.17,-2.435399,9.528021,0.925512,64.493439,-0.858891,-0.801491,0.4192857142857143,1.5,0.03791016667112279,78.54428306276287,58.333333333333336,1.6124112707635918
000027.XSHE,0.013059,0.350664,2.92887,7.161,0.512267,3.958304,-1.103714,48.777914,1.478807,-0.152866,0.34857142857142864,1.9500000000000002,0.130588345600128,75.30909366367784,75.0,1.6318974799122365
000028.XSHE,0.125866,25.138586,28.863233,9.902,0.940786,11.315689,-0.537706,66.547045,-0.15123,-0.810125,0.32142857142857134,0.5100000000000007,-0.11030933225687478,53.27989358353066,58.333333333333336,-0.13147300218034896
000029.XSHE,-0.5594,61.708009,32.287582,8.1085,1.335382,14.654733,-0.733561,71.85224,-0.90178,-1.358883,0.35642857142857126,0.4800000000000004,-0.05278756286389752,57.5929148325505,41.66666666666667,0.4078117064989284
000031.XSHE,-0.670029,975.054046,86.948854,5.386,1.043723,31.481022,1.00755,72.36058,-0.821533,-0.204915,0.4307142857142857,2.1799999999999997,0.37922491106960243,88.38701926557758,75.0,4.523971961375994
000032.XSHE,-0.674549,22.636903,27.003484,5.661,-0.332788,12.171103,-0.674424,61.37609,0.248512,-1.048373,1.9028571428571426,9.010000000000002,1.0851109320302932,72.37119645941375,50.0,1.6729160245026131
000033.XSHE,-0.417043,1568.283404,83.940043,11.5175,1.71237,35.116005,0.956981,81.185788,-2.209193,-0.786561,0.4799999999999999,0.4399999999999995,-0.31784552528226784,49.39632021406927,50.0,-0.3148499367908397
000036.XSHE,2.359555,5.078884,14.389359,8.9525,1.199654,-3.03403,0.396758,43.748601,-0.771642,0.754474,0.3678571428571428,0.41999999999999993,-0.22817181007689857,40.94677068566009,41.66666666666667,-0.3147638097988348
000037.XSHE,0.137518,-0.429102,-1.77268,3.597,-0.703953,-0.412306,-0.27746,43.764592,-1.000785,-1.061462,0.5857142857142857,2.2,0.12192449598213684,84.97862424357425,83.33333333333334,1.1274931969421864
000039.XSHE,-0.576921,2.593868,9.454136,4.75,-0.01632,5.163558,-1.024756,65.726627,1.007722,-0.888872,0.28428571428571425,0.6000000000000005,-0.04051023641601115,62.20068131663562,66.66666666666666,0.3149642404419728
000040.XSHE,0.700774,22.217093,25.997046,7.0725,-0.144807,9.576723,0.34934,65.098032,-1.350926,0.293522,1.1350000000000005,3.9799999999999986,-0.25794173432913814,64.3785876238406,58.333333333333336,1.3825257585879935
000042.XSHE,1.793867,44.628806,47.222222,5.549,-0.05732,18.82076,0.544159,82.553622,1.288529,-0.786951,0.28642857142857153,0.3199999999999994,-0.0928201858556984,45.11825138872464,50.0,-0.41933450917531756
000046.XSHE,0.112671,22.706199,25.865209,3.8835,-0.897786,22.942799,1.68615,79.547836,-0.78498,1.05117,0.4507142857142857,0.4500000000000002,-0.07259390637649654,53.17411410859144,41.66666666666667,0.00967370110667165
000049.XSHE,-0.564329,29.801334,21.993127,8.669,0.572452,6.80707,-1.054989,62.048731,-1.252183,-1.899854,0.5857142857142856,2.33,-0.15249810685643905,61.29925294932163,41.66666666666667,0.18718194466180726
000050.XSHE,-0.903085,9.445337,18.637532,8.548,0.997602,11.091051,-0.142575,68.580541,0.778438,-0.837462,0.4314285714285715,0.7799999999999994,-0.15962195812644153,66.69821146495745,41.66666666666667,0.3510108371923115
000059.XSHE,0.65884,15.253676,21.42132,8.4465,0.814331,7.864358,0.115563,49.420445,2.062348,0.166253,0.24000000000000007,0.6699999999999999,-0.07694959416616098,52.10786004028656,41.66666666666667,-0.01308422588949254
000060.XSHE,-0.485513,4.468886,12.5,4.819,0.712378,7.176434,0.406924,57.682297,2.188979,0.555002,0.9571428571428573,3.179999999999998,0.4310293221386894,86.050720556478,75.0,2.717789222186995
000062.XSHE,-0.868288,0.525317,2.363268,8.395,0.545118,7.456762,0.432099,63.587542,-0.660455,0.338663,0.4421428571428571,2.14,0.0473872514402498,68.49841889267363,58.333333333333336,0.9530379439197434
000063.XSHE,0.203493,-1.331973,-5.225864,2.9155,-1.554116,-2.086384,-1.77061,35.897826,0.144885,-1.863121,0.1935714285714285,1.0900000000000003,0.0340176521198684,82.41395030358186,66.66666666666666,1.9734403984043913
000065.XSHE,0.427167,6.36978,132.850242,0.01,-1.837188,65.578839,1.113527,95.755555,0.064638,1.283822,0.6114285714285713,0.4299999999999997,-0.26620922188536156,44.28556023932937,33.33333333333333,-0.30908156125184494
000066.XSHE,-1.015045,43.389841,49.863014,7.931,0.492896,14.915966,0.170017,64.130615,-0.809611,-1.690601,0.5828571428571427,2.33,0.09839429182256043,73.77040512295456,58.333333333333336,0.97136780331053
000069.XSHE,-0.548828,132.905584,56.220096,1.9005,-1.84544,15.98579,0.850265,82.086644,-0.338663,-1.380955,0.23999999999999996,1.1100000000000003,0.11268225492686618,86.73128792356385,75.0,1.312667250993771
000070.XSHE,-0.755562,1.595324,51.546392,3.502,-0.749415,14.230209,0.854469,64.799996,-0.651017,0.680951,0.5142857142857142,1.42,0.25362258156840456,79.94223705967212,58.333333333333336,2.214517890311818
000078.XSHE,-0.088918,55.732841,34.188034,6.786,0.374693,17.889994,0.009657,64.527513,-0.73317,0.304873,0.5228571428571428,0.8199999999999985,-0.14794777804813897,64.21799316652115,66.66666666666666,0.46740274934526926
000088.XSHE,-1.307403,0.371577,2.63789,4.7285,0.12352,1.680822,-1.462144,48.838997,0.175399,-1.105531,0.4528571428571427,1.2699999999999996,0.18384148950835244,73.76566580118462,75.0,1.00465291706886
000089.XSHE,-1.264188,25.396859,23.193096,7.3935,0.75456,4.492634,-1.261217,70.261706,-0.090706,-0.856177,0.45214285714285707,1.3499999999999996,-0.18269550116165711,54.034543833350114,58.333333333333336,-0.024429201002462708
000090.XSHE,-0.253405,38.580981,33.116883,5.783,-0.214624,20.105458,0.525554,63.97043,-0.210632,-0.505327,0.29714285714285715,0.09000000000000075,-0.1554543498456179,34.228014345675106,33.33333333333333,-0.45873943597860567
000096.XSHE,-1.185665,9.293278,19.176136,7.045,0.194977,2.092967,-0.763668,53.234941,-0.502147,-0.729831,0.46785714285714286,1.6799999999999997,0.0979501519315138,76.59161013910509,75.0,1.4269224661715985
000099.XSHE,-0.852788,11.444064,19.347319,7.1165,0.505775,2.451226,0.397416,49.218687,-0.921653,-0.362236,0.6478571428571426,2.59,-0.12021866082829336,69.13858711996619,75.0,2.362131348399399
000151.XSHE,-0.788114,6.666948,25.153374,6.6185,0.444328,5.008493,0.557864,41.057944,-0.14078,0.311717,0.35285714285714287,0.46999999999999975,-0.07855704059251678,48.52843900721511,58.333333333333336,-0.08133948976405403
000155.XSHE,-0.295055,77.549922,39.431397,8.2845,0.890582,10.892646,0.029748,65.384706,-0.464036,-1.053327,1.1735714285714285,7.0600000000000005,0.6427610375200112,92.24591748739158,66.66666666666666,3.315275826146591
000157.XSHE,-0.62309,10.273197,20.848057,3.2885,-0.620363,15.79482,0.942369,58.681119,0.431756,1.688455,0.46785714285714286,3.43,0.2511033433953922,92.26386632734317,83.33333333333334,1.7670788289539718
000158.XSHE,0.425883,57.523068,37.810945,9.7355,0.938013,19.486682,0.608643,63.306908,-1.155946,-0.223727,0.6671428571428574,2.120000000000001,-0.107101699699363,55.12862834837715,66.66666666666666,0.20046780746665327
000301.XSHE,-0.788205,245.103467,57.243816,8.7875,1.685967,26.988657,0.672273,67.511159,-0.83157,0.43941,0.30285714285714277,0.5,-0.052699189732452245,61.98514016147989,66.66666666666666,0.3978883485112439
000400.XSHE,-0.553346,-0.340502,-1.445783,6.601,0.255311,3.906002,-0.08167,45.619074,0.029078,-0.656759,0.3914285714285712,1.9299999999999997,0.0014670810843258053,69.06156557456772,58.333333333333336,0.9681303451185119
000401.XSHE,0.45319,549.513813,61.632653,3.8295,-0.717089,30.520765,0.345024,75.15343,-0.586065,0.171152,2.8007142857142866,1.3799999999999955,-0.049710948439802394,58.067226571519306,50.0,0.521913969009935
000402.XSHE,0.462102,22.702371,27.213115,4.015,-0.668614,17.079059,0.219867,79.87416,0.015983,-0.85852,0.2914285714285714,1.2000000000000002,-0.07035273033596401,59.61902037594656,58.333333333333336,0.41378435887464704
000407.XSHE,0.288302,209.425667,96.068796,3.379,-0.38865,33.222037,1.625301,75.181561,-1.385642,0.888232,0.11571428571428573,0.2799999999999998,-0.034220854793234834,69.1657630667347,50.0,1.109125912454001
000416.XSHE,-0.947828,23206.034437,119.590269,7.3475,1.21353,57.202438,2.190794,83.725089,-0.361082,0.418951,0.357857142857143,1.4299999999999997,0.02728275015227566,61.17307740312684,75.0,0.4156650862890965
000417.XSHE,-0.499713,56.286573,35.185185,7.389,0.397911,17.426273,0.361717,62.358806,-0.594093,0.644806,0.492142857142857,0.75,-0.13533586046934243,50.15169839883436,50.0,0.018341203176985843
000419.XSHE,0.490835,13.788218,20.380952,6.303,-0.043096,16.874711,0.88865,79.451407,0.150926,0.365779,1.2014285714285722,3.3599999999999994,-0.27459327528945465,54.19518503996866,58.333333333333336,0.16618210725689586
000420.XSHE,0.29231,501.195779,58.988764,10.456,0.827434,24.532453,0.522145,77.860513,-1.16688,0.252311,0.9885714285714285,1.2400000000000002,-0.22815845363589382,64.11924597999527,50.0,0.5754094332491855
000421.XSHE,0.370294,37.998933,33.510638,10.626,1.063272,11.592753,0.757851,74.931037,2.2918,0.635478,0.4878571428571427,2.2800000000000002,0.08743291874862547,82.96695809022894,66.66666666666666,2.9909678059041545
000422.XSHE,1.809759,231.716389,48.952096,5.363,0.186311,12.658514,-0.143798,57.790456,0.357078,0.175335,0.2978571428571429,1.0500000000000003,-0.06950222635071113,54.30409856951071,66.66666666666666,0.1082868667934278
000425.XSHE,-0.332758,28.608725,40.654206,5.8885,0.187312,20.520521,2.57828,86.389572,-1.993731,0.658478,0.11428571428571423,0.28,-0.03205878721038449,57.73973455933419,66.66666666666666,0.2922433967393445
000426.XSHE,1.13585,76.293173,43.076923,8.6385,0.604123,13.935681,0.283611,76.738172,0.559278,-0.529806,0.44857142857142857,0.7099999999999991,-0.14755087396400957,63.0418158601613,50.0,0.42975824792643724
000428.XSHE,-0.411116,-0.860201,-4.806565,6.8415,0.323217,-1.366535,1.174811,41.416297,0.14447,2.305359,0.3449999999999999,1.0499999999999998,-0.05661477048772767,56.045071964822746,66.66666666666666,0.1871180083305557
000488.XSHE,2.308923,9.901131,19.362187,8.4,1.486625,7.080821,-0.837407,66.725488,1.556289,-1.054133,0.802142857142857,1.4600000000000009,-0.25479175701469603,51.08791840191246,50.0,0.13847949733056808
000501.XSHE,-0.238134,6.183347,21.775148,2.8925,-1.909474,15.197313,0.661484,66.110681,-0.388852,0.130897,0.6,2.1500000000000004,-0.05177869925900014,59.418163297896385,58.333333333333336,0.3918933842683936
000503.XSHE,-1.137266,88.41801,40.611354,7.3765,1.182762,19.476086,0.379095,58.032459,-1.880182,-1.547875,0.4785714285714287,1.9799999999999995,-0.02537070417936227,61.82461428557775,58.333333333333336,0.3363084053077614
000504.XSHE,-1.007198,2000.266711,105.405405,8.393,1.151992,30.74594,1.351951,73.480133,-1.770032,-0.219815,0.24500000000000002,0.81,-0.018628854768865444,58.993798592840186,58.333333333333336,0.48156797243046334
000510.XSHE,-0.248951,18.814119,26.203966,8.1585,0.88148,4.953177,0.652923,61.123883,-0.439724,0.516203,0.4992857142857144,1.7299999999999995,-0.042465498726588446,68.17280677817944,66.66666666666666,0.8690123889826706
000511.XSHE,-0.576573,285.305418,51.243781,12.0995,1.685286,15.622326,0.471928,77.515541,0.380773,1.008287,0.5935714285714282,2.030000000000001,0.04115022872249008,78.71833419704456,50.0,1.3390733102773833
000513.XSHE,-0.68352,36.672623,30.839695,3.108,-1.845833,12.055439,0.452467,62.252079,-0.294017,0.377813,1.1400000000000003,4.349999999999998,0.768601873241009,88.41748280859012,66.66666666666666,3.0405653715625203
000518.XSHE,-1.121978,196.167911,47.349177,10.4615,1.567907,20.99377,0.467966,67.75224,-1.08929,0.37652,0.5692857142857145,3.92,0.3257482838095298,87.93963109725154,66.66666666666666,3.93495703524529
000520.XSHE,1.062839,56.080272,40.793201,7.516,0.562663,11.335125,-0.202885,60.374361,-1.230388,-0.092523,0.23785714285714285,0.41999999999999993,-0.02837102976515732,63.88409098132028,58.333333333333336,0.5625618672325583
000522.XSHE,-0.362846,229.124111,49.721448,7.553,0.255165,16.103251,-0.063323,81.761362,-0.751555,-0.977671,0.4514285714285714,1.8899999999999997,0.2945098289299337,80.00943190642093,66.66666666666666,2.0785625443085376
000524.XSHE,-1.029174,0.381021,1.981352,8.96,0.652365,0.154524,0.75251,54.888627,-0.737553,0.213452,0.4157142857142858,1.3600000000000003,-0.03110191428585307,52.337761765951164,41.66666666666667,0.3637857107179787
000525.XSHE,-0.010046,4.034597,14.537902,7.2635,0.218572,-2.341848,-0.325145,32.380043,-1.238095,-0.956024,1.8685714285714283,-0.980000000000004,0.7455068824476236,63.06037916212708,41.66666666666667,0.21536868294265155
000527.XSHE,-0.455836,77.182985,36.018957,1.046,-2.450892,20.050195,0.412923,74.279775,-0.496315,1.38278,0.27999999999999997,0.25,-0.0034772005486518043,51.11426770332588,41.66666666666667,0.09813883668057244
000528.XSHE,-0.767709,12.325476,20.680272,4.7085,-0.126951,14.215813,0.308011,79.434476,0.316434,0.320124,0.7942857142857145,0.4499999999999993,-0.07748418149133274,50.10775902142165,50.0,0.042480324586691154
000530.XSHE,-0.907366,26.562057,26.237624,5.466,-0.219833,6.238933,-0.451191,59.846664,0.138744,-0.481935,0.4528571428571429,2.0600000000000005,-0.10527640261719684,72.52763959691175,66.66666666666666,1.6502411038459064
000531.XSHE,2.0106,22.789797,23.770492,8.502,0.176163,13.405933,-0.827407,69.966935,1.932901,-0.66888,0.30500000000000005,1.1399999999999997,0.011011182871745406,60.91777402027121,66.66666666666666,0.3250849816168966
000532.XSHE,-0.580635,56.448171,41.114458,7.6715,0.651012,15.50789,0.043073,64.278169,-0.670086,-0.130606,0.7964285714285715,2.8500000000000014,0.05616197861711658,77.5865705247361,75.0,1.558490829829795
000537.XSHE,0.385179,121.511478,44.589774,8.7665,1.225147,27.77807,1.148471,65.78452,-0.720099,-0.551165,0.2678571428571429,1.4300000000000002,0.12401852057210161,72.60644712641302,58.333333333333336,1.5800187022214418
000538.XSHE,-0.74621,0.555467,3.178808,2.9455,-1.952386,1.122866,-0.829503,65.570439,-0.567312,-1.106444,0.17928571428571427,0.5699999999999998,0.013406263896564297,83.20412894387223,66.66666666666666,2.1831173645011193
000539.XSHE,-0.304503,24.589855,26.080692,3.178,-1.319739,3.556423,-0.109738,59.665849,0.278618,-0.345317,0.4714285714285714,2.5900000000000007,0.09841125811273232,85.10988675610498,66.66666666666666,2.45806881380477
000541.XSHE,-1.259256,14.626558,20.0,5.0775,-0.122696,6.053269,-0.735056,54.086612,0.24088,-0.895245,0.21571428571428578,1.23,0.07659969149117812,84.24075416930357,66.66666666666666,2.708137237712882
000543.XSHE,-0.548854,784.627032,70.598911,9.884,1.405697,17.588191,1.597774,61.438815,-0.01613,0.53661,0.7464285714285713,3.3000000000000007,-0.20283164103281948,72.49717316603252,66.66666666666666,1.3082716641858116
000548.XSHE,-0.863663,81.698213,49.619048,10.3075,1.213826,10.087243,1.133892,62.682834,-0.252861,1.560008,0.4935714285714287,2.49,-0.04734452212572693,63.91131736863098,58.333333333333336,0.5849085065497528
000550.XSHE,-0.835368,1.342894,4.857445,4.062,-0.250262,4.421894,-1.074484,57.467754,1.807456,-0.842617,0.15428571428571428,0.16999999999999993,-0.013704226714148615,69.22338210605854,66.66666666666666,0.6742112569995129
000551.XSHE,-0.671295,1.268392,6.363636,8.9075,0.362746,-2.567661,-0.180963,46.284414,0.292172,0.093594,0.7000000000000001,1.709999999999999,-0.05865615693864967,78.42020561836759,58.333333333333336,1.0489670652946037
000554.XSHE,-1.237172,0.133391,4.861878,5.8295,-0.509566,-0.768547,-0.220203,42.325656,-0.814515,0.008139,0.3914285714285714,0.6200000000000001,-0.025178809064818064,60.649229369912725,66.66666666666666,0.4124691365577693
000559.XSHE,-0.599545,37.774165,30.498534,5.78,0.387518,3.608847,0.029694,70.928649,-0.77615,0.483288,0.5664285714285713,2.66,0.033359894424218606,76.82556650994195,66.66666666666666,1.4930295585367848
000562.XSHE,0.230822,24.198938,31.065574,6.234,1.190292,7.398328,1.01564,50.911037,-0.954594,1.820387,0.4585714285714287,1.8599999999999994,0.16490572820479132,89.32687573503057,66.66666666666666,4.039037928878919
000563.XSHE,0.141689,60.833642,38.490566,10.576,1.648539,6.115368,0.70858,69.178798,-1.811232,0.078079,0.24071428571428566,0.5899999999999999,-0.0028470649620561117,62.51796167664255,66.66666666666666,0.3202030710426129
000570.XSHE,-0.72192,20.612789,23.875433,9.2715,0.672406,10.281094,-0.200302,63.1207,-0.214531,-0.073441,0.3642857142857143,1.77,-0.05935164534918114,65.11676423813356,58.333333333333336,0.7332165056207263
000571.XSHE,-0.905654,46.570822,33.012821,7.9285,0.209502,11.626656,0.397737,61.164329,-0.950895,0.407232,0.2621428571428571,2.69,0.3635218923538248,97.24247544272275,83.33333333333334,0.3272829620010631
000572.XSHE,-0.055708,0.105133,0.841043,3.2935,-1.091093,3.375436,0.959931,43.157836,0.541467,1.28837,0.38285714285714284,1.8399999999999999,0.19539549290621083,81.93580453250901,50.0,1.9912161549161755
000573.XSHE,-0.637906,182.949762,49.73545,8.325,0.445655,21.45054,0.565651,71.447741,-0.835934,-0.035327,0.7699999999999999,4.85,0.2912428046418061,90.79229322437014,75.0,2.6573556234212647
000576.XSHE,-0.458554,66.29785,36.938436,10.758,1.334705,7.406199,0.429253,49.622886,-1.70572,-0.474624,0.9621428571428571,0.07000000000000028,-0.3265595088960951,59.16161656103157,58.333333333333336,0.04321489080880703
000581.XSHE,-0.701887,4.742579,12.813738,3.8795,-0.875156,-0.058514,-0.076506,47.372055,-0.157134,-0.508752,0.5164285714285713,1.6799999999999997,0.07543073960134028,63.45401249464715,58.333333333333336,0.6926017576181831
000584.XSHE,-0.575679,2.058828,7.776428,7.0175,0.729225,1.679372,1.639569,53.394945,-1.336182,2.004188,0.5092857142857143,0.9699999999999989,0.14509708168910174,74.24036528212274,58.333333333333336,0.8273698710540289
000585.XSHE,-1.066665,91.556191,45.02447,11.9985,1.440854,16.102912,0.64904,66.655657,-0.999892,-0.151922,0.49642857142857116,1.2300000000000004,0.20407002798448798,78.13993608863704,58.333333333333336,1.7459464507845857
000589.XSHE,1.074229,20.398391,23.529412,7.527,0.208615,6.123137,-0.414339,59.162249,0.999923,-0.324434,0.44214285714285706,1.2500000000000009,-0.24123067775797047,49.04300711110402,33.33333333333333,-0.09720672759634397
000594.XSHE,-0.766445,2.682938,11.363636,8.581,1.284541,2.581996,0.228311,62.254927,0.237545,-0.195766,0.26571428571428585,1.3799999999999994,0.055876371610973696,78.36499690343243,75.0,1.4819575705545152
000597.XSHE,-0.370017,912.417769,68.956743,10.961,1.188059,34.630981,1.298243,83.309961,-1.246959,-0.324221,0.32714285714285707,0.040000000000000036,-0.08729524086021945,61.223660955668656,41.66666666666667,0.5495982210887318
000598.XSHE,-0.008672,403.611172,67.630058,9.3915,1.198351,20.75786,1.073964,69.437806,0.35633,-0.550351,0.9457142857142856,3.549999999999999,0.2094792009363966,80.10835322662999,58.333333333333336,1.17624718257483
000599.XSHE,0.251052,30.872777,27.708978,9.1845,0.907544,11.5845,-0.183635,70.622209,-0.279621,0.243238,1.7700000000000002,5.85,-0.3883985771686733,53.26928045110865,50.0,0.34731375455865354
000601.XSHE,2.221076,22.878992,25.572519,4.9105,-0.531242,8.223684,-0.988776,61.988116,0.348458,-0.569573,0.43071428571428555,1.5300000000000002,0.03248541923907189,70.84166935310864,66.66666666666666,1.160359453004478
000602.XSHE,-1.288194,15.014234,23.609023,7.963,0.804846,8.70859,1.495314,64.843484,-0.106467,-1.304323,0.9171428571428571,4.979999999999999,0.055213163203542415,78.30443377761227,58.333333333333336,2.2666431798485265
000607.XSHE,0.528147,472.971374,57.958478,8.525,0.922458,27.026087,0.339632,74.723381,-0.911926,-0.90799,0.7099999999999999,3.789999999999999,0.35168547598362987,81.78394259992882,58.333333333333336,2.1671318869302514
000608.XSHE,1.991056,52.689888,39.634146,2.5455,-1.10085,6.85331,0.593688,45.533259,0.653481,-0.81342,0.3942857142857143,1.8599999999999994,0.17141100192408398,85.39217139283214,66.66666666666666,2.135225867322088
000616.XSHE,1.294447,206.467109,50.16835,6.9905,0.911519,24.355221,0.623043,78.391458,0.947665,-0.31253,0.10857142857142861,0.07000000000000028,-0.05954317025487976,56.39721338420068,50.0,-0.006705529937589549
000617.XSHE,-0.51311,1.633609,9.333982,3.3415,-1.30828,0.648915,0.849596,52.204609,-0.485528,-0.269263,0.205,0.4099999999999997,-0.07523486010446256,52.269243272412204,58.333333333333336,-0.15030328245407842
000619.XSHE,-0.609098,1.718607,10.889443,6.103,0.181939,7.015362,-0.690378,70.186644,0.589011,-0.713085,0.22000000000000003,0.6800000000000002,-0.03394961859115375,56.42382237454202,58.333333333333336,0.2431016138979114
000623.XSHE,-0.961972,47.730581,39.620536,4.958,-0.043752,10.698168,1.903447,56.23688,-0.262509,2.844168,0.8314285714285717,1.3200000000000003,-0.390841368554959,41.56939351419487,41.66666666666667,-0.40675632089536284
000625.XSHE,-0.260001,2.415509,8.151093,8.031,1.212063,6.970799,0.198221,65.184943,0.607201,0.318898,0.48857142857142855,2.0100000000000002,-0.07559818649204453,57.11631810528919,50.0,0.36778752194517317
000626.XSHE,-0.238212,5.664474,11.814346,10.8075,1.248928,1.116093,-0.246063,60.763534,2.634258,-1.416893,0.3128571428571429,0.8000000000000007,0.043580684623381216,76.14725989258193,75.0,0.810704716906252
000628.XSHE,-0.121379,41.872934,32.406417,10.7245,1.182832,4.300939,1.717696,56.887242,-0.760105,0.04693,0.41000000000000003,1.0300000000000002,0.18978724363440408,81.67451279147944,75.0,1.4925990284079926
000629.XSHE,1.2862,137.30716,43.983402,6.483,0.731631,21.893387,-0.358762,58.757462,0.478711,0.165699,0.49428571428571416,1.5199999999999996,-0.10072704772628693,57.34645951049488,66.66666666666666,0.3133050140841753
000630.XSHE,0.265393,8.484831,17.355372,6.622,0.917322,4.926108,-0.267086,56.03749,1.962729,-0.093765,0.29928571428571427,0.5200000000000005,0.053785492698814136,70.33749066461331,58.333333333333336,1.0705629189614818
