code,close,pchg
000001.XSHE,4.52,-0.044247787610619316
000002.XSHE,6.54,-0.03822629969418956
000006.XSHE,3.29,-0.04863221884498481
000009.XSHE,4.23,-0.07328605200945637
000012.XSHE,4.49,-0.062360801781737196
000021.XSHE,4.93,-0.06490872210953336
000024.XSHE,13.39,-0.009708737864077777
000028.XSHE,33.38,-0.023966446974236222
000029.XSHE,3.48,-0.06896551724137923
000031.XSHE,3.73,-0.0536193029490617
000039.XSHE,7.53,-0.04249667994687922
000042.XSHE,8.11,-0.004932182490752002
000046.XSHE,3.13,-0.025559105431309903
000050.XSHE,8.16,-0.03308823529411775
000059.XSHE,5.66,-0.01590106007067138
000060.XSHE,5.31,-0.08851224105461386
000061.XSHE,5.79,-0.07772020725388606
000063.XSHE,8.57,-0.14352392065344233
000066.XSHE,3.65,-0.016438356164383605
000069.XSHE,4.82,-0.04149377593361003
000078.XSHE,2.51,-0.027888446215139417
000088.XSHE,3.99,-0.06015037593984962
000090.XSHE,2.35,-0.06808510638297882
000099.XSHE,8.07,-0.0780669144981413
000100.XSHE,1.58,0.03164556962025311
000157.XSHE,7.13,-0.04347826086956519
000158.XSHE,2.61,-0.026819923371647403
000159.XSHE,7.26,-0.05785123966942152
000301.XSHE,2.67,0.0037453183520599342
000338.XSHE,4.15,-0.01927710843373498
000400.XSHE,8.55,-0.009356725146198785
000401.XSHE,10.91,-0.012832263978001857
000402.XSHE,4.56,0.0
000410.XSHE,6.35,-0.07244094488188979
000415.XSHE,3.15,-0.0984126984126984
000417.XSHE,6.6,-0.07272727272727264
000418.XSHE,6.38,-0.056426332288401326
000422.XSHE,12.56,-0.035031847133758065
000423.XSHE,31.33,0.15991062879029694
000425.XSHE,3.54,-0.06497175141242939
000426.XSHE,5.99,0.02003338898163598
000428.XSHE,4.6,-0.060869565217391175
000488.XSHE,1.98,-0.06060606060606055
000501.XSHE,8.6,-0.016279069767441756
000503.XSHE,7.29,0.016460905349794164
000506.XSHE,6.76,0.054733727810651
000510.XSHE,5.63,-0.10479573712255774
000511.XSHE,4.07,-0.03685503685503699
000513.XSHE,8.64,0.12037037037037024
000514.XSHE,4.14,-0.05797101449275355
000517.XSHE,2.09,0.009569377990430672
000522.XSHE,21.58,-0.000926784059314123
000525.XSHE,11.28,-0.043439716312056786
000528.XSHE,6.07,-0.09225700164744655
000533.XSHE,3.92,-0.03316326530612246
000538.XSHE,37.01,0.029181302350716143
000539.XSHE,3.91,-0.053708439897698246
000540.XSHE,1.53,-0.05228758169934644
