code,close,pchg
000001.XSHE,8.47,-0.23022432113341218
000002.XSHE,9.63,-0.17030114226375914
000005.XSHE,4.68,-0.1367521367521367
000006.XSHE,4.03,-0.15632754342431765
000009.XSHE,5.17,-0.05029013539651839
000012.XSHE,5.34,-0.0674157303370786
000016.XSHE,2.44,-0.12295081967213106
000021.XSHE,7.48,-0.06818181818181823
000024.XSHE,19.8,-0.17272727272727284
000027.XSHE,4.98,-0.05421686746987964
000028.XSHE,17.43,0.3189902467010901
000029.XSHE,5.92,-0.1385135135135136
000031.XSHE,12.49,-0.18174539631705355
000032.XSHE,6.07,-0.11367380560131801
000039.XSHE,8.14,-0.07371007371007376
000040.XSHE,6.79,-0.11487481590574378
000042.XSHE,10.11,-0.17408506429277937
000046.XSHE,7.06,-0.16713881019830024
000050.XSHE,5.36,-0.11567164179104483
000059.XSHE,10.03,-0.0029910269192422456
000060.XSHE,8.44,-0.13033175355450233
000061.XSHE,5.8,-0.03103448275862064
000063.XSHE,14.64,0.09289617486338786
000066.XSHE,5.26,0.017110266159695797
000068.XSHE,6.93,-0.16161616161616166
000069.XSHE,7.21,-0.055478502080443914
000078.XSHE,3.83,-0.1122715404699739
000089.XSHE,7.11,-0.05907172995780585
000090.XSHE,2.43,-0.16872427983539096
000099.XSHE,7.55,-0.07019867549668879
000100.XSHE,1.69,-0.11834319526627213
000151.XSHE,7.75,-0.16258064516129034
000155.XSHE,9.22,-0.13015184381778755
000157.XSHE,5.25,0.07809523809523822
000158.XSHE,5.07,-0.08678500986193305
000159.XSHE,8.08,-0.167079207920792
000301.XSHE,5.96,-0.1023489932885907
000338.XSHE,3.47,0.0
000400.XSHE,9.46,0.11733615221987304
000401.XSHE,13.64,0.003665689149560114
000402.XSHE,8.5,-0.1588235294117647
000407.XSHE,7.66,-0.18798955613577029
000410.XSHE,8.28,-0.007246376811594013
000416.XSHE,8.3,-0.09518072289156632
000417.XSHE,4.63,0.1511879049676026
000419.XSHE,4.35,-0.08965517241379306
000421.XSHE,5.1,0.013725490196078383
000422.XSHE,9.89,0.07077856420626882
000423.XSHE,17.34,-0.06459054209919268
000425.XSHE,4.52,0.015486725663716783
000426.XSHE,4.0,0.03249999999999997
000428.XSHE,5.48,-0.06021897810218979
000429.XSHE,4.05,-0.07901234567901227
000488.XSHE,3.71,-0.008086253369272156
000501.XSHE,7.47,0.1807228915662651
000503.XSHE,6.09,-0.10344827586206895
000504.XSHE,7.3,0.23013698630137003
000507.XSHE,3.43,-0.023323615160349864
000510.XSHE,7.14,-0.10504201680672265
000511.XSHE,5.28,-0.1515151515151515
000513.XSHE,8.09,0.07787391841779989
000514.XSHE,12.26,-0.17292006525285475
000520.XSHE,5.81,-0.11531841652323582
000522.XSHE,7.95,-0.010062893081761004
000525.XSHE,13.27,-0.05124340617935186
000528.XSHE,7.29,-0.04938271604938271
000532.XSHE,10.84,0.1512915129151291
000533.XSHE,6.06,0.05610561056105623
000537.XSHE,8.54,-0.0679156908665105
000538.XSHE,16.4,0.2115853658536586
000540.XSHE,1.66,-0.12048192771084332
000541.XSHE,4.58,-0.06986899563318782
000543.XSHE,4.66,-0.16094420600858372
000548.XSHE,8.74,-0.03318077803203667
000550.XSHE,12.46,-0.018459069020866803
000554.XSHE,6.4,-0.042187500000000044
000559.XSHE,2.53,-0.10671936758893286
000562.XSHE,12.11,-0.21222130470685385
000563.XSHE,2.79,-0.06451612903225812
000565.XSHE,5.8,-0.08793103448275863
000568.XSHE,22.23,-0.05353126405757991
000571.XSHE,6.5,-0.08769230769230774
000572.XSHE,5.58,-0.06989247311827951
000573.XSHE,4.55,-0.09450549450549439
000581.XSHE,5.43,-0.029465930018416242
000584.XSHE,5.54,0.09747292418772568
000589.XSHE,6.98,0.2535816618911173
000594.XSHE,4.58,-0.11572052401746735
000597.XSHE,10.78,0.16883116883116878
000598.XSHE,2.18,-0.09633027522935789
000599.XSHE,6.41,0.3572542901716067
000600.XSHE,5.55,-0.0846846846846846
000601.XSHE,5.64,-0.08687943262411335
000602.XSHE,7.14,-0.18067226890756305
000607.XSHE,5.34,0.28838951310861427
000608.XSHE,8.31,-0.11672683513838755
000609.XSHE,13.03,-0.202609363008442
000612.XSHE,10.57,-0.0842005676442763
000616.XSHE,4.05,-0.1308641975308642
000617.XSHE,9.94,-0.1338028169014085
000619.XSHE,9.32,0.257510729613734
000623.XSHE,24.5,-0.19265306122448977
000625.XSHE,5.16,-0.10077519379844968
000627.XSHE,3.55,-0.13521126760563384
000629.XSHE,5.51,-0.007259528130671544
000630.XSHE,4.24,-0.20047169811320753
000651.XSHE,4.95,-0.03636363636363649
000652.XSHE,7.77,-0.12097812097812088
000655.XSHE,23.73,-0.2562157606405395
000659.XSHE,3.47,-0.0057636887608069065
000666.XSHE,5.02,-0.041832669322709126
000667.XSHE,4.48,-0.10491071428571441
000677.XSHE,7.17,0.25662482566248257
000679.XSHE,10.13,-0.09674234945705829
000680.XSHE,7.55,-0.0768211920529801
000682.XSHE,4.66,-0.09442060085836923
000683.XSHE,4.51,-0.011086474501108556
000685.XSHE,10.62,-0.11016949152542377
000686.XSHE,19.28,-0.22199170124481338
000687.XSHE,7.68,0.02604166666666674
000690.XSHE,5.22,-0.11111111111111116
000695.XSHE,6.82,-0.1246334310850441
000698.XSHE,8.91,-0.09988776655443332
000707.XSHE,8.07,-0.023543990086741018
000708.XSHE,4.39,-0.09339407744874706
000709.XSHE,8.77,-0.23147092360319266
000712.XSHE,9.91,-0.10998990918264373
000713.XSHE,7.1,-0.04366197183098586
000718.XSHE,6.7,-0.13283582089552248
000725.XSHE,4.32,-0.15046296296296302
000726.XSHE,6.55,0.01526717557251911
000727.XSHE,3.52,-0.045454545454545525
000728.XSHE,13.9,-0.17769784172661873
000729.XSHE,7.06,-0.04390934844192629
000731.XSHE,9.23,-0.0877573131094258
000733.XSHE,10.46,0.053537284894837445
000735.XSHE,4.71,0.06369426751592355
000737.XSHE,6.33,-0.12006319115323849
000748.XSHE,3.92,-0.058673469387755084
000755.XSHE,9.4,0.02659574468085113
000758.XSHE,6.52,-0.11963190184049066
000759.XSHE,7.68,-0.01171875
000762.XSHE,15.7,-0.14394904458598723
000768.XSHE,14.2,0.08732394366197194
000777.XSHE,9.35,-0.1155080213903743
000778.XSHE,5.58,-0.13978494623655924
000783.XSHE,8.41,-0.21165279429250894
000786.XSHE,6.26,-0.033546325878594296
000792.XSHE,37.17,-0.06833467850416997
000793.XSHE,5.61,0.008912655971479388
000799.XSHE,14.23,-0.07449051300070275
000800.XSHE,17.56,-0.029612756264236872
000807.XSHE,11.29,-0.1488042515500443
000815.XSHE,5.36,-0.15298507462686572
000816.XSHE,6.66,-0.16216216216216217
000818.XSHE,5.91,-0.09813874788494081
000819.XSHE,12.76,-0.05564263322884
000822.XSHE,7.01,-0.04707560627674756
000823.XSHE,7.67,-0.1473272490221642
000825.XSHE,9.13,-0.1993428258488501
000826.XSHE,4.3,-0.020930232558139528
000828.XSHE,4.33,-0.06004618937644335
000829.XSHE,6.86,-0.09037900874635574
000830.XSHE,4.34,-0.11290322580645151
000831.XSHE,11.3,-0.1628318584070796
000837.XSHE,7.2,-0.029166666666666674
000839.XSHE,6.51,-0.013824884792626668
000850.XSHE,5.86,-0.1843003412969283
000852.XSHE,5.51,-0.09981851179673318
000858.XSHE,18.47,-0.024363833243096877
000859.XSHE,5.95,-0.020168067226890796
000860.XSHE,11.39,-0.01668129938542595
000875.XSHE,5.16,-0.0174418604651162
000876.XSHE,4.55,-0.06593406593406592
000877.XSHE,7.08,-0.06497175141242939
000878.XSHE,32.28,-0.0588599752168526
000881.XSHE,7.4,-0.04864864864864871
000882.XSHE,5.08,-0.07086614173228356
000886.XSHE,4.18,-0.04306220095693769
000887.XSHE,4.1,0.017073170731707332
000895.XSHE,8.56,0.04439252336448596
000897.XSHE,6.05,-0.15702479338842978
000898.XSHE,11.07,-0.2104787714543812
000899.XSHE,5.47,0.1407678244972579
000900.XSHE,4.03,0.00992555831265518
000903.XSHE,2.63,-0.09885931558935357
000905.XSHE,9.27,-0.16504854368932032
000910.XSHE,8.76,-0.013698630136986245
000911.XSHE,16.42,0.1705237515225333
000912.XSHE,11.49,-0.13577023498694518
000916.XSHE,4.12,-0.06067961165048541
000917.XSHE,7.28,0.04532967032967039
000919.XSHE,7.43,0.10767160161507405
000926.XSHE,8.4,-0.14761904761904765
000927.XSHE,8.49,-0.11307420494699649
000930.XSHE,6.04,0.054635761589403975
000931.XSHE,6.14,-0.12052117263843642
000932.XSHE,6.27,-0.18979266347687396
000933.XSHE,12.34,-0.11426256077795782
000936.XSHE,3.66,-0.010928961748633892
000937.XSHE,14.67,-0.20518064076346287
000938.XSHE,6.95,-0.04172661870503602
000939.XSHE,1.95,-0.09743589743589742
000949.XSHE,4.07,0.3046683046683045
000950.XSHE,9.78,0.09202453987730075
000951.XSHE,13.14,-0.07990867579908678
000952.XSHE,12.2,0.051639344262295106
000959.XSHE,6.4,-0.21875
000960.XSHE,24.56,-0.17019543973941365
000962.XSHE,13.23,-0.18367346938775508
000963.XSHE,3.16,0.11708860759493667
000968.XSHE,24.75,-0.1967676767676768
000969.XSHE,12.13,-0.060181368507831845
000970.XSHE,3.72,-0.12903225806451613
000972.XSHE,9.98,0.05711422845691394
000973.XSHE,4.57,-0.15098468271334797
000975.XSHE,4.12,0.024271844660194164
000976.XSHE,4.16,-0.016826923076923128
000978.XSHE,7.29,-0.021947873799725626
000983.XSHE,19.74,-0.08156028368794321
000987.XSHE,10.26,0.06140350877192979
000988.XSHE,5.08,-0.03149606299212604
000989.XSHE,6.73,0.01634472511144125
000990.XSHE,12.74,-0.09968602825745676
000996.XSHE,12.49,-0.013610888710968716
000997.XSHE,4.33,0.004618937644341736
000998.XSHE,5.64,-0.054964539007092084
000999.XSHE,13.83,0.17353579175704992
001696.XSHE,5.82,-0.010309278350515538
001872.XSHE,10.89,-0.11202938475665758
002001.XSHE,5.65,0.07433628318584073
002008.XSHE,5.15,-0.05631067961165048
002011.XSHE,6.39,0.04694835680751175
002018.XSHE,2.92,0.044520547945205546
002019.XSHE,4.88,-0.02254098360655743
002024.XSHE,9.41,-0.0010626992561104665
002028.XSHE,11.52,-0.03559027777777779
002029.XSHE,5.96,0.15268456375838935
002038.XSHE,7.44,0.11290322580645151
002041.XSHE,4.13,0.2566585956416467
002048.XSHE,9.29,-0.12055974165769634
002052.XSHE,5.76,-0.03298611111111105
002053.XSHE,6.86,-0.03498542274052485
002056.XSHE,2.7,0.01851851851851838
002062.XSHE,4.39,-0.059225512528473745
002064.XSHE,3.2,0.26249999999999996
002065.XSHE,2.52,-0.04365079365079361
002069.XSHE,7.86,-0.020356234096692183
002073.XSHE,9.66,0.07971014492753614
002083.XSHE,7.88,-0.12055837563451777
002092.XSHE,9.13,0.16100766703176328
002093.XSHE,5.6,-0.14821428571428574
002097.XSHE,8.35,-0.15568862275449102
002110.XSHE,9.8,-0.2928571428571429
002122.XSHE,14.58,-0.08024691358024694
002123.XSHE,14.05,-0.00142348754448407
002128.XSHE,18.92,-0.19503171247357298
002129.XSHE,2.65,-0.15094339622641506
002133.XSHE,7.08,-0.10875706214689274
002142.XSHE,7.23,-0.17980636237897663
002146.XSHE,2.99,0.07692307692307687
002147.XSHE,8.41,-0.10939357907253267
002154.XSHE,2.89,0.1418685121107266
002155.XSHE,12.95,-0.12972972972972974
002161.XSHE,6.38,0.0015673981191222097
002172.XSHE,6.98,0.36389684813753576
002181.XSHE,6.75,-0.07703703703703701
002182.XSHE,5.14,-0.11284046692607008
002183.XSHE,3.3,-0.045454545454545414
002186.XSHE,13.66,0.0
002187.XSHE,11.22,0.01158645276292325
002191.XSHE,4.8,-0.01041666666666663
002194.XSHE,13.08,-0.10321100917431192
002200.XSHE,21.47,0.1103865859338613
002202.XSHE,11.78,-0.07555178268251261
002203.XSHE,3.91,-0.1457800511508952
002204.XSHE,5.19,-0.044315992292870976
002216.XSHE,4.44,-0.03603603603603611
002218.XSHE,9.81,-0.18042813455657503
002233.XSHE,6.15,-0.09268292682926838
002237.XSHE,13.61,-0.20058780308596613
002238.XSHE,4.66,0.1330472103004292
002241.XSHE,1.56,0.07051282051282048
002242.XSHE,11.14,-0.05834829443447043
002244.XSHE,7.0,-0.11285714285714288
002249.XSHE,4.94,-0.09919028340080971
002251.XSHE,10.73,-0.06989748369058713
002252.XSHE,1.16,-0.008620689655172376
002254.XSHE,6.43,0.10730948678071539
002266.XSHE,2.54,-0.12598425196850382
002267.XSHE,7.35,0.019047619047619202
002269.XSHE,6.29,0.006359300476947549
002274.XSHE,6.25,-0.1392
600000.XSHG,8.16,-0.25
600001.XSHG,7.27,-0.2200825309491059
600004.XSHG,5.0,-0.04399999999999993
600005.XSHG,9.57,-0.21943573667711602
600006.XSHG,4.97,-0.09657947686116697
600008.XSHG,2.89,-0.10034602076124566
600009.XSHG,14.45,-0.12456747404844282
600010.XSHG,1.79,-0.11731843575418988
600011.XSHG,5.98,-0.09030100334448166
600012.XSHG,3.95,-0.06329113924050633
600015.XSHG,4.95,-0.2282828282828283
600016.XSHG,3.42,-0.20467836257309935
600017.XSHG,4.29,-0.0699300699300699
600018.XSHG,4.46,-0.08744394618834073
600019.XSHG,6.17,-0.24149108589951385
600026.XSHG,14.31,-0.1747030048916841
600027.XSHG,4.46,-0.03363228699551579
600028.XSHG,6.54,-0.07645259938837923
600029.XSHG,6.22,-0.17524115755627012
600030.XSHG,19.35,-0.2470284237726098
600031.XSHG,5.9,0.003389830508474523
600033.XSHG,3.15,-0.09206349206349207
600035.XSHG,2.77,-0.06859205776173283
600036.XSHG,12.22,-0.22176759410801972
600037.XSHG,10.48,-0.05343511450381688
600038.XSHG,18.78,-0.11661341853035145
600039.XSHG,2.21,-0.03167420814479627
600048.XSHG,6.46,-0.09287925696594423
600050.XSHG,7.33,-0.18690313778990453
600052.XSHG,8.88,-0.13963963963963977
600054.XSHG,9.77,-0.022517911975434846
600056.XSHG,4.95,0.09090909090909105
600058.XSHG,23.78,-0.21867115222876377
600059.XSHG,7.06,0.07507082152974509
600060.XSHG,4.67,-0.04282655246252676
600061.XSHG,7.61,0.04993429697766105
600063.XSHG,2.96,-0.027027027027027084
600064.XSHG,5.9,-0.17796610169491534
600066.XSHG,3.13,-0.03514376996805113
600067.XSHG,6.76,-0.17159763313609466
600068.XSHG,5.76,-0.09895833333333326
600072.XSHG,14.16,-0.06638418079096042
600073.XSHG,4.94,-0.022267206477732837
600074.XSHG,3.25,-0.05230769230769228
600075.XSHG,6.43,-0.08398133748055991
600078.XSHG,7.87,-0.1118170266836086
600079.XSHG,4.22,0.1563981042654028
600082.XSHG,9.14,-0.15207877461706787
600085.XSHG,6.17,0.027552674230145957
600086.XSHG,3.08,-0.1428571428571428
600087.XSHG,4.17,-0.15107913669064743
600088.XSHG,8.31,-0.032490974729242006
600089.XSHG,11.17,0.0465532676812892
600096.XSHG,25.64,-0.09789391575663031
600100.XSHG,7.88,-0.12309644670050757
600103.XSHG,3.14,-0.07006369426751602
600104.XSHG,9.13,-0.048192771084337505
600106.XSHG,2.62,-0.1450381679389312
600107.XSHG,11.06,-0.0940325497287523
600108.XSHG,4.93,0.09533468559837743
600109.XSHG,12.39,-0.22033898305084754
