code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,2503.446,2503.4221,1.3858,10.0872,1.1375,10.1039,1.84,13.24164103,14.51,,33.65,,32.64,312.83,0.99793674,,15.79,15.79,8.94,8.08,-38.42,-38.42,2.1449,,17721999360.0,30051999744.0,4361999872.0,,240042000384.0,30051999744.0,,10112000000.0,-18379865.5542568,-153.11,,0.18937175,14.51,0.13,1.83,0.254,4352999936.0,2180999936.0,18.94,,38.5,-259.64,2.14,2.14,-38.22,8.08,,1.00458956,0.18850659,0.18937175,0.14514841,3418592116736.0,,-0.0144761,,0.00879075,2.75731708,,,0.92978334,13.24164103
000002.XSHE,000002.XSHE,3575.998,3073.8799,0.73,10.5884,2.2958,31.5284,13.38,8.30074656,22.58,41.42,73.95,2.78,3.06,88.52,0.71133776,102.1,-3.29,-3.29,18.97,22.7,232.01,307.09,1.2013,5039040518778.875,31688245248.0,121657188352.0,27474495488.0,,235620728832.0,121657188352.0,37166904064.0,89968943104.0,16596585.27941992,48.78,3.29655146,0.29463519,22.58,1.86,13.22,1.7925,19543646208.0,4163665664.0,29.46,1.13,11.63,187.29,73.68,73.68,198.08,16.67,,1.00129603,0.29425383,0.29463519,0.22583536,1528579358720.0,0.32493267,0.04590198,1.15434153,0.07958839999999999,10.547885800000001,0.09393856,1.69672864,0.84585635,5.48745677
000006.XSHE,000006.XSHE,92.3397,92.1886,1.6513,10.5622,1.4899,14.2425,6.17,1.15375483,41.16,38.45,78.44,2.73,6.22,46.13,0.9773803,157.48,43.39,43.39,-12.86,-19.08,293.99,325.11,3.6762,35295255100.3418,197916304.0,917952000.0,377787424.0,,6386137600.0,917952000.0,454129824.0,720035648.0,10007581.09560809,100.67,2.60736974,0.46703092,41.16,2.91,6.14,0.2748,369241984.0,230795648.0,46.7,2.73,53.79,466.91,70.53,70.53,237.11,-20.47,,0.99925413,0.46737952,0.46703092,0.41155466,13536728064.0,0.5493924,0.12923366,1.91797187,0.06781196,137.46467737,0.08803239,2.14605308,0.52823629,1.11970512
000008.XSHE,000008.XSHE,133.2001,124.49799999999999,2.1797,15.2156,1.8752,-24.0228,0.88,0.38138626,12.09,45.24,89.01,9.15,10.61,69.55,0.96035349,80.74,36.23,36.23,-5.35,-5.83,24.9,22.27,5.043,25312338295.9229,61509368.0,559512320.0,67621384.0,,7178918912.0,559512320.0,104798553.0,498002944.0,-53386.41862341,-1.27,2.55991961,0.15367459,12.09,0.69,0.92,0.0221,64940432.0,2711183.25,15.37,2.92,3.07,-11.56,7.4,7.4,25.6,-6.06,,0.97221022,0.15806724,0.15367459,0.12085772,9887942656.0,0.8837832,-0.00262496,2.13165337,0.05658531,2.29665009,0.10978718,0.84688051,0.27397244,0.37735818
000009.XSHE,000009.XSHE,143.3613,141.3899,1.5513,71.6075,2.72,121.6983,-0.32,3.69931969,1.52,34.5,93.16,11.13,7.67,759.79,2.43073193,144.03,19.4,19.52,-96.31,-76.87,-75.7,-120.46,1.2166,79742997504.0,158884320.0,2311391232.0,35251104.0,7348027727.3613,9977625600.0,2323118080.0,122405547.0,2164233728.0,11120642.19986151,68.97,2.76873063,0.00320688,1.53,0.12,1.69,-0.0076,85685984.0,-171130064.0,0.32,4.37,-818.35,1003.42,-0.33,-0.24,-96.95,-116.24,0.00570906,0.35446227,0.00900151,0.0031906999999999994,0.01517405,28801284096.0,0.33399235,0.08469499,1.65117166,0.08066023,0.63812626,0.1185599,1.02552433,0.65357015,1.88658708
000012.XSHE,000012.XSHE,161.2025,100.0599,0.7829,27.6271,1.7999,13.4492,1.31,1.17798563,4.73,21.93,95.63,3.38,6.29,75.39,0.67491221,114.84,-5.83,-5.83,-55.32,-60.57,-36.61,-39.89,1.4341,58787609360.8027,116445056.0,2680693504.0,126815664.0,,9296581632.0,2680693504.0,242024598.0,2563636736.0,4009007.02189422,24.11,2.96205015,0.05575213,4.73,0.63,0.96,0.04,85589440.0,,5.58,3.27,,554.99,-5.67,-5.67,-35.72,-63.44,,0.96755581,0.05762161,0.05575213,0.04730704,19846932480.0,0.23698862,0.06125502,0.79175151,0.1350684,0.25313011,0.48735819,1.1225808000000002,0.53158597,1.13486347
000021.XSHE,000021.XSHE,134.6202,134.4462,2.2289,25.3965,2.1416,18.7429,4.46,1.28449079,6.41,4.03,98.99,0.3,1.42,12.5,-0.00207512,106.94,22.82,22.82,69.6,67.66,216.36,211.6,0.8382,17514863222.2522,43705708.0,4346119680.0,278526304.0,,6259709952.0,4346119680.0,332485896.0,4302413824.0,3631130.48167899,11.25,1.23359795,0.08053895,6.41,1.92,-0.01,0.1829,-577974.75,-30512550.0,8.05,-0.4,-8.73,1118.4399,1.98,1.98,194.9,66.53,,1.00104337,0.08045501,0.08053895,0.0640862,14198194176.0,3.37353716,0.06157643,1.12615354,0.30610369,1.73239685,0.49699741,,0.55911929,1.26818723
000025.XSHE,000025.XSHE,105.9512,96.5422,4.1197,121.8893,10.0886,10043.6963,4.99,0.53228741,40.92,13.24,108.76,5.61,12.51,-21.04,1.0745898,110.09,13.59,13.59,87.43,87.19,463.66,472.67,25.5773,1637230938.4169,-10833311.0,123657928.0,50596728.0,,1099282176.0,123657928.0,53339583.1875,134491232.0,183147.50150829,15.69,0.98729743,0.43001199,40.92,3.16,5.31,0.1718,54370728.0,64004224.0,43.0,1.49,124.29,-179.12,33.5,33.5,401.73,94.54,,1.03258449,0.41644243,0.43001199,0.40916688,1658295552.0,-0.06985828,0.03471241,1.36891347,0.07456929,1.09748398,0.17441047,0.32562953,0.33710113,0.50852577
000027.XSHE,000027.XSHE,254.1239,254.1239,0.4453,36.7935,1.2058,29.9266,0.38,2.3921946,0.69,35.68,94.45,1.14,4.43,114.29,1.68261687,87.33,20.6,20.6,137.95,214.16,-54.94,29.91,1.3716,219458385667.1367,341604672.0,6150739456.0,42353480.0,29430708926.1239,27483645952.0,6150739456.0,789864264.0,5809134592.0,-1038333.37431231,-4.29,2.57962075,0.0497688,0.69,0.05,0.32,0.0219,71264680.0,-70511392.0,4.98,7.98,-23.59,-77.24,39.92,39.92,84.94,259.71,0.01213691,1.02416486,0.04859452,0.0497688,0.00688592,85073895424.0,0.07222510000000001,-0.00458177,0.93043051,0.07229879,0.17755444,0.29357692,5.49412361,0.67694382,2.09543696
000028.XSHE,000028.XSHE,208.2838,149.7176,0.5453,17.2797,1.7927,5.8439,2.73,1.33370044,2.92,11.26,97.13,6.21,1.72,79.34,0.87893424,104.86,2.17,2.17,17.54,20.33,-14.67,-18.27,0.483,123719708319.6484,315189760.0,10987540480.0,321206464.0,,13552382976.0,10987540480.0,417980532.0,10672350208.0,1625827.85073824,3.08,4.38027903,0.03604673,2.92,1.23,2.7,0.6659999999999999,282319360.0,78983288.0,3.6,0.19,19.88,107.44,4.42,4.42,-15.36,15.49,,0.99703058,0.03615409,0.03604673,0.029233699999999998,28244709376.0,1.44076628,0.02304833,1.66554224,0.38901234,19.74250159,0.45771611,0.00324107,0.52017981,1.08411395
