code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,804.9808,487.914,1.6236,5.9353,0.9159,10.4036,4.14,19.40637014,33.23,,46.65,,38.73,116.3,0.99972139,,11.09,11.09,5.64,2.69,13.4,13.4,1.9717,,5487000064.0,10801999872.0,3588999936.0,,88759001088.0,10801999872.0,,6085000192.0,17539549.41699237,130.71,,0.43667842,33.23,0.21,4.13,0.7006,3588000000.0,276000000.0,43.67,,5.85,257.32,5.73,5.73,12.8,4.67,,0.99978806,0.43677099,0.43667842,0.33225328,1811248971776.0,,0.00819685,,0.00596384,3.16125258,,,0.95099572,19.40637014
000002.XSHE,000002.XSHE,1114.589,979.1041,0.759,8.7288,1.6956,8.8332,2.49,5.08200625,12.78,37.13,83.15,4.45,4.09,98.47,0.90281683,234.42,35.32,35.32,17.59,16.91,-81.2,-78.4,1.0439,519816517010.4727,2358348800.0,13999905792.0,1789369216.0,,84626423808.0,13999905792.0,2694386752.0,11641556992.0,-2138241.71508008,-17.02,1.24389492,0.17108289999999998,12.78,0.45,2.5,0.1466,1615472640.0,36795720.0,17.11,2.14,1.54,-101.06,-75.43,-75.43,-81.38,15.61,,1.00010818,0.17106439,0.17108289999999998,0.12781295,417894236160.0,-0.04939725,-0.00715119,1.34040634,0.03350107,8.86962932,0.03490384,3.21413065,0.79749324,3.93810602
000006.XSHE,000006.XSHE,56.9698,56.3772,0.6042,9.4993,1.6674,3.0689,1.76,1.7713304,20.6,41.67,72.51,2.02,3.76,99.67,0.98826583,235.03,-33.94,-33.94,-30.06,-26.24,-77.89,-77.67,1.9504,12591736038.3765,83075840.0,302177504.0,62234996.0,,3639051520.0,302177504.0,78293154.0,219101664.0,3106938.25460559,58.58,1.26949217,0.27492397,20.6,0.65,1.76,0.048,61504720.0,,27.49,-1.67,,213.06,-71.18,-71.18,-76.88,-22.02,,0.99666874,0.27584288,0.27492397,0.20595509,9918718976.0,0.10836588,0.02818647,1.78081891,0.03046538,60.58093746,0.03652063,8.82998955,0.63311278,1.72563309
000009.XSHE,000009.XSHE,131.9808,130.6159,1.94,86.3468,4.4378,27.3695,0.84,2.77986766,8.32,37.82,90.79,8.92,10.46,80.24,0.46426419999999996,95.79,33.29,33.29,8.25,5.43,-33.73,-75.37,3.0906,37231660887.4116,90619888.0,984443712.0,81881368.0,,4767714816.0,984443712.0,166742782.0,893823872.0,-601327.99110237,-8.06,2.83645384,0.10635925,8.32,0.62,1.27,0.0231,38014588.0,14084805.0,10.64,5.47,12.47,-87.58,-10.59,-10.59,-26.37,-23.24,,0.92711256,0.11472097,0.10635925,0.08317527,13126129664.0,-0.00747561,-0.00949507,1.35607781,0.07499878,0.87020695,0.10321679,1.86542648,0.63677684,1.75312821
000012.XSHE,000012.XSHE,183.2521,115.1116,2.437,70.1642,2.7746,112.0809,1.57,1.05946194,8.9,27.87,89.64,4.01,8.61,86.51,0.69759159,122.76,-4.35,-4.35,34.13,-9.74,218.93,184.09,2.6451,40600817450.4292,150956896.0,1456792832.0,129692744.0,,7436343808.0,1456792832.0,235693944.0,1305836032.0,1580435.20904342,19.88,2.75008372,0.10362276,8.9,0.89,1.32,0.0519,90472568.0,,10.36,4.2,,191.85,-14.37,-14.37,213.6,-11.19,,0.86512232,0.11977816,0.10362276,0.08902621,14763484160.0,0.25350267,0.03952675,0.44735239,0.09867541,0.16365919,0.7539431,0.60252813,0.49630159999999995,0.98531497
000021.XSHE,000021.XSHE,66.7555,66.6823,0.9415,82.9974,1.6829,-8.3705,0.82,1.71885395,0.71,1.66,99.84,0.28,2.09,16.69,0.62862366,78.45,-8.36,-8.36,-9.17,-9.44,273.08,45.26,0.4156,6143840803.1822,6017079.0,3701108992.0,26341172.0,,4163889408.0,3701108992.0,-11031734.0,3695091968.0,825670.44430595,1.49,0.55714574,0.00895939,0.71,0.25,0.42,0.0247,16558684.0,27142584.0,0.9,-1.27,75.29,916.03,-7.92,-7.92,49.44,-28.75,,0.91976347,0.00974097,0.00895939,0.0071171,11027349504.0,5.38141601,0.00803065,1.22254584,0.33562997,3.12046959,0.44291343,,0.6224034,1.64832904
000024.XSHE,000024.XSHE,462.8125,184.4101,1.6198,12.51,1.9537,5.8376,3.41,3.49563365,20.99,50.55,71.61,1.97,1.72,98.52,0.6216065,145.66,70.38,70.38,107.74,126.39,7.67,-9.88,1.6627,310604688688.1152,1744172416.0,6144504320.0,1289492096.0,,30732771328.0,6144504320.0,1832899200.0,4400332288.0,1707002.19203241,12.86,2.69290551,0.28423404,20.99,1.15,3.37,0.4721,801556672.0,2305013.25,28.42,1.02,0.13,45.29,-32.85,-32.85,-3.8,88.79,,0.98651437,0.28811952,0.28423404,0.20986104,115341844480.0,0.05495116,0.00933732,1.55753447,0.05327212,3.88879037,0.05681298,4.94984346,0.73355055,2.75305706
000027.XSHE,000027.XSHE,137.9643,50.0259,0.518,14.2221,0.912,-13.4619,1.52,0.96427605,11.1,18.47,90.82,0.57,3.53,63.21,0.82294426,122.3,-17.33,-17.33,27.67,-7.51,148.96,88.59,1.1214,46341780308.5459,230306624.0,2509029888.0,278417728.0,,17812176896.0,2509029888.0,472319376.0,2278723328.0,1396215.04818203,7.68,1.41915138,0.09569394,11.1,0.86,1.5,0.0876,229122272.0,9792328.0,9.57,4.3,2.69,83.64,-9.93,-9.93,202.6,2.31,,0.65893129,0.14522598,0.09569394,0.11096629,32654571520.0,0.08392144,0.01297822,1.03504948,0.07683549,0.18663702,0.25187838,1.26281632,0.45452731,0.83327236
000031.XSHE,000031.XSHE,70.7355,70.7351,0.7995,13.5322,1.4799,2.9534,1.26,5.80101042,8.65,30.11,102.37,5.56,5.7,-18.68,-0.3255827,266.82,15.03,15.03,-29.69,-26.05,-84.07,-87.36,0.8764,29069900019.668,-22887496.0,965456640.0,83471744.0,5695151804.8605,7590091264.0,965456640.0,231709084.0,988344128.0,15727541.93744555,115.23,0.81580395,0.12757613,8.65,0.24,-0.57,0.0334,-27176956.0,146056720.0,12.76,11.31,119.21,-4860.71,-81.61,-81.61,-83.13,14.77,0.01136188,1.00527037,0.12690728,0.12757613,0.0864583,35633438720.0,0.12011727,0.03967057,1.63409515,0.02709412,2.24458569,0.02940364,9.75759362,0.78699522,3.69473106
000039.XSHE,000039.XSHE,265.9734,123.0313,0.7167,14.9155,1.4005,-18.9233,1.12,2.26129372,2.17,15.34,96.57,3.08,7.14,94.83,0.68411892,90.33,-4.5,-4.5,-33.09,-37.54,-6.06,-38.15,0.4946,180957612295.9961,404960000.0,11796454400.0,256242000.0,17548032937.9734,22080567296.0,11796454400.0,566658992.0,11391494144.0,-8222353.0516354,-18.54,2.72486965,0.03521007,2.17,0.4,0.9,0.0824,175300000.0,10394000.0,3.52,1.18,2.43,-540.04,-13.47,-13.47,34.86,-41.53,0.01283518,0.97264855,0.036200199999999995,0.03521007,0.02172195,66409639936.0,-0.11215651,-0.04933392,1.37521148,0.17763166,1.02233768,0.28439097,0.64821597,0.66750964,2.00760579
