code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,1110.1189,650.1502,1.069,7.4697,1.0125,1.9187,4.47,18.55073563,29.92,,48.72,,40.74,171.84,0.98799523,,40.52,40.52,19.7,19.82,5.66,5.66,2.334,,9415000064.0,13918999552.0,4164999936.0,,94913003520.0,13918999552.0,,8505999872.0,64878635.31382895,517.44,,0.38889291,29.92,0.23,4.41,0.51,4115000064.0,324000000.0,38.89,,5.91,764.98,10.26,10.26,4.56,19.82,,0.98795403,0.39363462,0.38889291,0.29923127,1855618940928.0,,0.04090575,,0.007501000000000001,4.20259648,,,0.94885108,18.55073563
000002.XSHE,000002.XSHE,800.7882,703.4587,0.8079,5.8745,1.1729,21.0495,2.38,5.37270689,9.72,29.44,87.56,4.04,3.13,95.52,0.73907603,172.55,42.97,42.97,33.85,32.94,-39.62,-45.49,0.6651,648415195921.3242,2739095552.0,22024972288.0,2141252608.0,,94366539776.0,22024972288.0,3318251904.0,19285876736.0,-2832659.33403688,-10.3,1.40612023,0.13009145,9.72,0.48,2.35,0.15,1582548480.0,126165040.0,13.01,2.05,4.4,-82.81,-19.59,-19.59,-39.17,18.39,,0.99917655,0.13019866,0.13009145,0.09721931,461137805312.0,-0.05968051,-0.00618467,1.33764291,0.04776224,13.453689800000001,0.0498709,1.99482291,0.79536154,3.88666655
000006.XSHE,000006.XSHE,59.5348,59.0165,1.4875,8.4783,1.4546,15.9529,2.4,1.85487513,20.13,45.77,73.45,2.76,3.12,97.58,0.97248176,147.43,-13.65,-13.65,19.38,14.11,-57.27,-57.28,1.3102,20315506089.9033,117854640.0,443860736.0,89345824.0,,3853772032.0,443860736.0,123444087.0,326006080.0,-16919280.67123928,-226.94,1.87651433,0.26552166,20.13,0.84,2.34,0.066,86887184.0,0.0,26.55,0.6,0.0,-854.69,-48.88,-48.88,-56.55,15.54,,0.97582966,0.27209837,0.26552166,0.20129247,10826192896.0,-0.38616807,-0.14446718,2.10224062,0.04099878,86.83641587,0.04940562,10.82696255,0.6440326,1.80924587
000009.XSHE,000009.XSHE,142.9974,141.5186,5.064,34.6538,4.3409,52.7524,8.88,2.66198265,36.92,33.03,114.42,14.48,18.49,-35.22,-0.50860729,114.17,5.27,5.27,996.93,859.45,559.08,4662.1099,3.6131,28774240395.1387,-125635984.0,871154752.0,321652864.0,,5094367232.0,871154752.0,427387640.0,996790720.0,-1899888.33775676,-31.19,2.07555338,0.39643259999999997,36.92,2.37,-5.2,0.2229,-163594992.0,470990112.0,39.64,8.11,132.04,216.24,-12.98,-12.98,449.44,4456.6201,,0.96817123,0.40946538,0.39643259999999997,0.36922586,13863406592.0,-0.49407928,-0.03098163,1.36974155,0.06283843,0.63691904,0.08636786,2.11341933,0.63253136,1.72132062
000012.XSHE,000012.XSHE,175.1583,109.9282,1.9836,35.0577,2.4569,152.9139,3.92,1.18111977,14.98,30.46,83.29,3.13,7.15,88.07,0.75748141,115.36,8.57,8.57,69.56,71.39,12.29,11.33,2.3822,64413137217.873,353333216.0,2114679552.0,316819520.0,,7575447040.0,2114679552.0,464421728.0,1761346304.0,2227955.37441143,18.45,4.02683055,0.16708594,14.98,2.02,3.43,0.13,239984896.0,0.0,16.71,2.99,0.0,110.45,1.66,1.66,5.57,74.84,,0.88067622,0.18972459,0.16708594,0.14981916,15995988992.0,0.06442534,0.04634439,0.56563014,0.13220061,0.23287008,0.66686777,0.23105252,0.52641581,1.11155703
000021.XSHE,000021.XSHE,97.9859,87.7677,0.9656,56.2919,2.05,15.6371,1.58,2.13778126,1.67,3.11,97.71,0.22,2.13,92.55,0.43497985,69.92,-8.23,-8.23,447.67,504.1,185.38,16.76,0.6498,11294598461.8991,83224496.0,3631703808.0,60577032.0,,4235837952.0,3631703808.0,29044404.0,3548479488.0,910501.27824263,2.46,0.86842163,0.02453409,1.67,0.49,0.65,0.0486,26349788.0,5876058.0,2.45,-1.68,6.53,107.2,-2.59,-2.59,128.58,1182.23,,0.99085651,0.02476049,0.02453409,0.01668006,13005892608.0,0.26014445,0.01017283,1.27280583,0.27923526,3.02408637,0.35382443,,0.67431398,2.07044161
000024.XSHE,000024.XSHE,303.1035,120.7699,2.2004,6.7285,1.1345,5.5589,4.03,3.36675727,19.19,46.89,74.26,2.61,1.71,97.67,0.74186918,152.66,20.98,20.98,-0.12,2.64,-28.47,-39.39,0.9291,344072591530.2812,1888933632.0,7337867264.0,1407932544.0,,33343258624.0,7337867264.0,2020788744.0,5448933376.0,6826871.39432476,28.2,2.79066556,0.26061683,19.19,1.17,3.99,0.61,1044501760.0,23438064.0,26.06,1.18,1.21,109.55,-26.54,-26.54,-36.08,-11.98,,0.98878717,0.26357222,0.26061683,0.19187217,123294097408.0,0.13224464,0.02300422,1.56677516,0.05951515,4.46364672,0.06390598,4.2163273,0.72956322,2.69772189
000028.XSHE,000028.XSHE,163.2943,132.1891,0.306,31.6829,7.6991,73.6884,6.62,3.95909236,2.52,7.99,97.15,2.0,2.17,89.31,0.92915832,102.84,18.14,18.14,14.58,14.99,15.51,16.01,0.8087,44301692785.332,158180272.0,5544642560.0,139461744.0,,2189679616.0,5544642560.0,220271128.0,5386462208.0,40025.06915127,0.12,4.18463134,0.03068162,2.52,1.35,6.31,0.47200000000000003,129582040.0,11938334.0,3.07,0.78,6.74,4.13,5.35,5.35,13.53,16.1,,0.96055699,0.03194149,0.03068162,0.02515252,10586761216.0,0.06671796,0.00077835,1.12078152,0.5237335999999999,8.41660622,0.60835215,0.0,0.79316813,3.83484485
000030.XSHE,000030.XSHE,89.0905,12.6894,5.4737,272.4534,2.4323,-41.1477,3.4,0.75093341,10.82,18.56,96.63,4.23,9.64,29.83,0.86976312,77.83,17.51,17.51,-2.78,-3.96,-13.53,-16.36,38.2208,23426014394.0845,42565048.0,1262177536.0,136583184.0,,4107832064.0,1262177536.0,144377294.0,1219612544.0,-982671.24014294,-6.94,3.41569778,0.10910272,10.82,2.01,3.3,0.09,118795016.0,95141960.0,10.91,0.13,66.68,-205.68,-12.35,-12.35,-15.56,-3.43,,0.96515428,0.11304175,0.10910272,0.10821234,6858339328.0,-0.18628203,-0.03182928,1.40372841,0.18403545,1.13233375,0.40155572,0.05251491,0.40104567,0.66957637
000031.XSHE,000031.XSHE,63.1179,63.1175,0.3611,10.6669,1.3159,17.8444,0.1,6.52907864,5.55,29.88,96.51,4.93,4.03,38.01,0.03773814,181.96,1.97,1.97,88.57,136.54,-28.48,-89.89,0.6524,44893248244.3726,52374120.0,1502451456.0,83350632.0,14913489479.3992,7517961216.0,1502451456.0,266399756.0,1450077312.0,-32979917.58312953,-138.55,1.15599691,0.09337298,5.55,0.22,0.07,0.003,3145497.5,87914248.0,9.34,8.56,63.81,-3974.53,-23.26,-23.26,-23.52,119.75,0.012267100000000001,1.01822996,0.09170127,0.09337298,0.05547642,38835093504.0,-0.30410271,-0.06646915,1.46023744,0.03868798,3.6998973,0.04183224,5.09568522,0.80641323,4.16564178
000039.XSHE,000039.XSHE,419.3274,193.9163,1.0873,31.4907,2.0841,-13.8702,2.14,2.34095158,4.27,16.64,94.63,3.91,6.04,82.23,0.56311613,100.14,-5.49,-5.49,-12.03,-17.27,17.16,27.76,0.7649,209730692881.8438,677452032.0,12604008448.0,537747008.0,23258965003.3274,23458045952.0,12604008448.0,890798016.0,11926555648.0,-288151.93602571,-0.96,2.972388,0.06227908,4.27,0.77,1.52,0.1596,302814016.0,107514000.0,6.23,0.53,13.05,-17.84,-24.93,-24.93,11.85,-34.7,0.01902801,0.95279287,0.06536476,0.06227908,0.04266476,70559662080.0,0.05928306,-0.0025653000000000004,1.26610067,0.17862909,0.9579236999999999,0.29280284,0.45740104,0.66754317,2.00790894
000042.XSHE,000042.XSHE,55.9146,55.8988,0.3545,19.6961,1.933,12.418,1.11,1.86908827,10.7,50.56,87.45,6.87,13.4,87.42,0.9851821,198.9,-55.55,-55.55,-76.46,-77.02,-32.08,-32.08,3.2255,15033539930.8951,37319720.0,297340576.0,31806668.0,,2893749504.0,297340576.0,53262684.0,260020864.0,1224555.00967691,23.03,1.81117988,0.14227036,10.7,0.39,1.09,0.1328,31335360.0,4983032.0,14.23,3.56,11.67,183.47,-1.35,-1.35,-35.35,-77.02,,0.99088278,0.14357941,0.14227036,0.10697049,8300412416.0,0.07801806,0.012664100000000001,1.60853805,0.03582239,5.01502609,0.04035462,5.60651848,0.65137277,1.86839346
000046.XSHE,000046.XSHE,210.0921,209.5899,0.2006,22.6971,2.4915,4.037,2.13,3.6518197999999997,17.42,52.76,76.63,3.87,6.96,98.59,0.99625948,107.69,2.73,2.73,-14.12,-13.64,46.7,47.14,3.9044,53781708773.5093,238252880.0,1019365248.0,177622336.0,,8847617024.0,1019365248.0,243935883.75,781112384.0,-3021031.14683763,-62.26,1.3567272,0.23372670000000004,17.42,0.47,2.12,0.039,176957936.0,,23.37,0.22,,-266.4,30.21,30.21,51.35,-13.63,,0.98592625,0.23706307,0.23372670000000004,0.17424798,39640768512.0,-0.02747886,-0.02061156,4.85034189,0.02571507,7.10062326,0.02674483,40.964059999999996,0.77680508,3.48038917
000049.XSHE,000049.XSHE,96.875,96.875,1.7734,54.548,21.6581,99.166,10.21,3.28628669,6.43,15.32,92.29,1.76,5.4,100.18,0.76342397,71.84,23.15,23.15,18.62,29.3,55.0,57.23,2.7238,13569608594.9722,68267568.0,885744704.0,56952092.0,,571055040.0,885744704.0,71618428.25,817477120.0,-2010306.56,-21.99,6.64856468,0.07698449,6.43,3.3,10.22,0.3176,43478592.0,-78968.2266,7.7,0.39,-0.12,-285.27,48.29,48.29,56.8,32.37,,1.0005966999999998,0.07693858,0.07698449,0.06429854,2040983168.0,-25.06571013,-0.13248842,1.26112041,0.43397943,7.28696021,0.47960128,,0.72020587,2.57405672
000050.XSHE,000050.XSHE,81.7714,81.76899999999999,3.3711,71.8095,5.6196,-400.2992,6.96,3.17724969,13.99,17.83,95.58,1.94,8.5,26.53,0.13156121,99.45,16.25,16.25,614.81,101.87,196.42,390.26,1.8085,22217770626.2109,55036892.0,1246089216.0,174289504.0,,3223235840.0,1246089216.0,242983632.0,1191052288.0,114389.74932965,0.75,2.83154846,0.04969367,13.99,2.26,1.63,0.17,22929738.0,6885851.0,4.97,2.85,3.32,17.0,2.92,2.92,17.56,99.93,,0.29854563,0.16645251,0.04969367,0.1398692,7846509056.0,0.01820122,0.0020231999999999997,1.00254694,0.1588081,0.30486646,0.48749659,1.63071536,0.58921406,1.4343578000000001
000060.XSHE,000060.XSHE,117.7939,117.6837,0.4829,39.4873,2.1535,1169.5278,0.91,1.36711901,0.64,5.18,99.57,1.25,2.32,64.89,1.36276356,74.87,33.21,33.23,-85.61,-73.87,610.54,56.55,0.7456,29520539550.3511,24480134.0,5698946048.0,36482584.0,,6863198208.0,5708642304.0,79041581.375,5684162048.0,1277882.13644991,2.64,2.05843001,0.00653555,0.64,0.26,0.91,0.02,49717136.0,12765608.0,0.65,0.72,33.84,614.89,142.6,143.3,234.85,-47.9,,0.9872745,0.00660855,0.00652445,0.00639076,14341288960.0,0.13773455,0.02012903,0.86739914,0.39805643,1.51047581,1.20731373,0.13783016,0.52143784,1.08959271
