code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,769.0149,466.1143,0.2435,6.8022,1.0011,1.5473,4.57,16.78113255,35.95,,,,38.18,93.26,0.97846537,,67.22,67.22,45.92,45.51,32.13,32.32,2.292,,4175546880.0,9723880448.0,3495485952.0,,78957420544.0,9723880448.0,,5258866176.0,99904203.12204158,790.09,,0.45918024,35.95,0.27,4.56,0.6693,3420211968.0,289467008.0,45.92,,6.47,1839.95,8.75,8.75,34.74,42.74,,0.99724454,0.46044899,0.45918024,0.35947439,1368005017600.0,,0.05960045,,0.00710807,2.83837407,,,0.94228283,16.32585803
000002.XSHE,000002.XSHE,1036.8483,911.13,0.9357,10.5632,1.9589,16.9769,2.6,4.43935444,14.79,41.79,81.42,5.63,4.9,93.38,0.88882146,205.69,29.81,29.81,23.53,28.62,-79.57,-76.89,1.3982,432355642531.8047,1921925376.0,10345911296.0,1530546816.0,,69120704512.0,10345911296.0,2187454016.0,8423986176.0,1234626.8448668998,12.37,1.39273458,0.19687925,14.79,0.5,2.54,0.127,1360382848.0,114969784.0,19.69,1.25,5.59,66.61,-75.64,-75.64,-79.95,15.83,,0.98967632,0.19893297,0.19687925,0.14793736,310436495360.0,0.03818027,0.00530475,1.45903008,0.03332698,6.55195387,0.03487099,5.19071416,0.7773435000000001,3.49122296
000006.XSHE,000006.XSHE,58.3712,57.4478,0.6963,12.6781,2.0324,-11.683,2.77,1.82627828,18.44,44.31,74.03,3.08,2.49,99.99,0.93766291,96.62,-8.48,-8.48,66.58,56.85,-46.51,-50.47,2.2918,20268777100.1862,118775024.0,457431200.0,84372376.0,,3007182336.0,457431200.0,124162979.0,338656160.0,1562089.91973524,19.93,2.43478971,0.25965659,18.44,1.01,2.77,0.08,79112848.0,,25.97,1.18,,76.77,-47.5,-47.5,-41.67,50.2,,0.99991736,0.25967805,0.25965659,0.18444823,8324652032.0,0.15903269,0.01714745,1.47432334,0.05494899,70.51949622,0.06540471,2.05944447,0.6387618,1.76825649
000009.XSHE,000009.XSHE,99.2583,98.2288,1.8804,49.7878,3.7089,-46.0254,1.23,2.93591708,10.52,39.51,92.56,10.95,12.24,54.37,0.11687524,97.42,12.0,12.0,-44.61,-47.97,125.85,-16.9,2.395,29181065718.4077,54930656.0,738574208.0,77663000.0,,4191273216.0,738574208.0,143977188.0,683643520.0,-1136902.71858167,-15.28,2.42198919,0.13096016,10.52,0.65,0.34,0.03,9076882.0,41793144.0,13.1,5.81,41.36,-205.44,-54.14,-54.14,42.1,-68.3,,0.95731395,0.13679960000000002,0.13096016,0.10515260000000001,12048388096.0,-0.00340795,-0.014362399999999999,1.88469742,0.06130067,0.74660674,0.08288633,6.821117299999999,0.65212994,1.87463671
000021.XSHE,000021.XSHE,67.4151,67.3444,0.1196,26.5488,1.7006,14.853,1.12,1.55089882,0.72,2.31,99.97,0.42,1.97,3.17,1.57494206,92.7,-18.97,-18.97,-19.68,-20.2,-45.72,-31.83,0.3812,9329366092.1045,1152325.5,4038686720.0,29087592.0,,4342055424.0,4038686720.0,24802163.5,4037534464.0,373848.61794303,0.62,0.87232218,0.00903956,0.72,0.28,1.12,0.0346,45811272.0,35355632.0,0.9,-0.29,97.36,2187.1499,-7.66,-7.66,-29.51,5.6,,1.0053825,0.00899117,0.00903956,0.00720224,10694862848.0,2.23001898,0.00396723,1.25846648,0.37762866,2.85220799,0.50832993,,0.59400555,1.46308771
000024.XSHE,000024.XSHE,427.7796,170.4537,2.3332,17.392,2.0863,5.9475,2.08,2.83478206,15.79,47.36,76.67,3.04,2.23,100.17,0.75571325,155.72,27.3,27.3,9.41,1.27,-0.89,-15.34,2.693,170797263328.8281,841245888.0,3606361088.0,569577984.0,,24944922624.0,3606361088.0,892428976.0,2765115136.0,-543398.81304674,-6.45,2.03224979,0.233119,15.79,0.7,2.09,0.2501,430437632.0,-534613.0,23.31,1.46,-0.06,-27.63,36.65,36.65,19.44,-23.53,,1.00104157,0.23287644,0.233119,0.15793704,84043440128.0,-0.00772522,-0.00393335,1.8993247,0.04291068,8.41789983,0.04601914,9.34869727,0.70319013,2.36916019
000028.XSHE,000028.XSHE,85.5804,69.2783,1.0674,23.451,5.9839,129.3136,8.65,4.44563285,2.87,9.22,96.57,2.7,1.79,94.47,0.9854385,88.42,20.94,20.94,36.43,38.14,55.15,44.91,0.5392,39412652825.3057,146515360.0,4274691072.0,122802728.0,,1545210368.0,4274691072.0,200524674.0,4128175616.0,-3171725.54193072,-6.35,4.8839498,0.03594374,2.87,1.56,8.59,0.4228,121014536.0,7133029.5,3.59,1.06,4.6,-185.26,6.65,6.65,88.11,39.71,,0.99065753,0.03628271,0.03594374,0.02872786,8069831680.0,-0.84809614,-0.04160204,1.09936547,0.52971254,7.20663383,0.62075977,0.03355439,0.80852012,4.22248093
000029.XSHE,000029.XSHE,35.8128,31.5648,0.2727,35.7318,2.3092,-24.5728,1.43,1.15008082,9.47,29.94,87.47,1.23,6.44,99.9,0.99704408,83.3,-7.41,-7.41,-7.74,-4.22,52.63,51.97,3.5538,6984238055.782,29231312.0,233274480.0,22087228.0,,1422725888.0,233274480.0,31498867.75,204043168.0,-453695.70048927,-6.97,2.17824543,0.12530866,9.47,0.69,1.43,0.0218,22021940.0,,12.53,0.96,,-55.58,1.27,1.27,57.49,-4.23,,0.99898247,0.12543629,0.12530866,0.09468343,3206359552.0,-0.04857614,-0.00910956,1.72609615,0.07275369,3.82834583,0.0914066,1.80065514,0.55627999,1.25367344
000031.XSHE,000031.XSHE,79.6228,79.6223,1.2974,18.9429,1.7891,3.0534,1.18,5.77039494,13.45,36.7,96.85,3.68,6.66,15.03,-0.54479194,116.51,116.12,116.12,22.81,29.72,-75.04,-82.32,1.3288,30802682925.1428,26461850.0,839310144.0,112871288.0,8611939170.6228,7220017152.0,839310144.0,288214764.0,812848320.0,-800680.48110138,-7.6,0.9273731,0.20870837,13.45,0.34,-1.37,0.0291,-61491368.0,148709200.0,20.87,13.37,84.49,-240.92,-74.76,-74.76,-72.42,-3.06,0.01402835,0.99524214,0.20970613,0.20870837,0.13448102,33214984192.0,0.0293176,-0.00245249,1.61823907,0.02526902,4.93495455,0.02753253,10.81201577,0.78262771,3.60040239
000042.XSHE,000042.XSHE,43.247,43.2348,0.5176,11.4401,1.6159,-5.6745,7.92,1.51671054,22.85,58.68,69.29,0.67,2.62,100.41,0.99653578,41.86,33.64,33.64,36.43,39.03,80.08,80.08,2.0133,53918260051.2915,282175296.0,918852416.0,209944848.0,,2773200896.0,918852416.0,301538306.0,636677120.0,-6501624.00364543,-30.6,7.72721131,0.30513617,22.85,2.97,7.9,0.8767,209217552.0,-1800199.125,30.51,2.23,-0.64,-99.65,26.34,26.34,79.86,39.03,,0.99771209,0.30583589,0.30513617,0.22848593,6977712640.0,-0.1522491,-0.06687477,2.49651258,0.1316839,10.17255801,0.15576683,4.75700602,0.602563,1.51612222
