code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,1157.3418,677.8042,1.3125,6.9319,0.9996,0.9625,4.41,16.87810751,31.39,,45.47,,37.65,111.68,1.00217646,,49.05,49.05,42.29,40.82,42.97,42.97,2.0132,,7479000064.0,16099999744.0,5054000128.0,,117300002816.0,16099999744.0,,7320999936.0,51926751.10003898,373.27,,0.41689442,31.39,0.25,4.42,0.5308,5064999936.0,1300000000.0,41.69,,19.41,803.54,8.46,8.46,44.41,40.82,,1.00223982,0.41596274,0.41689442,0.31391306,2097102061568.0,,0.03035505,,0.00767726,4.49720663,,,0.94406567,16.87810751
000002.XSHE,000002.XSHE,909.8364,799.2529,0.8924,6.0518,1.2371,-6.2447,2.03,5.34876584,17.25,39.92,86.44,7.48,7.0,63.14,0.93434479,306.03,-32.16,-32.16,-15.76,-8.44,-84.86,-82.93,0.695,379128886208.1562,1287502336.0,9497217024.0,1638330368.0,,101750972416.0,9497217024.0,2222679376.0,8209714176.0,-6132014.7335378,-58.74,0.7657329,0.21245702,17.25,0.34,2.04,0.1389,1530765440.0,730248128.0,21.25,1.93,35.81,-433.33,-86.81,-86.81,-85.88,-5.23,,0.98948242,0.21471529999999997,0.21245702,0.17250636,495118974976.0,-0.08415726,-0.01418298,1.34103384,0.01918169,4.48931624,0.02074695,7.67086514,0.79449189,3.86598773
000006.XSHE,000006.XSHE,62.6398,62.0944,0.961,9.4179,1.6151,-29.2899,0.75,1.45505321,11.48,35.31,89.35,2.67,4.46,69.34,0.71006674,200.57,-12.99,-12.99,-66.31,-51.48,-91.05,-90.88,1.3702,9283696521.7053,27988386.0,262919744.0,30196418.0,,4181137920.0,262919744.0,62906985.0,234931360.0,-1454866.30717521,-34.66,0.91654839,0.1064522,11.48,0.3,0.52,0.0228,21441472.0,,10.65,8.58,,-325.61,-91.23,-91.23,-93.8,-50.21,,0.69344493,0.15351212,0.1064522,0.11485032,10128975872.0,-0.03278486,-0.01532196,2.38058768,0.02595719,51.49747566,0.03313424,14.83315089,0.58721025,1.4225406
000012.XSHE,000012.XSHE,147.5564,92.6054,0.642,9.5117,1.9525,-41.583999999999996,1.52,0.82834139,8.98,25.69,90.65,3.93,8.26,82.24,0.81531704,114.8,1.79,1.79,-3.88,2.69,-85.93,-86.45,1.9015,38095566148.7512,138713184.0,1482894720.0,133187080.0,,8509958144.0,1482894720.0,219980140.0,1344181504.0,611237.37193969,6.08,2.49224521,0.097847,8.98,0.88,1.34,0.0593,108589696.0,6383626.0,9.78,3.46,3.78,65.02,-28.78,-28.78,-85.93,14.3,,0.86022798,0.11374543,0.097847,0.08981560000000001,15285641216.0,0.16615727,0.01331113,0.59182892,0.09701227,0.18826403,0.61960465,0.24955659,0.4432710999999999,0.79620639
000021.XSHE,000021.XSHE,86.0687,77.0932,1.2769,105.3151,1.8407,10.811,-2.41,1.92604172,-2.8,1.96,98.38,0.24,1.73,-57.3,0.01338451,69.53,11.53,11.53,-467.13,-538.11,-327.49,-247.81,0.5565,8090812921.6294,67068196.0,4127965696.0,-115404040.0,,4858994176.0,4127965696.0,-183908939.875,4060897536.0,1572836.34767197,3.28,0.57763982,-0.02949148,-2.8,-0.83,-0.03,-0.0786,-1544626.875,-188808016.0,-2.95,-1.62,161.32,201.84,3.76,3.76,-246.36,-455.56,,1.04016964,-0.02835257,-0.02949148,-0.02795664,14006674432.0,8.019676299999999,0.014798500000000001,1.23160226,0.29471419,3.47406655,0.36752518,,0.65309434,1.88262826
000024.XSHE,000024.XSHE,278.4603,110.9485,4.8153,6.7149,1.0446,-6.2785,2.79,3.46325802,15.25,36.88,79.47,1.5,1.75,92.61,0.71864485,120.17,18.0,18.0,-7.93,-14.24,31.27,26.55,0.8269,267403908344.8477,1488604672.0,7250648064.0,1105910912.0,11113968302.4603,39793905664.0,7250648064.0,1824250672.0,5762043392.0,-15552067.09321616,-59.73,1.98124713,0.22177960000000002,15.25,0.82,2.93,0.4399,794757184.0,119441264.0,22.18,2.99,7.43,-290.92,-20.29,-20.29,25.95,-6.82,0.02587603,1.00038987,0.22169317,0.22177960000000002,0.1525258,134967468032.0,-0.20806426,-0.04550248,1.65305242,0.05372145,3.72195626,0.058715199999999995,3.75996263,0.70515931,2.39166186
000027.XSHE,000027.XSHE,148.5363,53.8593,1.0202,9.1012,0.9244,-29.8106,2.48,0.9067881,16.7,24.25,85.67,0.53,3.22,68.46,0.85437977,107.84,13.71,13.71,116.49,71.16,-12.4,12.09,1.1701,69187619904.0,408766592.0,2853097728.0,476547840.0,,19321833472.0,2853097728.0,743668920.0,2444331008.0,8145635.47517046,42.41,2.00589516,0.18218854,16.7,1.4,2.46,0.1554,407152832.0,111035088.0,18.22,5.14,18.6,295.99,-7.84,-7.84,83.99,77.33,,0.87054244,0.20928162,0.18218854,0.16702822,34492141568.0,0.53479506,0.07975596,0.87556342,0.08271733,0.20712222,0.27446879,1.08754077,0.43981926,0.78513812
000028.XSHE,000028.XSHE,145.3066,93.46799999999999,0.4583,26.6788,3.3979,11.0975,5.1,1.80800277,3.11,9.11,96.38,2.55,1.75,93.39,0.95947633,103.46,13.65,13.65,17.84,16.94,35.46,35.55,0.6646,50410401448.6953,200035568.0,5533523968.0,171975328.0,,4420843520.0,5533523968.0,261449676.0,5333488640.0,-2929551.60392712,-7.69,4.10824542,0.03809425,3.11,1.47,5.01,0.4628,165006256.0,10759866.0,3.81,0.85,5.02,-212.8,0.19,0.19,44.22,16.82,,0.98411532,0.03870913,0.03809425,0.03107881,12270542848.0,-1.54643841,-0.05422923,1.40566041,0.45096,7.3914629000000005,0.51793894,,0.63971899,1.77561121
000030.XSHE,000030.XSHE,82.8567,32.5195,0.5237,14.8395,2.1678,144.6268,3.95,0.70997882,13.09,18.12,94.29,3.78,7.7,40.68,0.92386087,96.76,12.68,12.68,8.95,7.53,12.54,12.31,1.5436,22516663355.8262,70905416.0,1242641408.0,162680080.0,,4414538752.0,1242641408.0,177278832.75,1171735936.0,2117963.25679295,14.12,3.11862899,0.13794181,13.09,2.27,3.88,0.1178,150293760.0,100506800.0,13.79,0.24,57.66,247.5,-12.66,-12.66,10.17,11.15,,0.98339207,0.14027143,0.13794181,0.13091474,7220051968.0,0.2844069,0.06255093,1.46813955,0.17210976,0.91948257,0.38935386,0.05309036,0.38857241,0.63551667
000031.XSHE,000031.XSHE,59.6718,59.6714,0.1759,11.007,1.1261,-2.2485,1.25,5.85150905,8.07,50.23,87.7,4.03,5.36,89.06,0.78932372,166.14,0.71,0.71,7.63,-4.22,-87.66,-84.09,0.5859,48839591363.5476,119607864.0,972319168.0,78436224.0,11814841503.828001,9537904640.0,972319168.0,249347816.0,852711296.0,-19995895.3119161,-122.72,1.19516318,0.13401849999999998,8.07,0.19,1.15,0.037000000000000005,61911572.0,10700890.0,13.4,11.83,7.97,-997.59,-83.1,-83.1,-83.24,12.71,0.00966195,0.97031989,0.13811786,0.13401849999999998,0.08066921,40864370688.0,-0.10564154,-0.03808891,1.61869756,0.02379381,1.65507382,0.02598898,14.05094047,0.76659612,3.28441825
