code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,849.4515,514.8685,0.8311,8.2642,1.1587,-351.8257,3.62,16.13399013,29.59,,,,43.59,97.65,0.97352474,,84.94,84.94,74.18,73.09,-12.23,-12.33,2.8656,,3254679040.0,8941660160.0,2645413888.0,,75380580352.0,8941660160.0,,5627820032.0,-38025723.32930208,-361.24,,0.37060681,29.59,0.21,3.6,0.5058,2575375872.0,59161000.0,37.06,,1.77,-992.45,4.41,4.41,-12.14,69.56,,0.99423774,0.37275472,0.37060681,0.29585265,1258176905216.0,,-0.02730902,,0.00710684,2.53717024,,,0.94008747,15.69099553
000002.XSHE,000002.XSHE,949.9862,834.7819999999999,0.5014,9.8701,1.7935,-64.066,12.1,4.31159909,17.64,38.35,77.54,2.04,3.08,93.95,0.80552635,67.05,49.91,49.91,47.53,49.45,777.6,896.77,1.3234,1628892458504.4375,9541478400.0,42474381312.0,7493257216.0,,67832537088.0,42474381312.0,10470619424.0,32932902912.0,5141973.17062812,11.5,5.49914275,0.23920615,17.64,2.59,12.09,0.5494,6036016128.0,618654976.0,23.92,0.74,6.09,51.2,355.76,355.76,757.24,50.61,,1.0004378,0.23910147,0.23920615,0.17641828,296208433152.0,0.26029857,0.02138931,1.40813469,0.14339356,26.61530912,0.15027379,0.80095355,0.77099731,3.36676047
000006.XSHE,000006.XSHE,60.824,59.5227,3.1091,13.2108,2.089,-12.1739,2.77,1.82627828,18.44,44.31,74.03,3.08,2.49,99.99,0.93766291,96.62,-8.48,-8.48,66.58,56.85,-46.51,-50.47,2.3881,20268777100.1862,118775024.0,457431200.0,84372376.0,,3007182336.0,457431200.0,124162979.0,338656160.0,1499096.77155073,19.93,2.43478971,0.25965659,18.44,1.01,2.77,0.08,79112848.0,,25.97,1.18,,76.77,-47.5,-47.5,-41.67,50.2,,0.99991736,0.25967805,0.25965659,0.18444823,8324652032.0,0.15903269,0.01714745,1.47432334,0.05494899,70.51949622,0.06540471,2.05944447,0.6387618,1.76825649
000009.XSHE,000009.XSHE,127.3997,126.0783,2.1996,47.1985,4.8089,-39.824,0.53,2.7646731,8.38,41.19,93.44,14.36,12.93,70.41,0.25388182,133.79,15.84,15.84,-44.36,-37.64,-62.76,-87.75,3.1339,26239178490.9353,41766816.0,637027904.0,53396308.0,,3996971264.0,637027904.0,93523446.5,595261056.0,-3171036.25498312,-63.42,2.33052528,0.08766953,8.38,0.49,0.52,0.01,13556352.0,14081122.0,8.77,5.37,23.74,-967.25,-45.0,-45.0,-70.93,-76.56,,0.94152916,0.09311398,0.08766953,0.08382099,11258911744.0,-0.14633747,-0.05563099999999999,2.14091603,0.05657988,0.71898175,0.07431417,8.56167038,0.64499491,1.81686088
000012.XSHE,000012.XSHE,203.43200000000002,126.4036,1.6355,17.2659,3.1117,-788.5829,1.0,1.15400388,5.98,23.93,95.8,3.32,11.4,50.27,0.1077154,124.43,-22.11,-22.11,-85.53,-76.66,-66.3,-74.99,2.4597,42223219737.1865,74078216.0,1764447104.0,105547864.0,,7305934336.0,1764447104.0,185834180.0,1690368896.0,2246026.27239719,25.9,2.76304826,0.04233667,5.98,0.7,0.17,0.0328,11369130.0,622602.0,4.23,2.18,0.42,616.8,-14.67,-14.67,-79.24,-83.53,,0.50692709,0.08351629,0.04233667,0.05981923,15281390592.0,0.21059046,0.05728996,0.64931263,0.11546378,0.18707647,0.60104776,0.81081989,0.52190648,1.0916409
000021.XSHE,000021.XSHE,80.7398,80.6552,0.7109,32.1022,1.9897,10.1081,1.66,1.48254932,1.23,2.92,99.15,0.35,1.82,68.31,1.34381533,36.85,-5.47,-5.47,-56.28,-39.42,-22.77,-13.73,0.4334,12770889160.5586,37392684.0,4373592064.0,53587244.0,,4320625152.0,4373592064.0,16164391.125,4336199168.0,1566433.21861067,2.89,1.23548343,0.01184188,1.23,0.55,1.79,0.0508,72011360.0,14398886.0,1.18,-0.88,26.3,338.23,-8.77,-8.77,-37.44,-44.69,,0.94613504,0.01251606,0.01184188,0.01225246,10336754688.0,8.72361375,0.0210224,1.26663064,0.42311075,2.9554047999999997,0.57791562,,0.58201338,1.39242108
000024.XSHE,000024.XSHE,381.7559,152.1168,1.2293,15.5208,1.8618,5.3076,2.08,2.83478206,15.79,47.36,76.67,3.04,2.23,100.17,0.75571325,155.72,27.3,27.3,9.41,1.27,-0.89,-15.34,2.4033,170797263328.8281,841245888.0,3606361088.0,569577984.0,,24944922624.0,3606361088.0,892428976.0,2765115136.0,-608909.86663077,-6.45,2.03224979,0.233119,15.79,0.7,2.09,0.2501,430437632.0,-534613.0,23.31,1.46,-0.06,-27.63,36.65,36.65,19.44,-23.53,,1.00104157,0.23287644,0.233119,0.15793704,84043440128.0,-0.00772522,-0.00393335,1.8993247,0.04291068,8.41789983,0.04601914,9.34869727,0.70319013,2.36916019
000027.XSHE,000027.XSHE,164.3943,164.3943,0.2724,14.6179,1.1334,10.3397,0.97,1.00575608,1.71,7.34,102.03,0.63,4.45,-101.77,1.76339739,182.64,20.83,20.83,83.83,-10.69,-80.12,-52.03,1.1427,26446471989.1436,-73022168.0,3603061504.0,61637020.0,,16920956928.0,3603061504.0,222460329.0,3676083712.0,6800271.49296442,31.03,0.83932849,-0.01113547,1.71,0.19,0.75,0.053,108690560.0,32900380.0,-1.11,4.18,45.85,-1530.9399,-13.02,-13.02,-114.85,213.47,,-0.55919037,0.01991356,-0.01113547,0.01710685,31509084160.0,0.27658837,0.07663259,1.05763748,0.11434993,0.25252609,0.39010213,0.86902552,0.4629816,0.86213364
000028.XSHE,000028.XSHE,59.5605,48.2147,1.6815,18.0318,4.4112,26.5039,6.43,4.62070552,1.97,8.45,98.13,2.49,2.4,88.35,1.04302938,106.86,18.71,18.71,-4.62,-2.86,-2.2,3.66,0.3936,33867380752.3396,74832976.0,4007974144.0,79152984.0,,1426800640.0,4007974144.0,125601854.5,3933141248.0,7005774.77192478,10.41,4.41800707,0.02037992,1.97,1.06,6.31,0.2918,82558888.0,6849203.5,2.04,1.02,8.09,557.6,2.06,2.06,-20.28,3.66,,0.96441607,0.02113187,0.02037992,0.01974888,7665759744.0,2.34663759,0.06688094,1.07371897,0.52284109,6.68352644,0.61932758,0.02536778,0.81387355,4.37269155
000029.XSHE,000029.XSHE,42.2874,37.2714,1.4175,42.1918,2.7267,-29.0154,1.43,1.15008082,9.47,29.94,87.47,1.23,6.44,99.9,0.99704408,83.3,-7.41,-7.41,-7.74,-4.22,52.63,51.97,4.1963,6984238055.782,29231312.0,233274480.0,22087228.0,,1422725888.0,233274480.0,31498867.75,204043168.0,-384230.62832045,-6.97,2.17824543,0.12530866,9.47,0.69,1.43,0.0218,22021940.0,,12.53,0.96,,-55.58,1.27,1.27,57.49,-4.23,,0.99898247,0.12543629,0.12530866,0.09468343,3206359552.0,-0.04857614,-0.00910956,1.72609615,0.07275369,3.82834583,0.0914066,1.80065514,0.55627999,1.25367344
