code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,1732.4945,1732.4779,0.5831,7.2166,0.8322,1.7934,3.0,13.76016555,23.2,,69.82,,28.99,87.84,0.99911463,,10.9,10.9,7.25,6.89,2.76,2.76,1.5901,,7729999872.0,29215000576.0,6776999936.0,,228141006848.0,29215000576.0,,20397000704.0,-19617378.40200752,-116.33,,0.30183124,23.2,0.2,3.0,0.3947,6770999808.0,1061000000.0,30.18,,12.06,-439.68,4.24,4.24,2.73,6.89,,1.00204544,0.30121512,0.30183124,0.23196987,3367399063552.0,,-0.01082644,,0.00867584,3.42497081,,,0.93225007,13.76016555
000002.XSHE,000002.XSHE,2272.9614,2000.3535,0.5949,7.6088,1.685,4.5249,6.07,8.44650481,15.63,34.55,79.35,2.04,2.83,93.11,0.7043054,132.87,46.71,46.71,37.64,31.3,559.92,819.55,0.8145,2596395086653.125,15520518144.0,75148918784.0,11743115264.0,,205784154112.0,75148918784.0,17960877312.0,59628404736.0,10338301.04702424,31.27,1.93018757,0.22166754,15.63,0.91,6.1,0.7454,8270739456.0,1138035072.0,22.17,1.72,6.83,151.4,143.79,143.79,460.68,24.54,,0.99937203,0.22180682,0.22166754,0.15626459,1345151696896.0,0.12875125,0.02062421,1.1804871000000001,0.0558665,8.46599729,0.06564421,2.6082381000000003,0.84701783,5.53671143
000006.XSHE,000006.XSHE,63.7198,63.6401,1.4204,6.5555,1.1102,-3.9960000000000004,2.24,1.07707555,28.57,52.62,64.62,1.0,4.08,94.45,0.7896426999999999,87.29,-18.69,-18.69,3.65,8.14,-43.11,-54.66,2.97,30021138970.7712,201832176.0,570527168.0,162982656.0,,5912461824.0,570527168.0,230545340.0,368695008.0,2017446.53833223,22.53,2.48227092,0.37336206,28.57,1.4,2.22,0.0961,128698064.0,11181017.0,37.34,2.95,5.23,63.69,17.62,17.62,-28.61,-10.97,,0.99681675,0.37455436,0.37336206,0.28567028,12094223360.0,-0.00825516,0.02079525,2.07259578,0.04717353,214.95872622,0.061421500000000004,4.43568719,0.5111334,1.04554781
000008.XSHE,000008.XSHE,100.8962,91.0462,2.0406,11.4729,1.4335,-44.2643,0.72,0.37862124,10.39,48.44,97.4,11.78,25.97,19.54,0.75993072,76.75,42.35,42.35,2.8,1.8,422.79,383.23,4.048,25236521597.4957,13523755.0,520985184.0,54140272.0,,7124008960.0,520985184.0,93701474.0,507461440.0,-4663961.16270421,-90.32,2.57806769,0.13139583,10.39,0.55,0.58,0.0181,41142856.0,28477172.0,13.14,4.7,41.14,-3479.6299,149.25,149.25,295.64,9.63,,0.98886273,0.1328757,0.13139583,0.10391902,9788929024.0,-18.82492815,-0.17658168,1.96262599,0.05322188,2.14229747,0.10188739,,0.27223811,0.37407583
000009.XSHE,000009.XSHE,77.8063,76.7364,0.5274,46.3046,1.5313,6.5497,1.58,3.60708425,6.22,32.75,98.42,10.21,12.97,14.88,-0.68741497,94.25,38.49,38.53,54.36,11.53,83.15,126.14,0.9178,75882904896.0,36912492.0,2317035264.0,145042288.0,8158416589.8063,9927424000.0,2330879744.0,352377640.0,2293967104.0,4642980.89647779,15.59,2.68558635,0.10477752,6.26,0.52,-1.98,0.0371,-99704240.0,192382320.0,10.42,4.48,77.55,978.67,14.63,14.66,144.48,70.94,0.01585153,0.97867788,0.10642437,0.10415518,0.06222641,28255619072.0,-0.00801145,0.01971024,1.65826051,0.08249261,0.63794069,0.12106882,0.91508477,0.64865665,1.84621862
000012.XSHE,000012.XSHE,110.8088,67.1761,0.327,14.1116,1.2556,4.5672,2.22,1.29799863,7.04,25.53,92.34,3.25,10.12,93.51,0.90524433,112.95,6.85,6.85,-17.62,-10.68,25.8,21.38,0.9715,72548540045.3188,217758576.0,2841697536.0,200057600.0,,9116464128.0,2841697536.0,326606664.0,2623939072.0,6356357.56031504,24.79,3.53467496,0.08181665,7.04,1.0,2.08,0.0677,181101008.0,,8.18,3.3,,323.45,8.07,8.07,24.84,-13.2,,0.99837627,0.08194972,0.08181665,0.07040074,20524812288.0,0.23733726,0.06173903,0.80726375,0.13845182,0.24722672,0.46295429,1.11705226,0.55583203,1.25140054
000021.XSHE,000021.XSHE,72.2388,72.14399999999999,0.3229,17.8085,1.2299,11.7789,1.47,1.52177881,2.07,3.26,99.17,0.29,2.97,30.84,0.24233374,39.02,14.23,14.23,-59.51,-56.12,-3.42,1.07,0.4725,13893835791.6752,35570884.0,4261912832.0,88039744.0,,5943911936.0,4261912832.0,69624172.0,4226341888.0,1334956.39372216,2.26,0.93357281,0.02784994,2.07,0.58,0.36,0.0587,21335000.0,22537502.0,2.78,-1.07,19.54,271.11,6.47,6.47,6.32,-54.72,,1.02905162,0.0270637,0.02784994,0.02065733,14882434048.0,1.39645084,0.01078877,1.08242195,0.28637203,1.66480421,0.45189783,,0.60060892,1.50381142
000025.XSHE,000025.XSHE,77.4716,70.5917,1.6809,111.9756,7.824,57.6753,1.1,0.44931455,10.75,23.82,93.65,4.02,9.87,51.94,0.75818388,100.14,32.59,32.59,-34.58,-42.46,-25.11,-32.81,20.164,2521469497.7756,6720625.0,105855144.0,11376169.0,,1033682688.0,105855144.0,14811620.0,99134520.0,-255123.59541076,-18.67,1.70532638,0.12242235,10.75,0.79,0.88,0.0364,8625228.0,6238410.0,12.24,1.77,48.21,-294.09,14.94,14.94,-16.72,-46.18,,1.00154718,0.12223323,0.12242235,0.10746921,1478584704.0,-2.86776731,-0.04442514,1.45396702,0.07159221,0.90530794,0.18594982,0.43319988,0.30089719,0.43040479
000027.XSHE,000027.XSHE,191.4849,191.4849,0.1298,21.6842,0.9129,48.2088,2.26,2.59778354,12.0,25.44,89.62,1.08,3.78,69.74,0.89646001,104.32,20.06,20.06,38.75,59.98,769.28,683.67,1.1035,110300509082.8799,450102496.0,4335711744.0,520190144.0,30113008447.4849,24307505152.0,4335711744.0,1054076400.0,3885609216.0,2341366.35588088,10.34,1.39975056,0.14543782,12.0,0.66,2.22,0.1201,466329664.0,183091472.0,14.54,9.43,28.37,99.61,18.94,18.94,554.64,63.64,0.01739119,0.97700574,0.14886076,0.14543782,0.11997803,78800117760.0,0.05053102,0.00822747,0.8379548000000001,0.05502164,0.14047532,0.24487418,6.280139599999999,0.69152956,2.24180187
000028.XSHE,000028.XSHE,176.3027,126.7291,0.2892,15.4192,1.7790000000000001,31.0105,3.56,1.36569516,3.58,12.29,96.41,6.34,1.73,80.32,0.89879095,118.75,2.14,2.14,19.52,23.61,20.32,19.22,0.4246,129322759104.5146,378267744.0,10522600448.0,376410304.0,,10478623744.0,10522600448.0,506201696.0,10144331776.0,6182968.04387955,10.36,5.38552776,0.04447251,3.58,1.58,3.45,0.8152,338314176.0,80078400.0,4.45,0.34,17.0,288.18,2.59,2.59,22.48,23.08,,0.99370135,0.04475440000000001,0.04447251,0.0357716,24013015040.0,3.8281083,0.08054104,1.50110608,0.43820405,19.12843277,0.52879092,0.00342387,0.56362736,1.29161927
