code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,813.0026,765.4395,6.4018,111.0765,4.7622,35.8418,6.7,29.56908652,29.84,,,,38.97,118.57,0.99999829,,5.83,5.83,9.97,11.74,141.51,141.51,5.5229,,1798784000.0,3760603904.0,1122077056.0,,17072129024.0,3760603904.0,,1725059968.0,3328881.00284477,71.97,,0.40249759999999996,29.84,0.23,6.7,0.3613,1122075136.0,236760000.0,40.25,,15.61,150.46,-0.29,-0.29,142.51,11.74,,0.99770226,0.40342457,0.40249759999999996,0.29837683,521879388160.0,,0.00536123,,0.00720589,2.26286677,,,0.96728722,29.56908652
000002.XSHE,000002.XSHE,1418.3821,1211.5802,3.9714,34.7319,4.413,12.5567,2.38,2.60321413,10.88,33.81,85.32,2.92,3.46,97.61,0.86976872,139.5,27.56,27.56,19.79,19.79,-55.7,-56.24,3.3174,276035627135.1855,1198305280.0,8164318720.0,888542528.0,,39732355072.0,8164318720.0,1412001008.0,6966013440.0,2597776.93736588,45.13,2.21122332,0.15085078,10.88,0.73,2.39,0.0699,772826496.0,33288594.0,15.09,2.26,2.71,307.49,-55.75,-55.75,-52.75,7.05,,1.00318623,0.15037166,0.15085078,0.10883242,124833898496.0,0.19476907,0.04329699,1.79742206,0.06540146,6.62753209,0.06854777,2.25181223,0.68171822,2.1418701
000005.XSHE,000005.XSHE,42.7908,34.1407,3.8561,355.3928,5.662000000000001,181.5421,0.5,0.84656836,35.86,62.26,143.85,4.98,58.45,-122.27,-1.22269811,68.53,-42.61,-42.61,-20.11,68.13,1823.85,1823.85,42.4313,660103662.9243,-4648730.0,10602372.0,3802026.0,,755760896.0,10602372.0,,15251102.0,-102413.54883876,-41.33,0.4730013,-0.43846132,35.86,0.27,-0.62,0.0042,-4648730.0,,-43.85,37.63,,94.27,-51.9,-51.9,86.52,68.13,,-1.22269811,0.35860145,-0.43846132,0.35860145,1395564160.0,,-0.00684954,0.46448589,0.00759719,0.13339845,0.03570615,,0.45845493,0.84656836
000006.XSHE,000006.XSHE,67.9118,65.8828,5.6543,-381.1651,3.9343,-47.6291,3.67,2.7930652,32.1,52.75,81.07,3.89,7.5,50.22,0.53285692,121.73,-72.61,-72.61,-74.11,-73.06,173.32,172.61,13.293,10162809092.0,36467108.0,192659888.0,61841032.0,,1842348544.0,192659888.0,83372759.0,156192768.0,-1792142.48698111,-63.17,1.49963048,0.37641936,32.1,0.97,1.96,0.122,32952422.0,36053804.0,37.64,5.58,49.65,-333.75,39.77,39.77,157.03,-73.09,,0.9986594000000001,0.37692467,0.37641936,0.32098551,6776875520.0,-0.09818546,-0.024664500000000002,1.93632301,0.02842901,7.28096192,0.03255862,20.32233642,0.72814189,2.67838949
000009.XSHE,000009.XSHE,129.6435,117.3918,2.8512,73.0685,6.622999999999999,59.6048,3.52,1.76114561,12.68,29.99,90.56,7.92,5.33,62.27,0.21299185,102.55,73.43,73.43,35.86,27.48,120.86,222.17,3.9753,26132923041.5151,82236520.0,871387904.0,110495064.0,,2803837184.0,871387904.0,161964002.0,789151360.0,3178537.48299192,47.29,4.14405589,0.15436698,12.68,1.78,1.27,0.0628,23534548.0,52277004.0,15.44,3.43,39.58,501.09,-7.3,-7.3,96.42,-26.02,,1.01850843,0.15156181,0.15436698,0.12680353,6306122240.0,0.39046782,0.11765938,1.72693948,0.13818126,0.98502855,0.20392209,1.63172057,0.55537855,1.24910429
000012.XSHE,000012.XSHE,200.9378,93.0655,3.1254,70.6228,4.4651,-34.7172,1.35,1.26484112,7.99,26.55,92.69,5.57,9.58,86.12,0.75474552,111.88,-11.04,-11.04,-71.4,-69.27,161.15,149.42,4.8238,23081347611.9355,63555172.0,869353984.0,69448712.0,,4899650560.0,869353984.0,108531571.0,805798784.0,1203018.8534633,27.81,2.14780935,0.08108865,7.99,0.66,1.14,0.05,52416104.0,6939570.0,8.11,4.0,9.4,380.35,-12.99,-12.99,139.85,-68.68,,0.95523963,0.08488828,0.08108865,0.07988542,10746460160.0,0.42809935,0.04134425,0.41301052,0.08089678,0.13607145,0.46034185,1.91434207,0.54406847,1.19331165
000016.XSHE,000016.XSHE,63.2086,31.4953,4.5417,24.2321,1.6831,5.5628,1.06,1.52943772,1.4,17.43,98.56,11.78,3.86,92.65,1.03892403,144.63,-15.14,-15.14,-42.89,-24.19,-54.68,-49.55,0.5384,45515224732.9102,37656948.0,2611315200.0,36582440.0,,4034373888.0,2611315200.0,53595655.5,2573658368.0,12702535.97693967,30.75,4.61142657,0.01442068,1.4,0.36,1.0,0.0334,38006376.0,,1.44,0.5,,2132.1699,-17.85,-17.85,-13.0,-14.52,,0.92649335,0.0155648,0.01442068,0.014009200000000001,9870096384.0,15.78820533,0.13758527,1.4231711999999999,0.26456836,1.96280929,0.31739,,0.59125286,1.44650023
000021.XSHE,000021.XSHE,108.7964,108.6824,1.1588,38.0084,3.2258,-42.8767,1.16,0.22878906,2.04,3.69,97.76,0.14,1.63,94.21,0.98761703,101.37,-49.89,-49.89,-38.31,-42.84,-62.18,-62.18,0.9081,7285527611.2159,44201368.0,1974397696.0,40342836.0,,3504657920.0,1974397696.0,41014496.0,1930196352.0,350375.15310359,1.93,1.69175724,0.02349072,2.04,0.93,1.14,0.0459,39843272.0,2178656.75,2.35,-0.3,4.64,86.24,-34.21,-34.21,-27.22,-42.84,,0.98848962,0.02376426,0.02349072,0.02043298,4306485248.0,0.50243909,0.04754085,3.49756232,0.45847079,2.51613665,0.76480432,,0.18619067,0.22878906
000024.XSHE,000024.XSHE,547.8189,206.2126,4.1738,40.2443,3.6866,16.4011,1.14,1.4737765,20.49,43.82,75.53,5.84,4.67,92.74,0.96342015,231.72,46.21,46.21,219.21,414.82,-76.26,-79.67,14.2909,36068004770.2515,201399968.0,823094592.0,168678640.0,,16446107648.0,823094592.0,201889004.0,621694592.0,172707.189363,11.49,0.93443036,0.24913752,20.49,0.44,1.09,0.0993,162508400.0,3663776.0,24.91,-1.86,1.69,46.98,-50.49,-50.49,-74.68,361.5,,0.94427096,0.26384113,0.24913752,0.20493227,38598922240.0,0.01261671,0.00427089,2.00198754,0.02132429,2.97300341,0.02447414,11.30427287,0.57392314,1.34699438
000027.XSHE,000027.XSHE,292.7116,79.5615,4.1753,30.8047,2.5874,-10.5472,1.62,1.1875888,11.25,21.2,89.92,0.31,3.5,70.17,0.71941553,126.31,-34.26,-34.26,-53.21,-39.19,70.98,36.32,3.013,37754402280.2944,179592976.0,1780867968.0,200398544.0,,13932659712.0,1780867968.0,374206796.0,1601275008.0,2524010.25982513,41.49,1.36647112,0.10641534,11.25,0.7,1.26,0.0839,144169824.0,9918678.0,10.64,6.64,3.88,411.38,-13.01,-13.01,127.16,-31.37,,0.7404214,0.14372266,0.10641534,0.11252858,27629125632.0,0.38237678,0.05394144,0.70359047,0.06445618,0.14794688,0.29959143,3.16822211,0.49572559999999993,0.9830474
000028.XSHE,000028.XSHE,53.4805,43.2926,0.8251,33.4537,8.3272,22.4987,6.63,5.28570916,1.94,8.24,97.46,3.33,1.88,94.57,0.97797808,105.32,21.57,21.57,26.85,8.7,28.18,26.62,0.6106,18496866711.814,57052408.0,2244765440.0,43634896.0,,726360064.0,2244765440.0,68434120.0,2187713024.0,1257532.16445329,3.0,4.32840114,0.02666946,1.94,1.1,6.57,0.1495,42673972.0,2814268.0,2.67,0.36,4.66,117.88,-1.12,-1.12,47.35,13.3,,0.99233149,0.02687555,0.02666946,0.01943851,4273371648.0,2.15968842,0.01896059,1.01183226,0.52529142,5.00665757,0.63736859,0.01456512,0.83002647,4.883269
000029.XSHE,000029.XSHE,60.4973,53.3209,1.5153,337.7587,5.0031,-29.8518,0.07,0.77936639,0.59,26.8,97.48,1.79,11.04,99.21,0.97902347,89.0,-3.57,-3.57,-45.67,-58.9,-62.5,-59.94,8.6337,3834276319.6462,3609881.75,143070016.0,841199.0625,,1198016640.0,143070016.0,7467955.5625,139460144.0,-482692.58940297,-20.41,1.79136839,0.02569353,0.59,0.04,0.07,0.0008,823553.625,66092.2422,2.57,2.68,1.82,-808.93,-45.55,-45.55,-75.78,-58.74,,1.01025522,0.02543271,0.02569353,0.00587963,2140417536.0,-0.08659625,-0.03098638,2.04812934,0.06684211,2.05928317,0.11529051,3.11947282,0.44028838,0.78663428
000031.XSHE,000031.XSHE,242.1332,138.1668,6.212999999999999,253.0479,7.6479,-37.1609,-0.42,1.80532604,-10.29,41.42,108.77,4.97,24.74,98.56,1.19702122,212.86,-47.14,-47.14,-127.55,-137.8,-125.63,-133.28,24.6247,4808548320.8684,-10180076.0,116092432.0,-11946358.0,3656837083.1332,3306153984.0,116092432.0,4384226.625,126272512.0,222768.36610326,46.46,0.52914827,-0.09778727,-10.29,-0.13,-0.45,-0.0074,-14300044.0,-1172286.75,-9.78,12.67,11.35,-529.85,-79.07,-79.07,-111.66,-141.04,0.00053602,1.09907594,-0.08897226,-0.09778727,-0.10290385,9087336448.0,0.04750808,0.0093302,1.65380737,0.01277519,0.3590114,0.0160644,2.64658088,0.63618008,1.74861258
000032.XSHE,000032.XSHE,18.1401,18.1366,2.7747,68.5678,2.4892,-7.4164,1.71,0.53747892,6.16,17.81,93.91,0.87,7.15,74.63,0.36788876,77.87,-45.37,-45.37,-68.37,-69.91,423.27,2073.03,1.2462,5306509003.1169,18143124.0,297951104.0,18349646.0,,820432448.0,297951104.0,24765039.9062,279807968.0,-479453.35308413,-2.92,4.30234298,0.08202794,6.16,1.41,0.89,0.0557,6750628.5,6297190.0,8.2,0.15,25.9,-47.94,-8.42,-8.42,818.49,-78.31,,1.00527566,0.08159746,0.08202794,0.0615861,1233399808.0,-1.65039181,-0.02106058,2.0145899,0.24156896,1.52805581,0.36575815,,0.3348203,0.5033532000000001
000039.XSHE,000039.XSHE,320.5525,148.248,3.4533,22.573,2.4264,25.9685,3.1,1.40853698,10.39,15.7,100.24,3.39,10.11,-1.76,-0.11941115,125.12,-64.48,-64.48,17.29,-0.29,449.04,242.17,0.8095,66860146797.335,-10341000.0,4258608128.0,442353984.0,,15144201216.0,4258608128.0,692065984.0,4268948992.0,3221397.55409476,24.25,1.94844719,0.13255294,10.39,1.28,-0.39,0.1574,-52822000.0,574832000.0,13.26,2.48,98.03,-9985.7598,1.23,1.23,451.31,3.24,,0.96266767,0.13769335,0.13255294,0.1038729,34314579968.0,0.11673895,0.05386576,1.61855432,0.12410492,0.59844355,0.22530452,1.91998088,0.55866567,1.26585598
