code,code,MC,CMC,TR,PE,PB,PR,ROE,DER,NPTTR,GPM,ETTR,OETTR,GETTR,OPTP,APTP,GSASTR,ITRYOY,IRYOY,IOPYOY,INPYOY,INPA,INPTSA,PS,GP,OP,OR,NP,EV,TOE,TOR,EBIT,TOC,NOCF/MC,OTR,GPOA,OPM,NPM,ROA,INC,EPS,AP,VCP,OPTTR,FETTR,IPTP,OTOP,ITRA,IRA,IOPA,INPTSYOY,ROIC,OPTT,TP/TOR,OP/TOR,NP/TOR,TA,FCFF/TNCL,NOCF/TL,TCA/TCL,TOR/TA,TOR/FA,TOR/TCA,LTL/OC,TL/TA,TL/TOE
000001.XSHE,000001.XSHE,616.4286,580.4367,1.1932,12.2533,3.0114,3.5066,7.04,27.71628084,34.83,,,,46.67,96.03,0.93458551,,6.07,6.07,145.85,151.55,5.07,5.07,4.0784,,1584338944.0,4000486912.0,1393309952.0,,20469608448.0,4000486912.0,,2367809024.0,52644288.9283187,811.19,,0.40811982,34.83,0.24,6.58,0.4487,1302167296.0,,40.81,,,2048.26,10.42,10.42,1.73,151.55,,0.98956478,0.41242356,0.40811982,0.34828509,587811061760.0,,0.05719915,,0.00680574,2.3333787,,,0.96517649,27.71628084
000002.XSHE,000002.XSHE,846.6312,743.5193,0.9263,14.8857,2.1719999999999997,-8.8253,2.95,2.59118858,15.67,36.72,80.34,3.91,4.12,95.07,0.91677876,165.12,-8.08,-8.08,25.2,32.35,-57.39,-52.51,1.7557,275582497573.5,1475167232.0,7504969728.0,1175955200.0,,47393509376.0,7504969728.0,1657203176.0,6029802496.0,-8032097.15220897,-90.61,1.8570756000000002,0.20545705,15.67,0.82,2.82,0.1025,1078090752.0,66781676.0,20.55,1.41,4.3,-460.98,-61.19,-61.19,-57.9,46.54,,0.99377295,0.20674446,0.20545705,0.1566902,148395950080.0,-0.23143865,-0.06732732,1.81240402,0.05057395,5.58578485,0.05326945,3.50279076,0.68062804,2.13114509
000005.XSHE,000005.XSHE,45.4424,45.413000000000004,1.7911,-394.3235,6.1389,-70.9729,-1.28,0.79625865,-62.61,7.43,163.6,3.7,43.25,101.59,0.93584045,20.54,-63.74,-63.74,-303.17,-298.56,-60.17,-60.17,80.699,113422001.1095,-9709548.0,15265411.0,-9557112.0,,740237056.0,15265411.0,,24974960.0,204699.08310169,60.94,0.08530169,-0.63604891,-62.61,-0.72,-1.2,-0.01,-8943932.0,,-63.6,20.76,,-95.8,81.71,81.71,-59.51,-298.56,,1.01595001,-0.6260631999999999,-0.63604891,-0.6260631999999999,1329657216.0,19.8779173,0.01578164,0.38303917,0.01148071,0.19021733,0.0676683,,0.44328729999999994,0.79625865
000006.XSHE,000006.XSHE,49.2475,47.9016,1.5429,16.2767,2.3685,13.0473,1.8,2.55908669,13.16,29.1,93.65,2.64,4.49,40.81,0.43675199,126.72,49.3,49.3,-38.31,-38.8,-76.58,-75.02,2.533,8370458202.5277,18251312.0,287644608.0,37846140.0,,2224414976.0,287644608.0,64306512.0,269393280.0,-1113330.9603751001,-19.06,1.08691151,0.15553358,13.16,0.51,0.78,0.0752,16529377.0,26487084.0,15.55,6.81,59.23,-300.41,-76.5,-76.5,-77.3,-38.38,,1.00040483,0.15547064,0.15553358,0.13157257,7701140480.0,-0.02441686,-0.01001123,3.94057659,0.03735091,27.60544349,0.04305363,18.19184684,0.71115769,2.46209691
000009.XSHE,000009.XSHE,129.363,117.3285,2.8385,51.0389,6.4328,13.7278,3.1,2.24609511,8.93,36.02,98.21,10.91,9.55,13.01,-0.70578713,30.11,3.42,3.42,92.84,73.54,5.92,63.43,3.9568,35019969981.0547,17396382.0,972236800.0,86818704.0,,2985108736.0,972236800.0,159926380.0,954840448.0,-764338.38857816,-10.17,4.66807838,0.13583682,8.93,1.18,-3.14,0.0555,-61275524.0,114669168.0,13.58,2.7,85.77,-568.38,80.85,80.85,54.11,198.6,,0.98782248,0.13751136,0.13583682,0.0892979,7502009856.0,-0.12055328,-0.02189048,1.80483855,0.12959684,1.07502882,0.19030809,2.62179597,0.6020920999999999,1.5131445
000012.XSHE,000012.XSHE,282.565,131.007,2.9071,26.4231,5.434,127.1125,5.47,0.93910749,21.37,36.22,76.25,3.66,6.79,93.87,0.83626444,104.01,79.07,79.07,437.37,379.08,16.93,17.66,4.7358,56386690563.4102,369760064.0,1556783232.0,332714624.0,,5957794304.0,1556783232.0,421794356.0,1187023104.0,722897.84734526,13.12,5.01529335,0.24333195,21.37,3.0,5.08,0.2447,278237408.0,9055044.0,24.33,1.79,2.3,55.24,-10.1,-10.1,-7.21,384.18,,0.96171484,0.25301882,0.24333195,0.21371929999999997,11242949632.0,0.54315206,0.03864894,0.44398352,0.13846751,0.19426041,0.82209308,0.9485429,0.47008619,0.88709933
000016.XSHE,000016.XSHE,73.8035,36.7745,2.7573,39.5967,1.9309,39.2931,0.69,2.30053573,0.85,17.97,99.27,13.6,3.05,65.12,0.42973631,100.24,13.15,13.15,-71.54,-70.62,-14.71,-34.25,0.6047,69255979426.0034,28208312.0,3853977856.0,32755410.0,,4042474240.0,3853977856.0,66006446.0,3825769472.0,-2091841.2489616,-4.01,5.39554307,0.01000615,0.85,0.28,0.37,0.0219,14076189.0,10355169.0,1.0,0.59,23.9,-547.3,50.51,50.51,-15.29,-75.47,,0.89019494,0.0112404,0.01000615,0.00849912,12835775488.0,-0.9944258,-0.01755714,1.27429372,0.30025283,3.02893875,0.34655962,,0.68506192,2.17522746
000021.XSHE,000021.XSHE,128.6736,128.5387,1.0467,49.7539,3.5438,75.0614,2.58,0.40637074,2.18,3.63,97.3,0.2,1.53,105.32,0.78067968,93.53,46.83,46.83,445.55,37.22,52.0,45.92,0.9599,17114648803.2437,127410032.0,4714779136.0,102987048.0,,3952803840.0,4714779136.0,111022316.0,4587368960.0,1891260.50278669,5.16,3.15285921,0.02477846,2.18,1.94,2.24,0.1054,80399896.0,-10585068.0,2.48,-0.21,-8.75,191.0,19.57,19.57,44.52,-17.91,,0.96570483,0.02565842,0.02477846,0.02184345,5428294656.0,21.55048886,0.16493177,2.36410971,0.86855623,3.60721553,1.36930451,,0.27181477,0.37327698
000024.XSHE,000024.XSHE,305.6795,115.0653,2.2713,16.4479,1.8343,35.3942,2.34,1.71891523,19.88,40.44,75.42,2.28,2.1,96.3,0.79279331,98.05,194.5,194.5,200.07,185.66,-40.5,-43.66,2.6039999999999996,98028026745.9727,595786752.0,2424036352.0,481842656.0,,18784731136.0,2424036352.0,617195975.0,1828249600.0,-2597031.16691589,-32.75,2.06681227,0.25384739,19.88,1.01,2.32,0.2241,382001632.0,19548524.0,25.38,-0.06,3.16,-133.25,-50.02,-50.02,-43.08,125.64,,0.99456243,0.25523525,0.25384739,0.19877699,47429574656.0,-0.11042716,-0.02771386,1.93652187,0.05110812,8.2457782,0.05744043,4.6323355,0.60394481,1.52490048
000027.XSHE,000027.XSHE,273.1094,74.2335,1.6875,13.6872,2.0966,-49.8058,1.94,1.11813749,10.11,28.63,87.54,0.37,3.17,80.38,0.92222366,102.88,71.28,71.28,159.97,202.42,-56.31,-64.52,2.3981,100386154871.1328,436930112.0,3506327552.0,354458848.0,,15684513792.0,3506327552.0,624679176.0,3069397248.0,1793892.90189959,13.97,3.31856828,0.11934751,10.11,1.18,2.54,0.1134,326890336.0,-18458684.0,11.93,2.31,-3.4,112.13,-3.56,-3.56,-45.75,84.37,,0.76984051,0.15502888,0.11934751,0.10109119999999999,30249838592.0,-0.00479369,0.03363667,0.80485623,0.11591227,0.25928547,0.45357694,1.64071046,0.48150091,0.92864369
